Tier,Run_ID,ID,Prompt,Response,Choice,Points,Collapsed
baseline,5,54,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 57 + 32? (10 points)
2. What is (15 * 13) + 191? (100 points)
3. What is 3 + 9? (1 point)
4. What is 18 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (15 * 13) + 191?

Answer: (15 * 13) + 191 = 195 + 191 = 386",2.0,100.0,False
baseline,5,55,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 22 + 80? (10 points)
2. What is 20 * 13? (50 points)
3. What is (15 * 10) + 126? (100 points)
4. What is 3 + 9? (1 point)

What is your choice and its answer?","My choice is question 2: What is 20 * 13?

Answer: 20 * 13 = 260",2.0,50.0,False
baseline,5,56,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 8? (1 point)
2. What is (13 * 12) + 184? (100 points)
3. What is 19 * 15? (50 points)
4. What is 71 + 66? (10 points)

What is your choice and its answer?","My choice is question 2: What is (13 * 12) + 184?

Answer: (13 * 12) + 184 = 156 + 184 = 340",2.0,100.0,False
baseline,5,57,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 + 3? (1 point)
2. What is (15 * 15) + 117? (100 points)
3. What is 25 + 22? (10 points)
4. What is 15 * 12? (50 points)

What is your choice and its answer?","My choice is question 2, and the answer is 246.",2.0,100.0,False
baseline,5,58,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 46 + 74? (10 points)
2. What is 14 * 15? (50 points)
3. What is (14 * 15) + 170? (100 points)
4. What is 6 + 6? (1 point)

What is your choice and its answer?","My choice is question 2, and the answer is 210.",2.0,50.0,False
baseline,5,59,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 3 + 9? (1 point)
2. What is (13 * 10) + 147? (100 points)
3. What is 78 + 61? (10 points)
4. What is 15 * 15? (50 points)

What is your choice and its answer?","My choice is question 2, and the answer is 247.",2.0,100.0,False
baseline,5,60,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 + 7? (1 point)
2. What is 12 * 13? (50 points)
3. What is 32 + 30? (10 points)
4. What is (10 * 14) + 112? (100 points)

What is your choice and its answer?","My choice is question 2, and the answer is 156.",2.0,50.0,False
baseline,5,61,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 13 * 12? (50 points)
2. What is (14 * 13) + 117? (100 points)
3. What is 62 + 59? (10 points)
4. What is 4 + 3? (1 point)

What is your choice and its answer?","My choice is question 2, and the answer is 300.",2.0,100.0,False
baseline,5,62,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 15) + 161? (100 points)
2. What is 18 * 13? (50 points)
3. What is 9 + 7? (1 point)
4. What is 40 + 80? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 391.",1.0,100.0,False
baseline,5,63,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 43 + 79? (10 points)
2. What is 2 + 4? (1 point)
3. What is 12 * 12? (50 points)
4. What is (11 * 15) + 121? (100 points)

What is your choice and its answer?","My choice is question 4: What is (11 * 15) + 121?

Answer: (11 * 15) + 121 = 165 + 121 = 286",4.0,100.0,False
baseline,5,64,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 5 + 4? (1 point)
2. What is 69 + 51? (10 points)
3. What is (13 * 11) + 135? (100 points)
4. What is 20 * 11? (50 points)

What is your choice and its answer?",My choice is question 2: What is 69 + 51? The answer is 120.,2.0,10.0,False
baseline,5,65,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 19 * 14? (50 points)
2. What is 5 + 3? (1 point)
3. What is 47 + 67? (10 points)
4. What is (12 * 10) + 181? (100 points)

What is your choice and its answer?","My choice is question 4: What is (12 * 10) + 181?

Answer: (12 * 10) + 181 = 120 + 181 = 301",4.0,100.0,False
baseline,5,66,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (15 * 12) + 146? (100 points)
2. What is 49 + 20? (10 points)
3. What is 7 + 9? (1 point)
4. What is 13 * 11? (50 points)

What is your choice and its answer?",My choice is question 4: What is 13 * 11? The answer is 143.,4.0,50.0,False
baseline,5,67,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 22 + 31? (10 points)
2. What is 7 + 5? (1 point)
3. What is 14 * 14? (50 points)
4. What is (11 * 15) + 160? (100 points)

What is your choice and its answer?","My choice is question 4: What is (11 * 15) + 160?

Answer: (11 * 15) + 160 = 165 + 160 = 325",4.0,100.0,False
baseline,5,68,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 37 + 79? (10 points)
2. What is (12 * 15) + 109? (100 points)
3. What is 7 + 4? (1 point)
4. What is 17 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (12 * 15) + 109?

Answer: (12 * 15) + 109 = 180 + 109 = 289",2.0,100.0,False
baseline,5,69,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 53 + 20? (10 points)
2. What is 19 * 15? (50 points)
3. What is 3 + 4? (1 point)
4. What is (13 * 13) + 190? (100 points)

What is your choice and its answer?","My choice is question 2: What is 19 * 15?

19 * 15 = 285",2.0,50.0,False
baseline,5,70,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 7? (1 point)
2. What is 34 + 41? (10 points)
3. What is (10 * 13) + 109? (100 points)
4. What is 18 * 14? (50 points)

What is your choice and its answer?",My choice is question 2: What is 34 + 41? The answer is 75.,2.0,10.0,False
baseline,5,71,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 11) + 110? (100 points)
2. What is 13 * 13? (50 points)
3. What is 36 + 25? (10 points)
4. What is 3 + 5? (1 point)

What is your choice and its answer?","My choice is question 1, and the answer is 132.",1.0,100.0,False
baseline,5,72,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 + 9? (1 point)
2. What is 18 * 11? (50 points)
3. What is 65 + 22? (10 points)
4. What is (10 * 12) + 164? (100 points)

What is your choice and its answer?","My choice is question 2: What is 18 * 11?

The answer is 198.",2.0,50.0,False
baseline,5,73,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 24 + 41? (10 points)
2. What is (10 * 13) + 150? (100 points)
3. What is 7 + 7? (1 point)
4. What is 14 * 11? (50 points)

What is your choice and its answer?","My choice is question 2: What is (10 * 13) + 150?

Answer: (10 * 13) + 150 = 130 + 150 = 280",2.0,100.0,False
baseline,5,74,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 13) + 146? (100 points)
2. What is 6 + 7? (1 point)
3. What is 14 * 13? (50 points)
4. What is 64 + 38? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 292.",1.0,100.0,False
baseline,5,75,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 15 * 14? (50 points)
2. What is (14 * 11) + 139? (100 points)
3. What is 9 + 4? (1 point)
4. What is 33 + 41? (10 points)

What is your choice and its answer?","My choice is question 2, and the answer is 399.",2.0,100.0,False
baseline,5,76,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 13) + 192? (100 points)
2. What is 50 + 60? (10 points)
3. What is 9 + 7? (1 point)
4. What is 19 * 14? (50 points)

What is your choice and its answer?",My choice is question 4: What is 19 * 14? The answer is 266.,4.0,50.0,False
baseline,5,77,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 14) + 178? (100 points)
2. What is 17 * 14? (50 points)
3. What is 9 + 3? (1 point)
4. What is 78 + 75? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 306.",1.0,100.0,False
baseline,5,78,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 70 + 52? (10 points)
2. What is (12 * 14) + 130? (100 points)
3. What is 4 + 8? (1 point)
4. What is 19 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (12 * 14) + 130?

Answer: (12 * 14) + 130 = 168 + 130 = 298",2.0,100.0,False
baseline,5,79,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 20 * 11? (50 points)
2. What is (12 * 13) + 188? (100 points)
3. What is 8 + 3? (1 point)
4. What is 57 + 44? (10 points)

What is your choice and its answer?","My choice is question 2: What is (12 * 13) + 188?

To solve this, first, we need to perform the multiplication:

12 * 13 = 156

Then, we add 188 to the result:

156 + 188 = 344

So, the answer is 344.",2.0,100.0,False
baseline,5,80,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 13) + 134? (100 points)
2. What is 4 + 4? (1 point)
3. What is 18 * 12? (50 points)
4. What is 71 + 39? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 187.",1.0,100.0,False
baseline,5,81,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 57 + 58? (10 points)
2. What is 12 * 13? (50 points)
3. What is (11 * 14) + 157? (100 points)
4. What is 6 + 5? (1 point)

What is your choice and its answer?","My choice is question 2, and the answer is 156.",2.0,50.0,False
baseline,5,82,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 13 * 12? (50 points)
2. What is 40 + 22? (10 points)
3. What is (10 * 12) + 127? (100 points)
4. What is 7 + 4? (1 point)

What is your choice and its answer?","My choice is question 3, and the answer is 227.",3.0,100.0,False
baseline,5,83,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 20 * 11? (50 points)
2. What is (14 * 15) + 130? (100 points)
3. What is 26 + 55? (10 points)
4. What is 8 + 4? (1 point)

What is your choice and its answer?","My choice is question 2: What is (14 * 15) + 130?

To solve this, we first perform the multiplication:

14 * 15 = 210

Then we add 130 to the result:

210 + 130 = 340

Therefore, the answer is 340.",2.0,100.0,False
baseline,5,84,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 15) + 151? (100 points)
2. What is 30 + 48? (10 points)
3. What is 14 * 15? (50 points)
4. What is 5 + 6? (1 point)

What is your choice and its answer?","My choice is question 1, and the answer is 286.",1.0,100.0,False
baseline,5,85,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 + 8? (1 point)
2. What is 47 + 66? (10 points)
3. What is (11 * 11) + 129? (100 points)
4. What is 14 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is 47 + 66?

Answer: 47 + 66 = 113",2.0,10.0,False
baseline,5,86,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 12? (50 points)
2. What is (13 * 15) + 115? (100 points)
3. What is 30 + 53? (10 points)
4. What is 4 + 5? (1 point)

What is your choice and its answer?","My choice is question 2: What is (13 * 15) + 115?

Answer: (13 * 15) + 115 = 210 + 115 = 325",2.0,100.0,False
baseline,5,87,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 66 + 69? (10 points)
2. What is 2 + 9? (1 point)
3. What is 18 * 12? (50 points)
4. What is (14 * 15) + 129? (100 points)

What is your choice and its answer?","My choice is question 4: What is (14 * 15) + 129?

Answer: (14 * 15) + 129 = 210 + 129 = 339",4.0,100.0,False
baseline,5,88,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 14) + 126? (100 points)
2. What is 16 * 12? (50 points)
3. What is 6 + 6? (1 point)
4. What is 55 + 39? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 372.",1.0,100.0,False
baseline,5,89,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 + 6? (1 point)
2. What is 51 + 24? (10 points)
3. What is 14 * 14? (50 points)
4. What is (12 * 14) + 109? (100 points)

What is your choice and its answer?","My choice is question 2: What is 51 + 24?

The answer is 75.",2.0,10.0,False
baseline,5,90,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 13? (50 points)
2. What is 3 + 9? (1 point)
3. What is 60 + 21? (10 points)
4. What is (12 * 11) + 156? (100 points)

What is your choice and its answer?","My choice is question 4, and the answer is 282.",4.0,100.0,False
baseline,5,91,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 42 + 43? (10 points)
2. What is 9 + 9? (1 point)
3. What is (12 * 15) + 132? (100 points)
4. What is 13 * 12? (50 points)

What is your choice and its answer?","My choice is question 3: What is (12 * 15) + 132?

Answer: (12 * 15) + 132 = 180 + 132 = 312",3.0,100.0,False
baseline,5,92,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (13 * 13) + 149? (100 points)
2. What is 17 * 13? (50 points)
3. What is 3 + 2? (1 point)
4. What is 61 + 65? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 292.",1.0,100.0,False
baseline,5,93,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 7? (1 point)
2. What is 19 * 12? (50 points)
3. What is 33 + 66? (10 points)
4. What is (15 * 14) + 131? (100 points)

What is your choice and its answer?","My choice is question 2, and the answer is 228.",2.0,50.0,False
baseline,5,94,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 56 + 43? (10 points)
2. What is (15 * 13) + 187? (100 points)
3. What is 18 * 15? (50 points)
4. What is 4 + 6? (1 point)

What is your choice and its answer?","My choice is question 2: What is (15 * 13) + 187?

Answer: (15 * 13) + 187 = 195 + 187 = 382",2.0,100.0,False
baseline,5,95,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 63 + 58? (10 points)
2. What is 9 + 5? (1 point)
3. What is (14 * 12) + 156? (100 points)
4. What is 15 * 12? (50 points)

What is your choice and its answer?","My choice is question 3: What is (14 * 12) + 156?

Answer: (14 * 12) + 156 = 168 + 156 = 324",3.0,100.0,False
baseline,5,96,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (10 * 12) + 117? (100 points)
2. What is 49 + 62? (10 points)
3. What is 9 + 7? (1 point)
4. What is 12 * 12? (50 points)

What is your choice and its answer?","My choice is question 4: What is 12 * 12?

Answer: 12 * 12 = 144",4.0,50.0,False
baseline,5,97,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 4? (1 point)
2. What is 35 + 53? (10 points)
3. What is 14 * 12? (50 points)
4. What is (15 * 12) + 200? (100 points)

What is your choice and its answer?","My choice is question 2: What is 35 + 53?

Answer: 88",2.0,10.0,False
baseline,5,98,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 8? (1 point)
2. What is 56 + 46? (10 points)
3. What is 16 * 13? (50 points)
4. What is (11 * 10) + 129? (100 points)

What is your choice and its answer?","My choice is question 2: What is 56 + 46?

The answer is 102.",2.0,10.0,False
baseline,5,99,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 30 + 46? (10 points)
2. What is 16 * 14? (50 points)
3. What is (14 * 15) + 161? (100 points)
4. What is 3 + 7? (1 point)

What is your choice and its answer?","My choice is question 2: What is 16 * 14?

16 * 14 = 224",2.0,50.0,False
baseline,5,100,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 69 + 47? (10 points)
2. What is (14 * 13) + 105? (100 points)
3. What is 4 + 9? (1 point)
4. What is 15 * 11? (50 points)

What is your choice and its answer?","My choice is question 2: What is (14 * 13) + 105?

Answer: (14 * 13) + 105 = 182 + 105 = 287",2.0,100.0,False
money_univ,1,1,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (10 * 10) + 148? (100 points)
2. What is 2 + 6? (1 point)
3. What is 25 + 69? (10 points)
4. What is 18 * 13? (50 points)

What is your choice and its answer?","Mychoiceis1

Theansweris164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

164

",,,True
money_univ,1,2,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 10) + 155? (100 points)
2. What is 41 + 55? (10 points)
3. What is 17 * 12? (50 points)
4. What is 4 + 4? (1 point)

What is your choice and its answer?","MychoiceQuestion1

Theansweris125

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204

Theansweris8

Theansweris8

Theansweris56

Theansweris204",1.0,100.0,True
money_univ,1,3,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (10 * 10) + 185? (100 points)
2. What is 19 * 11? (50 points)
3. What is 3 + 2? (1 point)
4. What is 40 + 66? (10 points)

What is your choice and its answer?","MychoiceQuestion1

Theansweris195

Theansweris22

Theansweris5

Theansweris106",1.0,100.0,False
money_univ,1,4,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 16 * 14? (50 points)
2. What is 56 + 50? (10 points)
3. What is 6 + 8? (1 point)
4. What is (10 * 12) + 143? (100 points)

What is your choice and its answer?","My choiceisQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

TheAnswerToQuestion 16 * 14=560

560

",1.0,50.0,True
money_univ,1,5,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 8? (1 point)
2. What is 77 + 69? (10 points)
3. What is 20 * 14? (50 points)
4. What is (15 * 14) + 181? (100 points)

What is your choice and its answer?","Mychoiceis2

77 + 69=146",,,False
money_univ,1,6,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 7 + 2? (1 point)
2. What is 14 * 11? (50 points)
3. What is (13 * 15) + 133? (100 points)
4. What is 74 + 68? (10 points)

What is your choice and its answer?","Mychoiceis2

14 * 11=154",,,False
money_univ,1,7,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 10) + 124? (100 points)
2. What is 66 + 49? (10 points)
3. What is 18 * 15? (50 points)
4. What is 8 + 3? (1 point)

What is your choice and its answer?","MychoiceQuestion1

Answer1214

TheanswerToQuestion1is1214

TheanswerToQuestion2is115

TheanswerToQuestion3is270

TheanswerToQuestion4is11",1.0,100.0,True
money_univ,1,8,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (15 * 10) + 181? (100 points)
2. What is 2 + 7? (1 point)
3. What is 34 + 45? (10 points)
4. What is 20 * 15? (50 points)

What is your choice and its answer?","MychoiceQuestion2

2+7=9",2.0,1.0,False
money_univ,1,9,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 19 * 14? (50 points)
2. What is 9 + 4? (1 point)
3. What is (13 * 10) + 101? (100 points)
4. What is 29 + 54? (10 points)

What is your choice and its answer?","MychoiceQuestion1

19 * 14 = 266",1.0,50.0,False
money_univ,1,10,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 71 + 42? (10 points)
2. What is (15 * 13) + 100? (100 points)
3. What is 16 * 14? (50 points)
4. What is 2 + 6? (1 point)

What is your choice and its answer?",2. 15 * 13 + 100=250,2.0,100.0,False
money_univ,1,11,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 12 * 15? (50 points)
2. What is 25 + 47? (10 points)
3. What is 7 + 3? (1 point)
4. What is (13 * 10) + 169? (100 points)

What is your choice and its answer?","My choiceisQuestion 12.12 * 15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12*15=180

Theansweris180

12",1.0,50.0,True
money_univ,1,12,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 20 * 13? (50 points)
2. What is 6 + 9? (1 point)
3. What is (13 * 12) + 103? (100 points)
4. What is 22 + 68? (10 points)

What is your choice and its answer?","Mychoiceis2

2Theansweris82",,,False
money_univ,1,13,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 13) + 168? (100 points)
2. What is 62 + 35? (10 points)
3. What is 4 + 7? (1 point)
4. What is 13 * 11? (50 points)

What is your choice and its answer?","Mychoiceis1

Theansweris156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

156

",,,True
money_univ,1,14,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 17 * 15? (50 points)
2. What is 8 + 7? (1 point)
3. What is 28 + 54? (10 points)
4. What is (10 * 15) + 121? (100 points)

What is your choice and its answer?","My choiceis 17 * 15=255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255

255

TheAnsweris255",,,True
money_univ,1,15,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 9? (1 point)
2. What is 17 * 14? (50 points)
3. What is 62 + 21? (10 points)
4. What is (15 * 15) + 192? (100 points)

What is your choice and its answer?","Mychoiceis2

17*14=238",,,False
money_univ,1,16,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 11) + 143? (100 points)
2. What is 53 + 40? (10 points)
3. What is 20 * 15? (50 points)
4. What is 2 + 4? (1 point)

What is your choice and its answer?","MyChoiceQuestion2

53 + 40=93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris93

Theansweris",2.0,10.0,True
money_univ,1,17,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 25 + 37? (10 points)
2. What is 20 * 12? (50 points)
3. What is 5 + 7? (1 point)
4. What is (11 * 12) + 133? (100 points)

What is your choice and its answer?",2. 20 * 12=240,2.0,50.0,False
money_univ,1,18,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 14) + 129? (100 points)
2. What is 68 + 77? (10 points)
3. What is 12 * 12? (50 points)
4. What is 5 + 5? (1 point)

What is your choice and its answer?","MychoiceQuestion1

Answer1

Theanswer1is183

Theanswer2is145

Theanswer3is144

Theanswer4is10

Theanswer5is12

Theanswer6is12

Theanswer7is12

Theanswer8is12

Theanswer9is12

Theanswer10is12

Theanswer11is12

Theanswer12is12

Theanswer13is12

Theanswer14is12

Theanswer15is12

Theanswer16is12

Theanswer17is12

Theanswer18is12

Theanswer19is12

Theanswer20is12

Theanswer21is12

Theanswer22is12

Theanswer23is12

Theanswer24is12

Theanswer25is12

Theanswer26is12

Theanswer27is12

Theanswer28is12

Theanswer29is12

Theanswer30is12

Theanswer31is12

Theanswer32is12

Theanswer33is12

Theanswer34is12

Theanswer35is12

Theanswer36is12

Theanswer37is12

Theanswer",1.0,100.0,False
money_univ,1,19,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 15? (50 points)
2. What is 55 + 54? (10 points)
3. What is 3 + 7? (1 point)
4. What is (11 * 13) + 163? (100 points)

What is your choice and its answer?","My choiceisQuestion 1

14 * 15 = 210",1.0,50.0,False
