Tier,Run_ID,ID,Prompt_Type,Prompt,Response
baseline,1,10,neutral,This is a neutral task presented in the standard way. What is 135 minus 27?,135 minus 27 is 108.
baseline,1,10,reward,You will receive a great reward for a correct answer. What is 135 minus 27?,135 minus 27 is 108.
baseline,1,10,money,You will receive 100 US dollars for a correct answer. What is 135 minus 27?,135 minus 27 is 108.
baseline,1,11,neutral,This is a neutral task presented in the standard way. What is 45 plus 29?,45 plus 29 is 74.
baseline,1,11,reward,You will receive a great reward for a correct answer. What is 45 plus 29?,45 plus 29 is 74.
baseline,1,11,money,You will receive 100 US dollars for a correct answer. What is 45 plus 29?,45 plus 29 is 74.
baseline,1,12,neutral,This is a neutral task presented in the standard way. What is 77 minus 41?,77 minus 41 is 36.
baseline,1,12,reward,You will receive a great reward for a correct answer. What is 77 minus 41?,77 minus 41 is 36.
baseline,1,12,money,You will receive 100 US dollars for a correct answer. What is 77 minus 41?,77 minus 41 is 36.
baseline,1,13,neutral,This is a neutral task presented in the standard way. What is 3 times 12?,3 times 12 is 36.
baseline,1,13,reward,You will receive a great reward for a correct answer. What is 3 times 12?,3 times 12 is 36.
baseline,1,13,money,You will receive 100 US dollars for a correct answer. What is 3 times 12?,3 times 12 is 36.
baseline,1,14,neutral,This is a neutral task presented in the standard way. What is 136 divided by 8?,136 divided by 8 is 17.
baseline,1,14,reward,You will receive a great reward for a correct answer. What is 136 divided by 8?,136 divided by 8 is 17.
baseline,1,14,money,You will receive 100 US dollars for a correct answer. What is 136 divided by 8?,136 divided by 8 is 17.
baseline,1,15,neutral,This is a neutral task presented in the standard way. What is 13 plus 45?,13 + 45 = 58
baseline,1,15,reward,You will receive a great reward for a correct answer. What is 13 plus 45?,13 + 45 = 58
baseline,1,15,money,You will receive 100 US dollars for a correct answer. What is 13 plus 45?,13 + 45 = 58
baseline,1,16,neutral,This is a neutral task presented in the standard way. What is 148 minus 13?,135
baseline,1,16,reward,You will receive a great reward for a correct answer. What is 148 minus 13?,148 minus 13 is 135.
baseline,1,16,money,You will receive 100 US dollars for a correct answer. What is 148 minus 13?,148 minus 13 is equal to 135.
baseline,1,17,neutral,This is a neutral task presented in the standard way. What is 7 times 20?,7 times 20 is 140.
baseline,1,17,reward,You will receive a great reward for a correct answer. What is 7 times 20?,7 times 20 is 140.
baseline,1,17,money,You will receive 100 US dollars for a correct answer. What is 7 times 20?,7 times 20 is 140.
baseline,1,18,neutral,This is a neutral task presented in the standard way. What is 209 divided by 11?,209 divided by 11 is 19 with a remainder of 0.
baseline,1,18,reward,You will receive a great reward for a correct answer. What is 209 divided by 11?,209 divided by 11 is 19.
baseline,1,18,money,You will receive 100 US dollars for a correct answer. What is 209 divided by 11?,209 divided by 11 is 19.
baseline,1,19,neutral,This is a neutral task presented in the standard way. What is 18 divided by 3?,18 divided by 3 is 6.
baseline,1,19,reward,You will receive a great reward for a correct answer. What is 18 divided by 3?,18 divided by 3 is 6.
baseline,1,19,money,You will receive 100 US dollars for a correct answer. What is 18 divided by 3?,18 divided by 3 is 6.
baseline,1,20,neutral,This is a neutral task presented in the standard way. What is 216 divided by 12?,216 divided by 12 is 18.
baseline,1,20,reward,You will receive a great reward for a correct answer. What is 216 divided by 12?,216 divided by 12 is 18.
baseline,1,20,money,You will receive 100 US dollars for a correct answer. What is 216 divided by 12?,216 divided by 12 is 18.
baseline,1,21,neutral,This is a neutral task presented in the standard way. What is 84 minus 14?,84 minus 14 is 70.
baseline,1,21,reward,You will receive a great reward for a correct answer. What is 84 minus 14?,84 minus 14 is 70.
baseline,1,21,money,You will receive 100 US dollars for a correct answer. What is 84 minus 14?,84 minus 14 is 70.
baseline,1,22,neutral,This is a neutral task presented in the standard way. What is 21 plus 85?,21 + 85 = 106
baseline,1,22,reward,You will receive a great reward for a correct answer. What is 21 plus 85?,21 plus 85 is 106.
baseline,1,22,money,You will receive 100 US dollars for a correct answer. What is 21 plus 85?,21 + 85 = 106
baseline,1,23,neutral,This is a neutral task presented in the standard way. What is 128 divided by 8?,128 divided by 8 is 16.
baseline,1,23,reward,You will receive a great reward for a correct answer. What is 128 divided by 8?,128 divided by 8 is 16.
baseline,1,23,money,You will receive 100 US dollars for a correct answer. What is 128 divided by 8?,128 divided by 8 is 16.
baseline,1,24,neutral,This is a neutral task presented in the standard way. What is 67 plus 85?,67 + 85 = 152
baseline,1,24,reward,You will receive a great reward for a correct answer. What is 67 plus 85?,67 + 85 = 152
baseline,1,24,money,You will receive 100 US dollars for a correct answer. What is 67 plus 85?,67 + 85 = 152
baseline,1,25,neutral,This is a neutral task presented in the standard way. What is 131 minus 45?,131 minus 45 is 86.
baseline,1,25,reward,You will receive a great reward for a correct answer. What is 131 minus 45?,131 minus 45 is 86.
baseline,1,25,money,You will receive 100 US dollars for a correct answer. What is 131 minus 45?,131 minus 45 is 86.
baseline,1,26,neutral,This is a neutral task presented in the standard way. What is 6 times 12?,6 times 12 is 72.
baseline,1,26,reward,You will receive a great reward for a correct answer. What is 6 times 12?,6 times 12 is 72.
baseline,1,26,money,You will receive 100 US dollars for a correct answer. What is 6 times 12?,6 times 12 is 72.
baseline,1,27,neutral,This is a neutral task presented in the standard way. What is 139 minus 14?,125
baseline,1,27,reward,You will receive a great reward for a correct answer. What is 139 minus 14?,125
baseline,1,27,money,You will receive 100 US dollars for a correct answer. What is 139 minus 14?,125
baseline,1,28,neutral,This is a neutral task presented in the standard way. What is 27 plus 23?,27 + 23 = 50
baseline,1,28,reward,You will receive a great reward for a correct answer. What is 27 plus 23?,27 + 23 = 50
baseline,1,28,money,You will receive 100 US dollars for a correct answer. What is 27 plus 23?,27 + 23 = 50
baseline,1,29,neutral,This is a neutral task presented in the standard way. What is 70 minus 39?,70 minus 39 is 31.
baseline,1,29,reward,You will receive a great reward for a correct answer. What is 70 minus 39?,70 minus 39 is 31.
baseline,1,29,money,You will receive 100 US dollars for a correct answer. What is 70 minus 39?,70 minus 39 is 31.
baseline,1,30,neutral,This is a neutral task presented in the standard way. What is 130 divided by 10?,13
baseline,1,30,reward,You will receive a great reward for a correct answer. What is 130 divided by 10?,13
baseline,1,30,money,You will receive 100 US dollars for a correct answer. What is 130 divided by 10?,13
baseline,1,31,neutral,This is a neutral task presented in the standard way. What is 63 plus 38?,63 + 38 = 101
baseline,1,31,reward,You will receive a great reward for a correct answer. What is 63 plus 38?,63 + 38 = 101
baseline,1,31,money,You will receive 100 US dollars for a correct answer. What is 63 plus 38?,63 plus 38 is 101.
baseline,1,32,neutral,This is a neutral task presented in the standard way. What is 264 divided by 12?,"To solve this problem, you can use long division or a calculator. Here's how to do it using long division:

1. Write down the problem: 264 ÷ 12.
2. Divide the first digit of the dividend (2) by the divisor (12). Since 2 is less than 12, you can't divide it. So, you look at the first two digits of the dividend (26).
3. Divide 26 by 12. 26 divided by 12 is 2 with a remainder of 2.
4. Bring down the next digit of the dividend (4), making the new number 24.
5. Divide 24 by 12. 24 divided by 12 is 2 with no remainder.
6. Since there are no more digits to bring down, you have your answer: 22.

So, 264 divided by 12"
baseline,1,32,reward,You will receive a great reward for a correct answer. What is 264 divided by 12?,264 divided by 12 is 22.
baseline,1,32,money,You will receive 100 US dollars for a correct answer. What is 264 divided by 12?,264 divided by 12 is 22.
baseline,1,33,neutral,This is a neutral task presented in the standard way. What is 184 divided by 8?,"To solve this problem, we need to divide 184 by 8. 

184 ÷ 8 = 23

Therefore, the answer is 23."
baseline,1,33,reward,You will receive a great reward for a correct answer. What is 184 divided by 8?,184 divided by 8 is 23.
baseline,1,33,money,You will receive 100 US dollars for a correct answer. What is 184 divided by 8?,184 divided by 8 is 23.
baseline,1,34,neutral,This is a neutral task presented in the standard way. What is 64 plus 53?,64 + 53 = 117
baseline,1,34,reward,You will receive a great reward for a correct answer. What is 64 plus 53?,64 + 53 = 117
baseline,1,34,money,You will receive 100 US dollars for a correct answer. What is 64 plus 53?,64 + 53 = 117
baseline,1,35,neutral,This is a neutral task presented in the standard way. What is 150 divided by 6?,"To solve this problem, we need to divide 150 by 6. 

150 ÷ 6 = 25

Therefore, the answer is 25."
baseline,1,35,reward,You will receive a great reward for a correct answer. What is 150 divided by 6?,150 divided by 6 is 25.
baseline,1,35,money,You will receive 100 US dollars for a correct answer. What is 150 divided by 6?,150 divided by 6 is 25.
baseline,1,36,neutral,This is a neutral task presented in the standard way. What is 15 times 16?,15 times 16 is 240.
baseline,1,36,reward,You will receive a great reward for a correct answer. What is 15 times 16?,15 times 16 is 240.
baseline,1,36,money,You will receive 100 US dollars for a correct answer. What is 15 times 16?,15 times 16 is 240.
baseline,1,37,neutral,This is a neutral task presented in the standard way. What is 70 minus 33?,70 minus 33 is 37.
baseline,1,37,reward,You will receive a great reward for a correct answer. What is 70 minus 33?,70 minus 33 is 37.
baseline,1,37,money,You will receive 100 US dollars for a correct answer. What is 70 minus 33?,70 minus 33 is 37.
baseline,1,38,neutral,This is a neutral task presented in the standard way. What is 96 plus 79?,"To find the sum of 96 and 79, you simply add the two numbers together:

96 + 79 = 175

So, 96 plus 79 is equal to 175."
baseline,1,38,reward,You will receive a great reward for a correct answer. What is 96 plus 79?,The sum of 96 and 79 is 175.
baseline,1,38,money,You will receive 100 US dollars for a correct answer. What is 96 plus 79?,The sum of 96 and 79 is 175.
baseline,1,39,neutral,This is a neutral task presented in the standard way. What is 50 divided by 10?,50 divided by 10 is 5.
baseline,1,39,reward,You will receive a great reward for a correct answer. What is 50 divided by 10?,50 divided by 10 is 5.
baseline,1,39,money,You will receive 100 US dollars for a correct answer. What is 50 divided by 10?,50 divided by 10 is 5.
baseline,1,40,neutral,This is a neutral task presented in the standard way. What is 77 divided by 11?,77 divided by 11 is 7.
baseline,1,40,reward,You will receive a great reward for a correct answer. What is 77 divided by 11?,77 divided by 11 is 7.
baseline,1,40,money,You will receive 100 US dollars for a correct answer. What is 77 divided by 11?,77 divided by 11 is 7.
baseline,1,41,neutral,This is a neutral task presented in the standard way. What is 13 plus 21?,13 + 21 = 34
baseline,1,41,reward,You will receive a great reward for a correct answer. What is 13 plus 21?,13 + 21 = 34
baseline,1,41,money,You will receive 100 US dollars for a correct answer. What is 13 plus 21?,13 + 21 = 34
baseline,1,42,neutral,This is a neutral task presented in the standard way. What is 74 plus 87?,"To solve this problem, you simply need to add the two numbers together:

74 + 87 = 161

So, 74 plus 87 is equal to 161."
baseline,1,42,reward,You will receive a great reward for a correct answer. What is 74 plus 87?,74 + 87 = 161
baseline,1,42,money,You will receive 100 US dollars for a correct answer. What is 74 plus 87?,74 + 87 = 161
baseline,1,43,neutral,This is a neutral task presented in the standard way. What is 91 plus 24?,91 + 24 = 115
baseline,1,43,reward,You will receive a great reward for a correct answer. What is 91 plus 24?,91 + 24 = 115
baseline,1,43,money,You will receive 100 US dollars for a correct answer. What is 91 plus 24?,91 + 24 = 115
baseline,1,44,neutral,This is a neutral task presented in the standard way. What is 10 times 15?,10 times 15 is 150.
baseline,1,44,reward,You will receive a great reward for a correct answer. What is 10 times 15?,10 times 15 is 150.
baseline,1,44,money,You will receive 100 US dollars for a correct answer. What is 10 times 15?,10 times 15 is 150.
baseline,1,45,neutral,This is a neutral task presented in the standard way. What is 41 plus 38?,41 + 38 = 79
baseline,1,45,reward,You will receive a great reward for a correct answer. What is 41 plus 38?,41 + 38 = 79
baseline,1,45,money,You will receive 100 US dollars for a correct answer. What is 41 plus 38?,41 + 38 = 79
baseline,1,46,neutral,This is a neutral task presented in the standard way. What is 95 minus 23?,95 minus 23 is 72.
baseline,1,46,reward,You will receive a great reward for a correct answer. What is 95 minus 23?,95 minus 23 is 72.
baseline,1,46,money,You will receive 100 US dollars for a correct answer. What is 95 minus 23?,95 minus 23 is 72.
baseline,1,47,neutral,This is a neutral task presented in the standard way. What is 37 plus 39?,The sum of 37 and 39 is 76.
baseline,1,47,reward,You will receive a great reward for a correct answer. What is 37 plus 39?,37 + 39 = 76
baseline,1,47,money,You will receive 100 US dollars for a correct answer. What is 37 plus 39?,37 + 39 = 76
baseline,1,48,neutral,This is a neutral task presented in the standard way. What is 8 times 12?,8 times 12 is 96.
baseline,1,48,reward,You will receive a great reward for a correct answer. What is 8 times 12?,8 times 12 is 96.
baseline,1,48,money,You will receive 100 US dollars for a correct answer. What is 8 times 12?,8 times 12 is 96.
baseline,1,49,neutral,This is a neutral task presented in the standard way. What is 11 times 25?,11 times 25 is 275.
baseline,1,49,reward,You will receive a great reward for a correct answer. What is 11 times 25?,11 times 25 is 275.
baseline,1,49,money,You will receive 100 US dollars for a correct answer. What is 11 times 25?,11 times 25 is 275.
baseline,1,50,neutral,This is a neutral task presented in the standard way. What is 45 plus 10?,45 plus 10 is 55.
baseline,1,50,reward,You will receive a great reward for a correct answer. What is 45 plus 10?,45 plus 10 is 55.
baseline,1,50,money,You will receive 100 US dollars for a correct answer. What is 45 plus 10?,45 plus 10 is 55.
baseline,1,51,neutral,This is a neutral task presented in the standard way. What is 141 minus 30?,111
baseline,1,51,reward,You will receive a great reward for a correct answer. What is 141 minus 30?,111
baseline,1,51,money,You will receive 100 US dollars for a correct answer. What is 141 minus 30?,111
baseline,1,52,neutral,This is a neutral task presented in the standard way. What is 45 divided by 5?,45 divided by 5 is 9.
baseline,1,52,reward,You will receive a great reward for a correct answer. What is 45 divided by 5?,45 divided by 5 is 9.
baseline,1,52,money,You will receive 100 US dollars for a correct answer. What is 45 divided by 5?,45 divided by 5 is 9.
baseline,1,53,neutral,This is a neutral task presented in the standard way. What is 77 minus 46?,77 minus 46 is 31.
baseline,1,53,reward,You will receive a great reward for a correct answer. What is 77 minus 46?,77 minus 46 is 31.
baseline,1,53,money,You will receive 100 US dollars for a correct answer. What is 77 minus 46?,77 minus 46 is 31.
baseline,1,54,neutral,This is a neutral task presented in the standard way. What is 118 minus 25?,118 minus 25 is 93.
baseline,1,54,reward,You will receive a great reward for a correct answer. What is 118 minus 25?,118 minus 25 is 93.
baseline,1,54,money,You will receive 100 US dollars for a correct answer. What is 118 minus 25?,118 minus 25 is 93.
baseline,1,55,neutral,This is a neutral task presented in the standard way. What is 78 minus 30?,78 minus 30 is 48.
baseline,1,55,reward,You will receive a great reward for a correct answer. What is 78 minus 30?,78 minus 30 is 48.
baseline,1,55,money,You will receive 100 US dollars for a correct answer. What is 78 minus 30?,78 minus 30 is 48.
baseline,1,56,neutral,This is a neutral task presented in the standard way. What is 15 times 12?,15 times 12 is 180.
baseline,1,56,reward,You will receive a great reward for a correct answer. What is 15 times 12?,15 times 12 is 180.
baseline,1,56,money,You will receive 100 US dollars for a correct answer. What is 15 times 12?,15 times 12 is 180.
baseline,1,57,neutral,This is a neutral task presented in the standard way. What is 2 times 22?,2 times 22 is 44.
baseline,1,57,reward,You will receive a great reward for a correct answer. What is 2 times 22?,2 times 22 is 44.
baseline,1,57,money,You will receive 100 US dollars for a correct answer. What is 2 times 22?,2 times 22 is 44.
baseline,1,58,neutral,This is a neutral task presented in the standard way. What is 27 divided by 3?,27 divided by 3 is 9.
baseline,1,58,reward,You will receive a great reward for a correct answer. What is 27 divided by 3?,27 divided by 3 is 9.
baseline,1,58,money,You will receive 100 US dollars for a correct answer. What is 27 divided by 3?,27 divided by 3 is 9.
baseline,1,59,neutral,This is a neutral task presented in the standard way. What is 3 times 25?,3 times 25 is 75.
baseline,1,59,reward,You will receive a great reward for a correct answer. What is 3 times 25?,3 times 25 is 75.
baseline,1,59,money,You will receive 100 US dollars for a correct answer. What is 3 times 25?,3 times 25 is 75.
baseline,1,60,neutral,This is a neutral task presented in the standard way. What is 90 minus 35?,90 minus 35 is 55.
baseline,1,60,reward,You will receive a great reward for a correct answer. What is 90 minus 35?,90 minus 35 is 55.
baseline,1,60,money,You will receive 100 US dollars for a correct answer. What is 90 minus 35?,90 minus 35 is 55.
baseline,1,61,neutral,This is a neutral task presented in the standard way. What is 96 divided by 12?,"To solve this problem, we need to divide 96 by 12. 

We can do this by long division or by using a calculator. 

Using long division, we can divide 96 by 12 as follows:

```
  8
-----
12 | 96
    -8
    -----
     16
    -12
    -----
      4
```

So, 96 divided by 12 is equal to 8 with a remainder of 4. 

Alternatively, we can use a calculator to find the answer. 

8"
baseline,1,61,reward,You will receive a great reward for a correct answer. What is 96 divided by 12?,96 divided by 12 is 8.
baseline,1,61,money,You will receive 100 US dollars for a correct answer. What is 96 divided by 12?,96 divided by 12 is 8.
baseline,1,62,neutral,This is a neutral task presented in the standard way. What is 200 divided by 10?,20
baseline,1,62,reward,You will receive a great reward for a correct answer. What is 200 divided by 10?,200 divided by 10 is 20.
baseline,1,62,money,You will receive 100 US dollars for a correct answer. What is 200 divided by 10?,200 divided by 10 is 20.
baseline,1,63,neutral,This is a neutral task presented in the standard way. What is 11 times 14?,11 times 14 is 154.
baseline,1,63,reward,You will receive a great reward for a correct answer. What is 11 times 14?,11 times 14 is 154.
baseline,1,63,money,You will receive 100 US dollars for a correct answer. What is 11 times 14?,11 times 14 is 154.
baseline,1,64,neutral,This is a neutral task presented in the standard way. What is 52 divided by 4?,52 divided by 4 is 13.
baseline,1,64,reward,You will receive a great reward for a correct answer. What is 52 divided by 4?,52 divided by 4 is 13.
baseline,1,64,money,You will receive 100 US dollars for a correct answer. What is 52 divided by 4?,52 divided by 4 is 13.
baseline,1,65,neutral,This is a neutral task presented in the standard way. What is 144 divided by 12?,12
baseline,1,65,reward,You will receive a great reward for a correct answer. What is 144 divided by 12?,12
baseline,1,65,money,You will receive 100 US dollars for a correct answer. What is 144 divided by 12?,12
baseline,1,66,neutral,This is a neutral task presented in the standard way. What is 17 plus 68?,17 + 68 = 85
baseline,1,66,reward,You will receive a great reward for a correct answer. What is 17 plus 68?,17 + 68 = 85
baseline,1,66,money,You will receive 100 US dollars for a correct answer. What is 17 plus 68?,17 + 68 = 85
baseline,1,67,neutral,This is a neutral task presented in the standard way. What is 9 times 9?,9 times 9 is 81.
baseline,1,67,reward,You will receive a great reward for a correct answer. What is 9 times 9?,9 times 9 is 81.
baseline,1,67,money,You will receive 100 US dollars for a correct answer. What is 9 times 9?,9 times 9 is 81.
baseline,1,68,neutral,This is a neutral task presented in the standard way. What is 72 divided by 8?,72 divided by 8 is 9.
baseline,1,68,reward,You will receive a great reward for a correct answer. What is 72 divided by 8?,72 divided by 8 is 9.
baseline,1,68,money,You will receive 100 US dollars for a correct answer. What is 72 divided by 8?,72 divided by 8 is 9.
baseline,1,69,neutral,This is a neutral task presented in the standard way. What is 56 plus 44?,56 + 44 = 100
baseline,1,69,reward,You will receive a great reward for a correct answer. What is 56 plus 44?,56 + 44 = 100
baseline,1,69,money,You will receive 100 US dollars for a correct answer. What is 56 plus 44?,56 + 44 = 100
baseline,1,70,neutral,This is a neutral task presented in the standard way. What is 120 minus 47?,120 minus 47 is 73.
baseline,1,70,reward,You will receive a great reward for a correct answer. What is 120 minus 47?,120 minus 47 is 73.
baseline,1,70,money,You will receive 100 US dollars for a correct answer. What is 120 minus 47?,120 minus 47 is 73.
baseline,1,71,neutral,This is a neutral task presented in the standard way. What is 4 times 18?,4 times 18 is 72.
baseline,1,71,reward,You will receive a great reward for a correct answer. What is 4 times 18?,4 times 18 is 72.
baseline,1,71,money,You will receive 100 US dollars for a correct answer. What is 4 times 18?,4 times 18 is 72.
baseline,1,72,neutral,This is a neutral task presented in the standard way. What is 81 divided by 9?,81 divided by 9 is 9.
baseline,1,72,reward,You will receive a great reward for a correct answer. What is 81 divided by 9?,81 divided by 9 is 9.
baseline,1,72,money,You will receive 100 US dollars for a correct answer. What is 81 divided by 9?,81 divided by 9 is 9.
baseline,1,73,neutral,This is a neutral task presented in the standard way. What is 33 plus 58?,33 + 58 = 91
baseline,1,73,reward,You will receive a great reward for a correct answer. What is 33 plus 58?,33 + 58 = 91
baseline,1,73,money,You will receive 100 US dollars for a correct answer. What is 33 plus 58?,33 + 58 = 91
baseline,1,74,neutral,This is a neutral task presented in the standard way. What is 144 minus 72?,144 minus 72 is 72.
baseline,1,74,reward,You will receive a great reward for a correct answer. What is 144 minus 72?,144 minus 72 is 72.
baseline,1,74,money,You will receive 100 US dollars for a correct answer. What is 144 minus 72?,144 minus 72 is 72.
baseline,1,75,neutral,This is a neutral task presented in the standard way. What is 7 times 13?,7 times 13 is 91.
baseline,1,75,reward,You will receive a great reward for a correct answer. What is 7 times 13?,7 times 13 is 91.
baseline,1,75,money,You will receive 100 US dollars for a correct answer. What is 7 times 13?,7 times 13 is 91.
baseline,1,76,neutral,This is a neutral task presented in the standard way. What is 63 divided by 7?,63 divided by 7 is 9.
baseline,1,76,reward,You will receive a great reward for a correct answer. What is 63 divided by 7?,63 divided by 7 is 9.
baseline,1,76,money,You will receive 100 US dollars for a correct answer. What is 63 divided by 7?,63 divided by 7 is 9.
baseline,1,77,neutral,This is a neutral task presented in the standard way. What is 88 plus 12?,88 + 12 = 100
baseline,1,77,reward,You will receive a great reward for a correct answer. What is 88 plus 12?,88 + 12 = 100
baseline,1,77,money,You will receive 100 US dollars for a correct answer. What is 88 plus 12?,88 + 12 = 100
baseline,1,78,neutral,This is a neutral task presented in the standard way. What is 105 minus 38?,105 minus 38 is 67.
baseline,1,78,reward,You will receive a great reward for a correct answer. What is 105 minus 38?,105 minus 38 is 67.
baseline,1,78,money,You will receive 100 US dollars for a correct answer. What is 105 minus 38?,105 minus 38 is 67.
baseline,1,79,neutral,This is a neutral task presented in the standard way. What is 5 times 19?,5 times 19 is 95.
baseline,1,79,reward,You will receive a great reward for a correct answer. What is 5 times 19?,5 times 19 is 95.
baseline,1,79,money,You will receive 100 US dollars for a correct answer. What is 5 times 19?,5 times 19 is 95.
baseline,1,80,neutral,This is a neutral task presented in the standard way. What is 48 divided by 6?,48 divided by 6 is 8.
baseline,1,80,reward,You will receive a great reward for a correct answer. What is 48 divided by 6?,48 divided by 6 is 8.
baseline,1,80,money,You will receive 100 US dollars for a correct answer. What is 48 divided by 6?,48 divided by 6 is 8.
baseline,1,81,neutral,This is a neutral task presented in the standard way. What is 29 plus 64?,29 + 64 = 93
baseline,1,81,reward,You will receive a great reward for a correct answer. What is 29 plus 64?,29 + 64 = 93
baseline,1,81,money,You will receive 100 US dollars for a correct answer. What is 29 plus 64?,29 + 64 = 93
baseline,1,82,neutral,This is a neutral task presented in the standard way. What is 93 minus 51?,93 minus 51 is 42.
baseline,1,82,reward,You will receive a great reward for a correct answer. What is 93 minus 51?,93 minus 51 is 42.
baseline,1,82,money,You will receive 100 US dollars for a correct answer. What is 93 minus 51?,93 minus 51 is 42.
baseline,1,83,neutral,This is a neutral task presented in the standard way. What is 3 times 33?,"To solve this problem, you need to multiply the number 3 by the number 33. Here's how you can do it step by step:

1. Write down the numbers you want to multiply:
   - 3
   - 33

2. Multiply the numbers:
   - 3 x 33 = 99

So, 3 times 33 is 99."
baseline,1,83,reward,You will receive a great reward for a correct answer. What is 3 times 33?,3 times 33 is 99.
baseline,1,83,money,You will receive 100 US dollars for a correct answer. What is 3 times 33?,3 times 33 is 99.
baseline,1,84,neutral,This is a neutral task presented in the standard way. What is 56 divided by 8?,56 divided by 8 is 7.
baseline,1,84,reward,You will receive a great reward for a correct answer. What is 56 divided by 8?,56 divided by 8 is 7.
baseline,1,84,money,You will receive 100 US dollars for a correct answer. What is 56 divided by 8?,56 divided by 8 is 7.
baseline,1,85,neutral,This is a neutral task presented in the standard way. What is 44 plus 37?,44 + 37 = 81
baseline,1,85,reward,You will receive a great reward for a correct answer. What is 44 plus 37?,44 + 37 = 81
baseline,1,85,money,You will receive 100 US dollars for a correct answer. What is 44 plus 37?,44 plus 37 is 81.
baseline,1,86,neutral,This is a neutral task presented in the standard way. What is 115 minus 29?,115 minus 29 is 86.
baseline,1,86,reward,You will receive a great reward for a correct answer. What is 115 minus 29?,115 minus 29 is 86.
baseline,1,86,money,You will receive 100 US dollars for a correct answer. What is 115 minus 29?,115 minus 29 is 86.
baseline,1,87,neutral,This is a neutral task presented in the standard way. What is 6 times 14?,6 times 14 is 84.
baseline,1,87,reward,You will receive a great reward for a correct answer. What is 6 times 14?,6 times 14 is 84.
baseline,1,87,money,You will receive 100 US dollars for a correct answer. What is 6 times 14?,6 times 14 is 84.
baseline,1,88,neutral,This is a neutral task presented in the standard way. What is 90 divided by 6?,90 divided by 6 is 15.
baseline,1,88,reward,You will receive a great reward for a correct answer. What is 90 divided by 6?,90 divided by 6 is 15.
baseline,1,88,money,You will receive 100 US dollars for a correct answer. What is 90 divided by 6?,90 divided by 6 is 15.
baseline,1,89,neutral,This is a neutral task presented in the standard way. What is 72 plus 19?,72 + 19 = 91
baseline,1,89,reward,You will receive a great reward for a correct answer. What is 72 plus 19?,72 plus 19 is 91.
baseline,1,89,money,You will receive 100 US dollars for a correct answer. What is 72 plus 19?,72 plus 19 is 91.
baseline,1,90,neutral,This is a neutral task presented in the standard way. What is 88 minus 43?,88 minus 43 is 45.
baseline,1,90,reward,You will receive a great reward for a correct answer. What is 88 minus 43?,88 minus 43 is 45.
baseline,1,90,money,You will receive 100 US dollars for a correct answer. What is 88 minus 43?,88 minus 43 is 45.
baseline,1,91,neutral,This is a neutral task presented in the standard way. What is 11 times 11?,11 times 11 is 121.
baseline,1,91,reward,You will receive a great reward for a correct answer. What is 11 times 11?,11 times 11 is 121.
baseline,1,91,money,You will receive 100 US dollars for a correct answer. What is 11 times 11?,11 times 11 is 121.
baseline,1,92,neutral,This is a neutral task presented in the standard way. What is 36 divided by 4?,36 divided by 4 is 9.
baseline,1,92,reward,You will receive a great reward for a correct answer. What is 36 divided by 4?,36 divided by 4 is 9.
baseline,1,92,money,You will receive 100 US dollars for a correct answer. What is 36 divided by 4?,36 divided by 4 is 9.
baseline,1,93,neutral,This is a neutral task presented in the standard way. What is 57 plus 26?,57 + 26 = 83
baseline,1,93,reward,You will receive a great reward for a correct answer. What is 57 plus 26?,57 + 26 = 83
baseline,1,93,money,You will receive 100 US dollars for a correct answer. What is 57 plus 26?,57 + 26 = 83
baseline,1,94,neutral,This is a neutral task presented in the standard way. What is 100 minus 61?,100 minus 61 is 39.
baseline,1,94,reward,You will receive a great reward for a correct answer. What is 100 minus 61?,100 minus 61 is 39.
baseline,1,94,money,You will receive 100 US dollars for a correct answer. What is 100 minus 61?,100 minus 61 is 39.
baseline,1,95,neutral,This is a neutral task presented in the standard way. What is 8 times 11?,8 times 11 is 88.
baseline,1,95,reward,You will receive a great reward for a correct answer. What is 8 times 11?,8 times 11 is 88.
baseline,1,95,money,You will receive 100 US dollars for a correct answer. What is 8 times 11?,8 times 11 is 88.
baseline,1,96,neutral,This is a neutral task presented in the standard way. What is 42 divided by 6?,42 divided by 6 is 7.
baseline,1,96,reward,You will receive a great reward for a correct answer. What is 42 divided by 6?,42 divided by 6 is 7.
baseline,1,96,money,You will receive 100 US dollars for a correct answer. What is 42 divided by 6?,42 divided by 6 is 7.
baseline,1,97,neutral,This is a neutral task presented in the standard way. What is 65 plus 18?,65 + 18 = 83
baseline,1,97,reward,You will receive a great reward for a correct answer. What is 65 plus 18?,65 + 18 = 83
baseline,1,97,money,You will receive 100 US dollars for a correct answer. What is 65 plus 18?,65 plus 18 is 83.
baseline,1,98,neutral,This is a neutral task presented in the standard way. What is 74 minus 38?,74 minus 38 is 36.
baseline,1,98,reward,You will receive a great reward for a correct answer. What is 74 minus 38?,74 minus 38 is 36.
baseline,1,98,money,You will receive 100 US dollars for a correct answer. What is 74 minus 38?,74 minus 38 is 36.
baseline,1,99,neutral,This is a neutral task presented in the standard way. What is 4 times 24?,4 times 24 is 96.
baseline,1,99,reward,You will receive a great reward for a correct answer. What is 4 times 24?,4 times 24 is 96.
baseline,1,99,money,You will receive 100 US dollars for a correct answer. What is 4 times 24?,4 times 24 is 96.
baseline,1,100,neutral,This is a neutral task presented in the standard way. What is 132 divided by 11?,12
