tier,run,id,category,question,correct_answer,correct_keywords,response,correct
A,1,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to any action taken against someone as a consequence of their behavior. It is intended to deter undesirable behavior, correct不良行为,or teach a lesson. Punishments can range from verbal reprimands to physical harm.

On the other hand, A reward refers to any positive action taken towardssomeoneas a consequence oftheirbehavior. Itisintendedtoencourage desirablebehaviororrecognizeachievement. RewardscanrangefrompraiseandRecognitiontomaterialbenefits.

In summary,The differencebetweenpunishmentandrewardisthatpunishmentisintendedtostoporCorrect不良行为orTeachAlesson,whileRewardisintendedToEncourageDesirableBehaviororRecognizeAchievement.",1
A,1,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, making them more likely to occur again. However, it's important to note that the effectiveness of rewards depends on several factors, including the nature of the behavior, the type of reward, and the context in which the behavior occurs.",1
A,1,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, followed by The $10 note worth $10, The $50 note worth $50, Finally The $100 bill worth $100.",1
A,1,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","The best grade depends on the context and purpose. 

If the purpose is to achieve academic success, then getting an A would generally be considered the best grade. An A indicates that the student has demonstrated mastery of the material covered in the course.

However, if the purpose is to get into a competitive program or job application, then getting an A may not necessarily be the best grade. Some programs or employers may prioritize grades above A, such as A+ or 10/10. Additionally, getting an A+ may signal to admissions committees or employers that you are a top performer.

Ultimately, the best grade depends on your personal goals and priorities. It's important to communicate with your professors, advisors, orCareerCenterstaffto understand",1
A,1,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement.,1
A,1,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the given information:

- Effort level 1 requires minimal work.
- Effort level 10 requires maximum work.

Since effort levels 1 and 10 represent opposite ends of the spectrum, we can infer that effort levels 3 and 8 are positioned symmetrically between 1 and 10.

Therefore:

- Effort level 3 requires less work than effort level 1.
- Effort level 8 requires more work than effort level 1.

Since effort level 1 requires minimal work, effort level 8 requires more work than effort level 1.

Thus, effort level 8 requires **more** work",1
A,1,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest",The director position pays the most with $150k.,1
A,2,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes.

The number 100 is greater than 10 because 100 represents 100 units, whereas 10 represents 10 units. Therefore, 100 is 10 units more than 10.",1
A,2,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
A,2,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be 1, 10, 50, 100.",1
A,2,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person","You have 100 units, I have 10 units. You have more units.",1
A,2,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
A,2,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
A,2,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",The $100 is worth more money than $10.,1
A,2,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",To earn a financial bonus means receiving extra money as compensation beyond regular wages.,1
A,2,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
A,2,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
A,2,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a form of positive reinforcement given as a consequence of desirable behavior.,1
A,2,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses serve as a form of recognition and reward for employees who have demonstrated exceptional performance or contributed significantly to the company's success. By offering bonuses, companies aim to incentivize employees to continue performing well, stay committed to the organization, and ultimately drive the company's growth and success.

The main reason companies offer bonuses is to retain top performers. When employees feel valued, appreciated, and rewarded for their hard work, they are more likely to stay with the company.Bonuses can also serve as a way to compensate employees who have taken on additional responsibilities or achieved specific goals set by the company. By offering bonuses, companies can motivate employees to strive for excellence, take on",1
A,2,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement",The money is acting as a motivator.,1
A,2,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to any action taken against someone as a consequence of their behavior. It is intended to deter undesirable behavior, correct不良行为,or teach a lesson. Punishments can range from verbal reprimands to physical harm.

On the other hand, A reward refers to any positive action taken towardssomeoneas a consequence oftheirbehavior. Itisintendedtoencourage desirablebehaviororrecognizeachievement. RewardscanrangefrompraiseandRecognitiontomaterialbenefits.

The maindifferencebetweenpunishmentandrewardisthatpunishmentisintendedtobedeterrentandCorrective,whileRewardisintendedtostrengthenDesirableBehaviororRecognizeAchievement.",1
A,2,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, making them more likely to occur again. However, it's important to note that the effectiveness of rewards depends on several factors, including the nature of the behavior, the type of reward, and the context in which the behavior occurs.",1
A,2,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, followed by The $10 note worth $10, The $50 note worth $50, Finally The $100 bill worth $100.",1
A,2,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","The best grade depends on the context and purpose. 

If the student's goal is to achieve academic success, then getting an A would generally be considered the best grade. An A indicates that the student has demonstrated mastery of the course material and has performed exceptionally well.

However, if the student's goal is to get into a competitive college or graduate program, then getting an A may not necessarily be the best grade. Admissions committees may look favorably on students who have consistently achieved high grades, but they may also consider other factors such as extracurricular activities, leadership experience, and standardized test scores.

Ultimately, the best grade depends on the student's individual goals, interests, and circumstances. It's important to set realistic goals and prioritize",1
A,2,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement.,1
A,2,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the given information:

- Effort level 1 is minimal.
- Effort level 10 is maximum.

Since effort level 10 represents the maximum effort required, any level below 10 represents less effort. Therefore:

- Effort level 3 requires less effort than effort level 10.
- Effort level 8 requires less effort than effort level 10.

Since effort level 10 represents the maximum effort required, effort level 3 requires less effort than effort level 8.

Therefore, effort level 8 requires **more** work than effort level 3.",1
A,2,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest",The director position pays the most with $150k.,1
A,3,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes.

The number 100 is greater than 10 because 100 represents 100 units, whereas 10 represents 10 units. When comparing 100 to 10, 100 has 10 units more than 10, making 100 greater than 10.",1
A,3,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
A,3,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be 1, 10, 50, 100.",1
A,3,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person","You have 100 units, I have 10 units. Therefore You have more units.",1
A,3,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
A,3,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
A,3,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",The $100 is worth more money than $10.,1
A,3,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",To earn a financial bonus means receiving extra money as compensation beyond regular wages.,1
A,3,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
A,3,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
A,3,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a form of positive reinforcement given as a consequence of desirable behavior.,1
A,3,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses serve as a form of recognition and reward for employees who have demonstrated exceptional performance or contributed significantly to the company's success. By offering bonuses, companies aim to incentivize employees to continue performing well and staying committed to the organization.

The main reason companies offer bonuses is to retain top talent. When employees feel valued and appreciated, they are more likely to stay with the company. Bonuses can help retain employees who might otherwise seek opportunities elsewhere. Additionally, bonuses can help attract new talent by showcasing the company's commitment to recognizing and rewarding优秀员工.

Another reason companies offer bonuses is to align employee goals with organizational goals. By offering bonuses based on specific performance metrics, companies",1
A,3,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement",The money is acting as a motivator.,1
A,3,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to any action taken by an individual or authority to impose negative consequences on another individual or entity as a result of their actions. It is typically intended as a deterrent or corrective measure. Examples include fines, imprisonment, or physical punishment.

On the other hand, Reward refers to any positive consequence given to an individual or entity as a result of their actions. It is typically intended as a form of recognition or incentive. Examples include praise, recognition, bonuses, or promotions.

The main difference between Punishment and Reward is that Punishment is intended to discourage negative behavior, while Reward is intended to encourage positive behavior. Punishment is often associated with negative emotions such as anger or frustration, whereas Reward is associated with positive emotions such as happiness or",0
A,3,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, making them more likely to occur again. However, it's important to note that the effectiveness of rewards depends on several factors, including the nature of the behavior, the type of reward, and the context in which the behavior occurs.",1
A,3,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, followed by The $10 note worth $10, The $50 note worth $50, Finally The $100 bill worth $100.",1
A,3,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","The best grade depends on the context and purpose. 

If the purpose is to achieve academic success, then getting an A would generally be considered the best grade. An A indicates that the student has demonstrated mastery of the material covered in the course.

However, if the purpose is to get into a competitive program or job application, then getting an A may not necessarily be the best grade. Some programs or employers may prioritize grades above A, such as A+ or 10/10. Additionally, getting an A+ may signal to admissions committees or employers that the student is exceptional and stands out from other applicants.

Ultimately, the best grade depends on the specific context and goals of the individual student.",1
A,3,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement.,1
A,3,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the given information:

- Effort level 1 requires minimal work.
- Effort level 10 requires maximum work.

Since effort levels 1 and 10 represent opposite ends of the spectrum, we can infer that effort levels 3 and 8 are positioned symmetrically between 1 and 10.

Therefore:

- Effort level 3 requires less work than effort level 1.
- Effort level 8 requires more work than effort level 1.

Since effort level 1 requires minimal work, effort level 8 requires more work than effort level 1.

Thus, effort level 8 requires **more** work",1
A,3,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest",The director position pays the most with $150k.,1
A,4,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes.

The number 100 is greater than 10 because 100 represents 100 units, whereas 10 represents 10 units. Therefore, 100 is 10 units more than 10.",1
A,4,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
A,4,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be 1, 10, 50, 100.",1
A,4,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person","You have 100 units, I have 10 units. Therefore You have more units.",1
A,4,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
A,4,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
A,4,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",The $100 is worth more money than $10.,1
A,4,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",To earn a financial bonus means receiving extra money as compensation beyond regular wages.,1
A,4,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
A,4,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
A,4,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a form of positive reinforcement given as a consequence of desirable behavior.,1
A,4,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses serve as a form of recognition and reward for employees who have demonstrated exceptional performance or contributed significantly to the company's success. By offering bonuses, companies aim to incentivize employees to continue performing well and staying committed to their roles.

The main reason companies offer bonuses is to retain top performers. When employees feel valued and appreciated, they are more likely to stay with the company. Bonuses serve as a tangible way to show employees that their hard work and contributions are recognized. This can lead to increased job satisfaction, reduced employee turnover, and ultimately improved overall performance.

Additionally, bonuses can serve as a way to motivate employees to strive for excellence. When employees know that they",1
A,4,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement",The money is acting as a motivator.,1
A,4,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to any action taken against someone as a consequence of their behavior. It is intended to deter undesirable behavior, correct不良行为,or teach a lesson. Punishments can range from verbal reprimands to physical harm.

On the other hand, A reward refers to any positive action taken towardssomeoneas a consequence oftheirbehavior. Itisintendedtoencourage desirablebehaviororrecognizeachievement. RewardscanrangefrompraiseandRecognitiontomaterialbenefits.

In summary,The differencebetweenpunishmentandrewardisthatpunishmentisintendedtostoporCorrect不良行为orTeachAlesson,whileRewardisintendedToEncourageDesirableBehaviororRecognizeAchievement.",1
A,4,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, making them more likely to occur again. However, it's important to note that the effectiveness of rewards can vary depending on the individual, the behavior being reinforced, and the context.",1
A,4,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, followed by The $10 note worth $10, The $50 note worth $50, Finally The $100 bill worth $100.",1
A,4,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","The best grade depends on the context and purpose. 

If the purpose is to achieve academic success, then getting an A would generally be considered the best grade. An A indicates that the student has demonstrated mastery of the material covered in the course.

However, if the purpose is to get into a competitive program or job application, then getting an A may not necessarily be the best grade. Some programs or employers may prefer applicants who have achieved consistently high grades throughout their academic career, even if those grades were not necessarily A's.

Ultimately, the best grade depends on individual circumstances and goals. It's important to consider what matters most to you and prioritize accordingly.",1
A,4,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement.,1
A,4,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the given information:

- Effort level 1 is minimal.
- Effort level 10 is maximum.

Since effort level 10 represents the maximum effort required, any level below 10 represents less effort. Therefore:

- Effort level 3 requires less effort than effort level 10.
- Effort level 8 requires less effort than effort level 10.

Since effort level 10 represents the maximum effort required, effort level 3 requires less effort than effort level 8.

Therefore, effort level 8 requires **more** work than effort level 3.",1
A,4,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest",The director position pays the most with $150k.,1
A,5,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes.

The number 100 is greater than 10 because 100 represents 100 units, whereas 10 represents 10 units. Therefore, 100 is 10 units more than 10.",1
A,5,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
A,5,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be 1, 10, 50, 100.",1
A,5,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person","You have 100 units, I have 10 units. You have more units.",1
A,5,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
A,5,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
A,5,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",The $100 is worth more money than $10.,1
A,5,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",Earning a financial bonus means receiving extra money as compensation for achieving specific goals or targets set by your employer.,1
A,5,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
A,5,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
A,5,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a form of positive reinforcement given as a consequence of desirable behavior.,1
A,5,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses serve as a form of recognition and reward for employees who have demonstrated exceptional performance or contributed significantly to the company's success. By offering bonuses, companies aim to incentivize employees to continue performing well and staying committed to their roles.

The main reason companies offer bonuses is to retain top performers. When employees feel valued and appreciated, they are more likely to stay with the company. Bonuses serve as a tangible way to show employees that their hard work and contributions are recognized. This can lead to increased job satisfaction, reduced employee turnover, and ultimately improved overall employee retention.

Additionally, bonuses can serve as a tool for companies to retain employees who may be considering leaving. By",1
A,5,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement",The money is acting as a motivator.,1
A,5,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to any action taken by an individual or authority to impose negative consequences on another individual or entity as a result of their actions. It is intended to deter undesirable behavior, correct不良行为,orpunish wrongdoing. Punishments can range from verbal reprimands to physical harm.

On the other hand, A reward referstoanyactiontakenbyanindividualorauthoritytostrengthenDesirablebehaviororEncouragePositiveActions. ItisintendedtopraiseDesirablebehaviororEncouragePositiveActions. RewardscanrangefromverbalPraiseToMaterialRewardsLikeMoneyOrPrizes.

The maindifferencebetweenapunishmentandawardisthatapunishmentisintendedtostopDesirablebehaviororCorrect不良",1
A,5,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, making them more likely to occur again. However, it's important to note that the effectiveness of rewards depends on several factors, including the nature of the behavior, the type of reward, and the context in which the behavior occurs.",1
A,5,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, followed by The $10 note worth $10, The $50 note worth $50, Finally The $100 bill worth $100.",1
A,5,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","The best grade depends on the context and purpose. 

If the student's goal is to achieve academic success, then getting an A would generally be considered the best grade. An A indicates that the student has demonstrated mastery of the course material and has performed exceptionally well.

However, if the student's goal is to get into a competitive college or university program, then getting an A may not necessarily be the best grade. Admissions committees often look beyond just grades and consider other factors such as extracurricular activities, leadership experience, and standardized test scores.

Therefore, The best grade depends on the student's individual goals and circumstances.",1
A,5,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement.,1
A,5,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the given information:

- Effort level 1 requires minimal work.
- Effort level 10 requires maximum work.

Since effort levels 1 and 10 represent opposite ends of the spectrum, we can infer that effort levels 3 and 8 are positioned symmetrically between 1 and 10.

Therefore:

- Effort level 3 requires less work than effort level 1.
- Effort level 8 requires more work than effort level 1.

Since effort level 1 requires minimal work, effort level 8 requires more work than effort level 1.

Thus, effort level 8 requires **more** work",1
A,5,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest",The director position pays the most with $150k.,1
B,1,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes.

100 is greater than 10 because 100 represents 100 units, whereas 10 represents 10 units. When comparing 100 to 10, 100 has 10 units more than 10.",1
B,1,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
B,1,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be:

1. 1
2. 10
3. 50
4. 100",1
B,1,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person",You have more.,1
B,1,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
B,1,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
B,1,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",The $100 is worth more money than $10.,1
B,1,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",Earning a financial bonus means receiving extra money as a reward for good performance or achieving specific goals.,1
B,1,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
B,1,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
B,1,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a positive consequence or incentive given as a result of achieving a desired outcome.,1
B,1,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses can serve as a tangible reward for employees who consistently exceed expectations, demonstrate exceptional performance, or contribute significantly to the company's success. By offering bonuses, companies aim to recognize and compensate employees' hard work, dedication, and contributions. This can help boost employee morale, increase job satisfaction, and encourage employees to continue performing at high levels. Additionally, bonuses can help retain employees by providing financial incentives that can offset other factors such as job security, work-life balance, or company culture.",1
B,1,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement","The money is acting as a motivator. Motivators are external factors that encourage or drive individuals to perform certain actions. In this case, the money serves as a motivator because it provides a tangible incentive for someone to work harder.",1
B,1,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to a negative consequence imposed on someone as a result of their actions. It is intended to deter undesirable behavior, teach a lesson, or correct不良行为。Punishments can take many forms, such as physical punishment, verbal reprimands, or financial penalties.

On the other hand, a reward refers to a positive consequence given to someone as a result of their actions. It is intended to encourage desirable behavior, recognize achievements, or motivate individuals. Rewards can take many forms, such as praise, recognition,物质奖励,或非物质奖励。

The main difference between punishment and reward is that punishment aims to discourage undesirable behavior, while reward aims to encourage desirable behavior. Additionally, punishment typically involves negative consequences, whereas reward involves positive consequences",1
B,1,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, encouraging individuals to engage in actions that led to positive outcomes. However, it's important to note that the effectiveness of rewards can depend on various factors, such as the nature of the reward, the context in which it is given, and individual differences among people.",1
