ID,Full_Prompt,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Points_2,Points_3,Points_4
34,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which correctly shows the title of an article? (0) ""Tips for Getting In"" (1) Tips for Getting In (10 points)
As Dalton sat down on the rickety old chair, it abruptly collapsed beneath him. (0) simple (1) compound (2) compound-complex (3) complex (100 points)
2. Which of the following could Cody's test show? (0) if the sample fabric would absorb one drop of water in less than one second (1) how much athletes would sweat in the fabric (2) how long it would take the sample fabric to dry after it absorbed one drop of water (50 points)
3. Which type of sentence is this?
tired - trestle (0) no (1) yes (1 points)
4. Would you find the word ten on a dictionary page with the following guide words?

What is your choice and its answer?","""Tips for Getting In""",how long it would take the sample fabric to dry after it absorbed one drop of water,complex,no,10,1,50
35,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which is this organism's common name? (0) Cassiopea andromeda (1) upside-down jellyfish (50 points)
The Somerville Grill offers a delicious vegetarian sausage entr̩e served with mashed sweet potatoes and arugula salad. (0) oxymoron (1) hyperbole (100 points)
2. Which of these states is farthest south? (0) Nebraska (1) Michigan (2) Vermont (3) Maine (1 points)
3. Which figure of speech is used in this text?
4. What is the volume of an eyedropper? (0) 9 milliliters (1) 9 liters (10 points)

What is your choice and its answer?",upside-down jellyfish,Nebraska,oxymoron,9 milliliters,50,1,10
36,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the mass of a cement truck? (0) 21 tons (1) 21 ounces (2) 21 pounds (10 points)
While waiting for her search results, Barbara exclaimed, ""My Internet connection is as speedy as a snail!"" (0) Barbara was patiently waiting for an Internet connection. (1) The Internet connection was very slow. (100 points)
2. What is the name of the colony shown? (0) Maryland (1) Virginia (2) Washington, D.C. (3) Illinois (50 points)
3. Each bus takes the same amount of time to stop. Which school bus needs a larger force to come to a stop? (0) a school bus carrying 600 pounds (1) a school bus carrying 750 pounds (1 points)
4. What does the verbal irony in this text suggest?

What is your choice and its answer?",21 tons,Maryland,a school bus carrying 750 pounds,The Internet connection was very slow.,10,50,1
37,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. As Ivan pulls on the umbrella, what is the direction of the opposing force? (0) away from Ivan (1) toward Ivan (1 points)
Sherwood, Chris. ""How Do Teenagers Build Credit?"" eHow. Demand Media, n.d. Web. 24 Feb. 2015. (0) It was published on February 24, 2015. (1) It doesn't have a date of publication. (2) eHow is the publisher. (100 points)
2. What does this Works Cited entry indicate about the cited work?
3. Which is a compound sentence? (0) Mr. Duran peeled the tangerine and divided it into sections. (1) Pam and her brother rummaged through the boxes in the attic, but they couldn't find their father's childhood baseball glove. (10 points)
4. Identify the question that Victoria and Nick's experiment can best answer. (0) Does Victoria's snowboard slide down a hill in less time when it has a layer of wax or when it does not have a layer of wax? (1) Does Victoria's snowboard slide down a hill in less time when it has a thin layer of wax or a thick layer of wax? (50 points)

What is your choice and its answer?",away from Ivan,It doesn't have a date of publication.,"Pam and her brother rummaged through the boxes in the attic, but they couldn't find their father's childhood baseball glove.",Does Victoria's snowboard slide down a hill in less time when it has a layer of wax or when it does not have a layer of wax?,1,10,50
38,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Is this a run-on sentence?
Overcome with joy, Mrs. Fischer told her husband the exciting news about her promotion. (0) yes (1) no (100 points)
2. Answer the riddle.
3. Which country is highlighted? (0) Vanuatu (1) Nauru (2) Kiribati (3) the Marshall Islands (50 points)
I am small.
I have six legs.
I may be red or black.
What am I? (0) a fish (1) an ant (1 points)
4. Select the organism in the same genus as the agile wallaby. (0) Macropus rufus (1) Ovis aries (2) Castor fiber (10 points)

What is your choice and its answer?",no,an ant,Nauru,Macropus rufus,50,1,10
39,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the mass of a full box of cereal? (0) 480 grams (1) 480 kilograms (10 points)
2. Which text uses the word literally in its traditional sense? (0) Desmond's new kitten—barely three weeks old—was literally the size of a softball; it could just about fit in the palm of his hand. (1) Desmond's new kitten—barely three weeks old—was literally just a ball of fluff in the palm of his hand. (100 points)
3. Select the organism in the same genus as the crystal jellyfish. (0) Goura victoria (1) Larus occidentalis (2) Aequorea victoria (50 points)
4. Which object has less thermal energy? (0) a 200-gram mug of cider at a temperature of 85°F (1) a 200-gram mug of cider at a temperature of 115°F (1 points)

What is your choice and its answer?",480 grams,Desmond's new kitten—barely three weeks old—was literally the size of a softball; it could just about fit in the palm of his hand.,Aequorea victoria,a 200-gram mug of cider at a temperature of 85°F,10,1,50
40,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which is this organism's common name? (0) water buffalo (1) Bubalus bubalis (50 points)
When you smile
The whole world stops and stares for a while
—Bruno Mars, ""Just the Way You Are"" (0) This person has an attention-getting smile. (1) People always stare at this person's smile. (100 points)
2. Which is harder? (0) toothpaste (1) wood chair (1 points)
3. What is the capital of Connecticut? (0) Trenton (1) New Haven (2) Hartford (3) New Orleans (10 points)
4. What does the hyperbole in this text suggest?

What is your choice and its answer?",water buffalo,wood chair,Hartford,This person has an attention-getting smile.,1,10,50
41,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which animal is also adapted to be camouflaged in the snow? (0) Arctic hare (1) lion (10 points)
Every major league baseball player hits with a wooden bat. So, to improve my hitting, I've switched from an aluminum bat to a wooden one. (0) straw man: a misrepresentation of an opponent's position that makes it easier to argue against (1) false causation: the assumption that because two things happened together, one caused the other (2) circular reasoning: an argument that supports a claim with the claim itself (100 points)
2. Which is the main persuasive appeal used in this ad? (0) ethos (character) (1) logos (reason) (2) pathos (emotion) (50 points)
3. Which logical fallacy is used in the text?
4. What is the capital of Arizona? (0) Springfield (1) Phoenix (2) Tucson (3) Portland (1 points)

What is your choice and its answer?",Arctic hare,logos (reason),"false causation: the assumption that because two things happened together, one caused the other",Phoenix,50,1,10
42,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which tense does the sentence use?
If I could invent something, I would create a really nice bicycle. My bike would have a good seat and great tires so that I could ride it anywhere. It would also have a bell and special pockets for carrying things. A special top would be wonderful, so I could ride it in the rain but also enjoy the sun. I would choose a fun color to reflect my personality. Inventing a new bike would be cool. (0) by reducing repetitive language (1) by using more specific language (100 points)
2. Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature? (0) sample A (1) neither; the samples have the same temperature (2) sample B (50 points)
3. Read the following excerpt from a student essay. How can the writer best improve his or her word choice?
For Thanksgiving, Mom will cook a turkey. (0) past tense (1) present tense (2) future tense (10 points)
4. Which is a run-on sentence? (0) The event was exciting it had music, a show and food. (1) Tina will ride her bike this weekend. (1 points)

What is your choice and its answer?",future tense,sample A,by using more specific language,"The event was exciting it had music, a show and food.",50,10,1
43,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What information supports the conclusion that Reba inherited this trait? (0) Reba's parents have red hair. They passed down this trait to Reba. (1) Reba and her mother both wear their hair in braids. (10 points)
2. Which is a sentence fragment? (0) Swims happily in the beautiful coral reef. (1) The car needed gas, Dad went to the gas station. (1 points)
3. In this food web, which organism contains matter that eventually moves to the bolete fungus? (0) persimmon tree (1) parasol fungus (2) black bear (50 points)
4. Which letter to the editor is more formal? (0) We shouldn't put up with the mayor's nonsense for one more second. (1) We should not tolerate the mayor's reckless behavior. (100 points)

What is your choice and its answer?",Reba's parents have red hair. They passed down this trait to Reba.,Swims happily in the beautiful coral reef.,persimmon tree,We should not tolerate the mayor's reckless behavior.,1,50,10
44,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. As Sparky pulls on the leash, what is the direction of the opposing force? (0) backward (1) forward (1 points)
2. Which of the following contains a vague pronoun reference? (0) Mrs. Levin was overjoyed when she saw her granddaughter for the first time in two years. (1) When Mrs. Levin saw her granddaughter for the first time in two years, she was overjoyed. (100 points)
The Eighth Amendment places limits on how the government can () people. (0) help (1) punish (2) educate (3) tax (10 points)
3. What is the expected ratio of offspring that have coat graying to offspring that do not have coat graying? Choose the most likely ratio. (0) 3:1 (1) 0:4 (2) 2:2 (3) 4:0 (4) 1:3 (50 points)
4. Complete the sentence.

What is your choice and its answer?",backward,"When Mrs. Levin saw her granddaughter for the first time in two years, she was overjoyed.",4:0,punish,10,50,1
45,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Is a robot a solid, a liquid, or a gas? (0) a liquid (1) a gas (2) a solid (1 points)
2. Which text message is more formal? (0) Ms. Baxter is already here. She's waiting in the lobby. (1) Heads up! Baxter is here. In the lobby. (100 points)
3. Complete the sentence.
4. What information supports the conclusion that Judith inherited this trait? (0) Judith's parents have dark skin. They passed down this trait to Judith. (1) Judith and her father both have dark hair. (10 points)
In this chemical reaction, charcoal is a (). (0) reactant (1) product (50 points)

What is your choice and its answer?",a solid,Ms. Baxter is already here. She's waiting in the lobby.,reactant,Judith's parents have dark skin. They passed down this trait to Judith.,1,10,50
46,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Using only these supplies, which question can Rosanne investigate with an experiment? (0) When placed in the sun, will eight ounces of water in a glass jar or eight ounces of water in a plastic cup get warmer? (1) When placed in the sun, will eight ounces of water in a closed jar or eight ounces of water in an open jar get warmer? (2) Will eight ounces of carbonated water or eight ounces of tap water get warmer when placed in a jar in the sun? (10 points)
2. Which press release is more formal? (0) On November 19, the Newton Amphitheater will host area musicians vying for top honors in the fourth annual Jam-a-thon. (1) On Nov. 19, musicians from all over town will battle it out in the fourth annual Jam-a-thon, happening at the amphitheater. (100 points)
3. What do these two changes have in common?
4. Which place usually has fewer cars? (0) a rural area (1) an urban area (1 points)
a piece of avocado turning brown
a piece of pizza rotting in a trashcan (0) Both are only physical changes. (1) Both are chemical changes. (2) Both are caused by heating. (3) Both are caused by cooling. (50 points)

What is your choice and its answer?","When placed in the sun, will eight ounces of water in a closed jar or eight ounces of water in an open jar get warmer?","On November 19, the Newton Amphitheater will host area musicians vying for top honors in the fourth annual Jam-a-thon.",Both are chemical changes.,a rural area,1,10,50
47,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What can Natalie and Mitch trade to each get what they want? (0) Mitch can trade his almonds for Natalie's tomatoes. (1) Mitch can trade his broccoli for Natalie's oranges. (2) Natalie can trade her tomatoes for Mitch's broccoli. (3) Natalie can trade her tomatoes for Mitch's carrots. (50 points)
2. Look at the word. Does it have a closed syllable or an open syllable?
drip (0) closed (1) open (1 points)
3. Which country is highlighted? (0) Palau (1) Fiji (2) Tonga (3) Samoa (10 points)
4. Which of the following contains a vague pronoun reference? (0) Bella had witnessed a crime, so she made a call to report it. They promptly dispatched police to investigate the scene. (1) Bella had witnessed a crime, so she made a call to report it. The operator promptly dispatched police to investigate the scene. (100 points)

What is your choice and its answer?",Natalie can trade her tomatoes for Mitch's broccoli.,closed,Samoa,"Bella had witnessed a crime, so she made a call to report it. They promptly dispatched police to investigate the scene.",1,10,50
48,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Is the following trait inherited or acquired?
With the gutters clogged and water rising in the streets, Pam, who was watching the storm from her window, commented, ""We're going to need an ark to get out of here."" (0) Pam wants to protect her possessions. (1) Pam thinks the storm will cause major flooding. (100 points)
2. Which is a compound sentence? (0) The camera isn't working, so the battery must be dead. (1) The artist prepared a canvas for a new oil painting. (10 points)
Fred plays baseball. (0) inherited (1) acquired (1 points)
3. What does the allusion in this text suggest?
4. Which of the following is a characteristic of tropical coral reefs? (0) They are used by many different organisms. (1) They are usually found in the deep ocean. (2) They have many large rocks called corals. (50 points)

What is your choice and its answer?",acquired,"The camera isn't working, so the battery must be dead.",Pam thinks the storm will cause major flooding.,They are used by many different organisms.,1,10,50
49,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which kind of place has more open space? (0) a suburban area (1) a rural area (1 points)
2. Which rhetorical appeal is primarily used in this ad? (0) ethos (character) (1) pathos (emotion) (2) logos (reason) (100 points)
3. Does this passage describe the weather or the climate? (0) weather (1) climate (10 points)
4. Which country is highlighted? (0) Australia (1) New Zealand (2) Solomon Islands (3) Papua New Guinea (50 points)

What is your choice and its answer?",a rural area,pathos (emotion),weather,Australia,10,50,1
50,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Think about the magnetic force between the magnets in each pair. Which of the following statements is true? (0) The strength of the magnetic force is the same in both pairs. (1) The magnetic force is stronger in Pair 1. (2) The magnetic force is stronger in Pair 2. (1 points)
He looked about as inconspicuous as a tarantula on a slice of angel food cake.
—Raymond Chandler, Farewell, My Lovely (0) He was well hidden. (1) He stood out. (100 points)
2. Which statement describes the Great Victoria Desert ecosystem? (0) It has dry, thin soil. (1) It has only a few types of organisms. (10 points)
3. Which of the following best describes an ecosystem in the Everglades wetlands? (0) the red mangroves, the American crocodiles, and brackish water (1) a forest of white mangrove trees (2) the black mangroves, the white mangroves, and the American alligators (50 points)
4. What does the verbal irony in this text suggest?

What is your choice and its answer?",The magnetic force is stronger in Pair 1.,"It has dry, thin soil.","the red mangroves, the American crocodiles, and brackish water",He stood out.,1,10,50
51,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Is soapstone a mineral or a rock? (0) rock (1) mineral (50 points)
2. Which better describes the Shenandoah National Park ecosystem? (0) It has warm, wet summers. It also has only a few types of trees. (1) It has cold, wet winters. It also has soil that is poor in nutrients. (1 points)
3. What does the Third Amendment say about soliders? (0) No soldiers are allowed in the United States during peacetime. (1) The government can't force people to keep soldiers in their homes during peacetime. (2) All men need to sign up as soldiers if the United States goes to war. (3) Soldiers are the only Americans who don't have to pay taxes. (10 points)
4. Which of the following contains a vague pronoun reference? (0) Peter's brother John wondered whether he ran fast enough to qualify for the Boston Marathon. (1) Peter's brother John wondered whether Peter ran fast enough to qualify for the Boston Marathon. (100 points)

What is your choice and its answer?",rock,"It has warm, wet summers. It also has only a few types of trees.",The government can't force people to keep soldiers in their homes during peacetime.,Peter's brother John wondered whether he ran fast enough to qualify for the Boston Marathon.,1,10,50
52,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Think about the magnetic force between the magnets in each pair. Which of the following statements is true? (0) The magnitude of the magnetic force is smaller in Pair 1. (1) The magnitude of the magnetic force is smaller in Pair 2. (2) The magnitude of the magnetic force is the same in both pairs. (10 points)
And if you can't be with the one you love, honey,
Love the one you're with
—Stephen Stills, ""Love the One You're With"" (0) chiasmus (1) anaphora (100 points)
2. What is the capital of Wyoming? (0) Augusta (1) Cheyenne (2) Montgomery (3) Columbia (1 points)
3. Which continent is highlighted? (0) Africa (1) Asia (2) South America (3) Europe (50 points)
4. Which figure of speech is used in this text?

What is your choice and its answer?",The magnitude of the magnetic force is smaller in Pair 2.,Cheyenne,Europe,chiasmus,10,50,1
53,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the source of the allusion in the sentence below?
Before Mona had even met her future husband in person, she knew about his reputation as a Romeo. (0) literature (1) Roman mythology (100 points)
2. Which is harder? (0) ceramic plate (1) paper bag (1 points)
The wind () dispersed the leaves that Erik had spent so long raking. (0) lightly (1) carelessly (50 points)
3. Which ocean is highlighted? (0) the Atlantic Ocean (1) the Arctic Ocean (2) the Southern Ocean (3) the Indian Ocean (10 points)
4. Complete the sentence so that it uses personification.

What is your choice and its answer?",literature,ceramic plate,the Southern Ocean,carelessly,50,10,1
54,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What kind of sentence is this?
Please hold your applause until all performers have concluded their acts. (0) interrogative (1) imperative (2) exclamatory (100 points)
2. Would you find the word album on a dictionary page with the following guide words?
3. Which logical fallacy is used in the text?
ache - anxiety (0) yes (1) no (50 points)
4. Is a marble a solid or a liquid? (0) a solid (1) a liquid (1 points)
I'm never setting foot in any seafood restaurant again. We just had a ridiculously overpriced dinner at Troy's Seafood Hut, and I have no interest in repeating that experience. (0) hasty generalization: a very broad claim based on very little evidence (1) bandwagon fallacy: the assumption that the popular choice is automatically correct (10 points)

What is your choice and its answer?",imperative,yes,hasty generalization: a very broad claim based on very little evidence,a solid,1,50,10
55,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which animal is also adapted for flight? (0) Arctic tern (1) nilgai (1 points)
In the 1970s, Asian carp were imported to clean ponds on aquaculture farms in the South; they are believed to have escaped and spread, negatively affecting fish populations as far north as the Great Lakes. (0) yes (1) no (100 points)
2. Is this a run-on sentence?
3. Will these magnets attract or repel each other? (0) repel (1) attract (10 points)
4. Identify the question that Jen's experiment can best answer. (0) Does fabric turn darker when soaked in a mixture of black dye and water for 15 minutes compared to 30 minutes? (1) Does linen fabric turn darker than cotton fabric when soaked in a mixture of black dye and water? (50 points)

What is your choice and its answer?",Arctic tern,no,attract,Does linen fabric turn darker than cotton fabric when soaked in a mixture of black dye and water?,50,10,1
56,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which text message is more formal? (0) Ms. Ellis is already here. She's waiting in the lobby. (1) Heads up! Ellis is here. In the lobby. (100 points)
2. According to Newton's third law, what other force must be happening? (0) The wheelchair is pushing on Quincy. (1) The wheelchair is pulling on Quincy. (10 points)
an iceberg melting slowly
carving a piece of wood (0) Both are caused by cooling. (1) Both are chemical changes. (2) Both are caused by heating. (3) Both are only physical changes. (50 points)
3. What do these two changes have in common?
4. What is the capital of Oregon? (0) Denver (1) Portland (2) Omaha (3) Salem (1 points)

What is your choice and its answer?",Ms. Ellis is already here. She's waiting in the lobby.,The wheelchair is pushing on Quincy.,Both are only physical changes.,Salem,50,1,10
57,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which rhetorical appeal is primarily used in this ad? (0) ethos (character) (1) pathos (emotion) (2) logos (reason) (100 points)
2. Last year, there were seven men's clothing stores on Main Street in Fairfax. This year, there are only three. What probably happened to the overall supply of men's shirts in Fairfax? (0) The supply probably went down. (1) The supply probably went up. (1 points)
3. What information supports the conclusion that Scarlett acquired this trait? (0) Scarlett's scar was caused by an accident. She cut her arm when she fell off her bicycle. (1) Scarlett's sister has a bruise from falling on her elbow. (2) Scarlett's scar is on her right elbow. Her father also has a scar on his right elbow. (50 points)
4. What can Chloe and Eddie trade to each get what they want? (0) Chloe can trade her tomatoes for Eddie's sandwich. (1) Chloe can trade her tomatoes for Eddie's broccoli. (2) Eddie can trade his almonds for Chloe's tomatoes. (3) Eddie can trade his broccoli for Chloe's oranges. (10 points)

What is your choice and its answer?",pathos (emotion),The supply probably went down.,Scarlett's scar was caused by an accident. She cut her arm when she fell off her bicycle.,Chloe can trade her tomatoes for Eddie's broccoli.,1,50,10
58,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature? (0) sample B (1) sample A (2) neither; the samples have the same temperature (10 points)
Blake, William. The Complete Poetry and Prose of William Blake. Ed. David V. Erdman. New York: Anchor, 1988. Print. (0) It is a book. (1) It is a short story. (2) It is a poem. (100 points)
2. Compare the motion of three ducks. Which duck was moving at the highest speed? (0) a duck that moved 370miles south in 10hours (1) a duck that moved 650miles east in 10hours (2) a duck that moved 600miles east in 10hours (1 points)
3. Which specific humidity level was measured within the outlined area shown? (0) 13 grams of water vapor per kilogram of air (1) 9 grams of water vapor per kilogram of air (2) 19 grams of water vapor per kilogram of air (50 points)
4. What does this Works Cited entry indicate about the cited work?

What is your choice and its answer?",sample B,a duck that moved 650miles east in 10hours,19 grams of water vapor per kilogram of air,It is a book.,10,1,50
59,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Select the mammal below. (0) African bullfrog (1) rabbit (1 points)
Lucy was known among her coworkers for her spartan ways. (0) the Bible (1) Greek history (100 points)
2. What information supports the conclusion that Leslie acquired this trait? (0) Leslie learned to speak two languages in school. (1) Leslie's mother speaks one language. (10 points)
3. Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature? (0) sample A (1) sample B (2) neither; the samples have the same temperature (50 points)
4. What is the source of the allusion in the sentence below?

What is your choice and its answer?",rabbit,Leslie learned to speak two languages in school.,sample B,Greek history,50,1,10
60,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What do these two changes have in common?
Clare gazed at the ancient pug that seemed to sleep all day and noted, ""You're an energetic puppy!"" (0) pun (1) verbal irony (100 points)
2. Which figure of speech is used in this text?
3. What is the temperature of a bowl of ice cream? (0) 40°C (1) 40°F (50 points)
4. What is the capital of Mississippi? (0) Burlington (1) Austin (2) Albuquerque (3) Jackson (10 points)
peeling a banana
tying a shoelace (0) Both are only physical changes. (1) Both are caused by cooling. (2) Both are caused by heating. (3) Both are chemical changes. (1 points)

What is your choice and its answer?",Both are only physical changes.,verbal irony,40°F,Jackson,10,50,1
61,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which i in row B? (0) the pond (1) the gas station (2) the grocery store (3) the school (1 points)
At the Morbid Anatomy Museum in Brooklyn, students can take taxidermy workshops in which they learn how to skin and stuff dead mice. (0) no (1) yes (100 points)
2. Which is this organism's common name? (0) nurse shark (1) Ginglymostoma cirratum (50 points)
3. Is chert a mineral? (0) no (1) yes (10 points)
4. Is this a run-on sentence?

What is your choice and its answer?",the pond,nurse shark,no,no,1,50,10
62,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What can Daniel and Quincy trade to each get what they want? (0) Quincy can trade his almonds for Daniel's tomatoes. (1) Quincy can trade his broccoli for Daniel's oranges. (2) Daniel can trade his tomatoes for Quincy's carrots. (3) Daniel can trade his tomatoes for Quincy's broccoli. (50 points)
2. Is the following trait inherited or acquired?
3. Which text message is more formal? (0) Ms. Randolph is already here. She's waiting in the lobby. (1) Heads up! Randolph is here. In the lobby. (100 points)
Finn has naturally blond hair. (0) inherited (1) acquired (1 points)
4. Which better describes the Great Basin Desert ecosystem? (0) It has heavy snow. It also has soil that is frozen year-round. (1) It has dry, thin soil. It also has long, cold winters. (10 points)

What is your choice and its answer?",Daniel can trade his tomatoes for Quincy's broccoli.,inherited,Ms. Randolph is already here. She's waiting in the lobby.,"It has dry, thin soil. It also has long, cold winters.",10,1,50
63,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which of these states is farthest east? (0) Kansas (1) Connecticut (2) Wyoming (3) Delaware (10 points)
2. What is the temperature of a hot cup of tea? (0) 60°F (1) 60°C (50 points)
3. Which text uses the word nauseous in its traditional sense? (0) Everyone seemed to enjoy the magnolia-scented candle, but Luke found the smell rather nauseous. (1) Everyone seemed to enjoy the magnolia-scented candle, but it made Luke feel rather nauseous. (100 points)
4. Is a coin a solid, a liquid, or a gas? (0) a gas (1) a solid (2) a liquid (1 points)

What is your choice and its answer?",Connecticut,60°C,"Everyone seemed to enjoy the magnolia-scented candle, but Luke found the smell rather nauseous.",a solid,10,1,50
64,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
When Carly first joined the track team, she was afraid of jumping, but she got over that hurdle. (0) verbal irony (1) pun (100 points)
2. Using only these supplies, which question can Zoe investigate with an experiment? (0) Does a rubber inner tube sled go faster down a small hill or down a big hill? (1) Does a plastic sled or a wooden sled go down a hill faster? (2) Does a rubber inner tube sled or a plastic sled go faster down a hill? (50 points)
3. What is the capital of South Carolina? (0) Charleston (1) Columbia (2) Lansing (3) Los Angeles (1 points)
4. What is the capital of Georgia? (0) Athens (1) Atlanta (2) Savannah (3) Frankfort (10 points)

What is your choice and its answer?",pun,Does a rubber inner tube sled or a plastic sled go faster down a hill?,Columbia,Atlanta,50,10,1
65,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What information supports the conclusion that Julian inherited this trait? (0) Julian has freckles on his nose and shoulders. (1) Julian's biological parents have freckles on their noses just as Julian does. (2) Julian and his biological mother have pale skin. (50 points)
Gwen told her friends that Mark was a typical Peter Pan type. (0) a song (1) literature (100 points)
2. What is the source of the allusion in the sentence below?
3. Which property do these four objects have in common? (0) shiny (1) rough (2) flexible (10 points)
4. Which material is this tablecloth made of? (0) ceramic (1) linen (1 points)

What is your choice and its answer?",Julian's biological parents have freckles on their noses just as Julian does.,literature,shiny,linen,1,10,50
66,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. How long is an adult alligator? (0) 12 inches (1) 12 yards (2) 12 miles (3) 12 feet (50 points)
Jackson is big-boned, so despite being in middle school, he often shops in the men's department. (0) Jackson is overweight. (1) Jackson is tall for his age. (100 points)
2. What can Belle and Kate trade to each get what they want? (0) Belle can trade her tomatoes for Kate's sandwich. (1) Kate can trade her almonds for Belle's tomatoes. (2) Belle can trade her tomatoes for Kate's broccoli. (3) Kate can trade her broccoli for Belle's oranges. (10 points)
3. What does the euphemism in this text suggest?
4. What is the capital of Maryland? (0) Augusta (1) Harrisburg (2) Annapolis (3) Newport (1 points)

What is your choice and its answer?",12 feet,Belle can trade her tomatoes for Kate's broccoli.,Jackson is overweight.,Annapolis,10,50,1
67,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Select the amphibian below. (0) sugar glider (1) tiger salamander (2) loon (3) sea otter (10 points)
Joseph is a real Benedict Arnold. After promising to work on my campaign for class president, he decided to support my opponent. (0) simile (1) allusion (100 points)
2. Does this passage describe the weather or the climate?
3. Which figure of speech is used in this text?
Donald noticed that the sky was filled with cumulus clouds every day last week. (0) climate (1) weather (1 points)
4. How long is a seesaw? (0) 4 yards (1) 4 feet (2) 4 miles (3) 4 inches (50 points)

What is your choice and its answer?",tiger salamander,weather,allusion,4 yards,10,1,50
