ID,Full_Prompt
41,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
The salesperson tried hard to convince Sanjay that the jacket was a good buy; after all, it was made of genuine imitation leather. (0) oxymoron (1) hyperbole (100 points)
2. Which material is this rocking chair made of? (0) wood (1) silk (1 points)
3. What is the probability that a cockatiel produced by this cross will have bright orange cheeks? (0) 2/4 (1) 4/4 (2) 0/4 (3) 1/4 (4) 3/4 (50 points)
4. Suppose Beth decides to go on the drop tower. Which result would be a cost? (0) Beth will save some ride tickets. She needs fewer tickets to go on the drop tower than on the screaming swing. (1) Beth will give up the chance to go on the screaming swing. She would have had more fun on that ride. (10 points)

What is your choice and its answer?"
42,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does the euphemism in this text suggest?
Mr. Dudley is enjoying his golden years in a luxurious beachside community just down the street from his grandchildren. (0) Mr. Dudley is old. (1) Mr. Dudley lives near his family. (100 points)
2. Which organizational structure does this text primarily use? (0) cause-effect (1) compare-contrast (50 points)
3. Which property matches this object? (0) stretchy (1) blue (1 points)
4. Is Nerium oleander made up of one cell? (0) no (1) yes (10 points)

What is your choice and its answer?"
43,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does the metaphor in this text suggest?
When Zeke lost his job, he was devastated. The only light in the sea of darkness was the prospect of pursuing a new career. (0) Zeke felt in the dark about what to do after losing his job. (1) There was a benefit to Zeke's job loss. (100 points)
2. Using only these supplies, which question can Gabby investigate with an experiment? (0) Does milk chocolate melt faster when heated in a microwave or on a stove? (1) Does dark chocolate or white chocolate melt faster when heated on the stove? (2) Does milk chocolate or dark chocolate melt faster when heated on the stove? (50 points)
3. Would you find the word buck on a dictionary page with the following guide words?
being - blind (0) no (1) yes (10 points)
4. Select the bird below. (0) flamingo (1) cane toad (1 points)

What is your choice and its answer?"
44,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which text uses the word unique in its traditional sense? (0) Each vase and bowl in Kiera's collection of handmade pottery is unique. The colors and designs reflect both her cultural heritage and her individual artistic style. (1) Kiera's collection of handmade pottery was featured in last week's edition of the Springtown Journal, which identified her as ""one of the most unique young artists to debut this year."" (100 points)
2. What is the capital of Washington? (0) Olympia (1) Burlington (2) Seattle (3) Spokane (10 points)
3. Which word does not rhyme? (0) sock (1) truck (2) rock (1 points)
4. During this time, thermal energy was transferred from () to (). (0) the surroundings . . . each battery (1) each battery . . . the surroundings (50 points)

What is your choice and its answer?"
45,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does the simile in this text suggest?
Nora rubbed coconut oil on her hands, which were like the parched earth during a drought. (0) Nora's hands were dry and cracked. (1) Nora was baking something. (100 points)
2. What is the capital of California? (0) Sacramento (1) Boise (2) Honolulu (3) San Francisco (10 points)
3. Which body part lets you think? (0) brain (1) muscles (2) heart (1 points)
4. Is slate a mineral? (0) no (1) yes (50 points)

What is your choice and its answer?"
46,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the source of the allusion in the sentence below?
An auction house representative described Bob Dylan's handwritten lyrics, worth over a million dollars, as ""the holy grail of lyrics."" (0) history (1) a poem (100 points)
2. Which of the following best describes an ecosystem on a prairie in Nebraska? (0) the sand dunes, the prairie sandreed, and the greater prairie chickens (1) the red foxes (2) the seeds, the leaves, and the insects (50 points)
3. Which animal is also adapted to use its neck to appear large and scary to a predator? (0) lace monitor (1) spectacled cobra (10 points)
4. In which place are cows, horses, and other livestock more common? (0) a rural area (1) a suburban area (1 points)

What is your choice and its answer?"
47,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which of the following contains a vague pronoun reference? (0) ""This morning, the newspaper said that Lucy Morton won the mayoral election in Allenville,"" Josh remarked to his sister. (1) ""This morning, it said that Lucy Morton won the mayoral election in Allenville,"" Josh remarked to his sister. (100 points)
2. Would you find the word wealthy on a dictionary page with the following guide words?
wand - what (0) yes (1) no (10 points)
3. Select the fish below. (0) barn owl (1) clownfish (1 points)
4. Based on the map, which of the following areas did the Mongol Empire control? (0) East Asia (1) Southeast Asia (2) South Asia (50 points)

What is your choice and its answer?"
48,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
The Olsen family is going to spend two weeks in Ocean City, but for Ivan it will be a working vacation, since he'll be checking in with the office every day. (0) oxymoron (1) hyperbole (100 points)
2. Which wax candle has more thermal energy? (0) the hotter wax candle (1) the colder wax candle (50 points)
3. How do jumping spiders catch their food? (0) They catch bugs in a web. (1) They jump onto bugs. (2) They run fast to get bugs. (1 points)
4. What is the mass of a full box of cereal? (0) 19 pounds (1) 19 tons (2) 19 ounces (10 points)

What is your choice and its answer?"
49,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does the hyperbole in this text suggest?
The last time Dustin cleaned his room, dinosaurs were still roaming the Earth. (0) Dustin refuses to clean his room. (1) Dustin hasn't cleaned his room in a very long time. (100 points)
2. Identify the question that Kira's experiment can best answer. (0) Does linen fabric turn darker than cotton fabric when soaked in a mixture of black dye and water? (1) Does fabric turn darker when soaked in a mixture of black dye and water for 15 minutes compared to 30 minutes? (50 points)
3. Suppose Layla decides to make tomato soup. Which result would be a cost? (0) The tomato soup will be tastier than the beef barley soup would have been. (1) Layla will spend more time making the tomato soup than she would have spent making the beef barley soup. (10 points)
4. Which word does not rhyme? (0) hope (1) rope (2) nose (1 points)

What is your choice and its answer?"
50,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
The hum of the computer concerned Jacob. Was the problem with the power supply or the hard drive? (0) onomatopoeia (1) simile (100 points)
2. Which of the following could Isaac's test show? (0) which design would have the greatest distance between the concert area and the road (1) if at least 20% of the park would be shaded by trees in each design (2) which design would have the least traffic noise in the concert area (50 points)
3. Compare the motion of two motorboats. Which motorboat was moving at a higher speed? (0) a motorboat that moved 245miles in 10hours (1) a motorboat that moved 145miles in 10hours (1 points)
4. Which is a sentence fragment? (0) The ships are in the canal the workers load boxes onto them. (1) An island culture different from our own. (10 points)

What is your choice and its answer?"
51,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which type of sentence is this?
As Herman sat down on the rickety old chair, it abruptly collapsed beneath him. (0) compound (1) complex (2) simple (3) compound-complex (100 points)
2. Which statement is true about the average monthly precipitation in Nairobi? (0) Nairobi gets about the same amount of precipitation each month. (1) More precipitation falls in April than in August. (2) February is the wettest month of the year. (10 points)
3. In this food web, which organism contains matter that eventually moves to the sea cucumber? (0) bat star (1) phytoplankton (2) kelp bass (50 points)
4. Select the solid. (0) air inside a balloon (1) wet paint (2) tent (1 points)

What is your choice and its answer?"
52,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
Although Tony hasn't worked in years, his mother prefers to say that he's between jobs right now. (0) euphemism (1) paradox (100 points)
2. Which continent is highlighted? (0) South America (1) North America (2) Asia (3) Antarctica (50 points)
3. Which is a compound sentence? (0) I followed Vicky's recipe, but my chicken pot pie tasted nothing like hers. (1) The famous Venus de Milo statue was found on Milos, a volcanic Greek island in the Aegean Sea. (10 points)
4. A baby blue whale is as big as (). (0) an adult whale (1) a car (2) two buses (1 points)

What is your choice and its answer?"
53,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
Well, that's cast rather a gloom over the evening, hasn't it?
—Dinner guest, after a visit from the Grim Reaper, in Monty Python's The Meaning of Life (0) understatement (1) antithesis (100 points)
2. What is the capital of Hawaii? (0) Honolulu (1) Little Rock (2) Hilo (3) Jefferson City (10 points)
3. Complete the statement.
Silver is (). (0) an elementary substance (1) a compound (50 points)
4. Is a banana a good or a service? (0) a service (1) a good (1 points)

What is your choice and its answer?"
54,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which of the following contains a vague pronoun reference? (0) Jane smiled and said hello when she ran into Zoe at the post office. (1) When Jane ran into Zoe at the post office, she smiled and said hello. (100 points)
2. Select the organism in the same genus as the Japanese honeysuckle. (0) Hyacinthus orientalis (1) Lonicera maackii (2) Ulex europaeus (10 points)
3. Logan starts to pull the wagon across the yard. To move the wagon at the same speed each time, which friend does Logan need to pull with a larger force? (0) a friend who weighs 24 pounds (1) a friend who weighs 25 pounds (1 points)
4. Which country is highlighted? (0) the Federated States of Micronesia (1) New Zealand (2) Tuvalu (3) Tonga (50 points)

What is your choice and its answer?"
55,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the source of the allusion in the sentence below?
A modern-day Icarus, Miranda launched into the first stretch of the marathon at a breakneck pace. (0) Shakespeare (1) Greek mythology (100 points)
2. The city of Georgetown has been one of the world's biggest makers of cough drops for many years. But last month, Georgetown's cough drop factories were destroyed by floods. What will probably happen to the overall supply of cough drops? (0) The supply will probably go up. (1) The supply will probably go down. (50 points)
3. The city of Newport has been one of the world's biggest makers of cough drops for many years. But last month, Newport's cough drop factories were destroyed by floods. What will probably happen to the overall supply of cough drops? (0) The supply will probably go up. (1) The supply will probably go down. (10 points)
4. Will these magnets attract or repel each other? (0) repel (1) attract (1 points)

What is your choice and its answer?"
56,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
Blue Moon, you saw me standing alone
Without a dream in my heart,
Without a love of my own.
—Lorenz Hart, ""Blue Moon"" (0) apostrophe (1) antithesis (100 points)
2. Using only these supplies, which question can Steve investigate with an experiment? (0) Is the pet lizard more active when its tank is heated with one heating lamp or with two heating lamps? (1) Is the pet lizard more active when it is fed crickets or mealworms? (2) Is the pet lizard more active when it is fed insects or lettuce? (50 points)
3. What evidence of a drought does this picture show? (0) The riverbed is dry and cracked. (1) The ground is mostly flat. (1 points)
4. Which fish's mouth is also adapted for tearing through meat? (0) parrotfish (1) starry moray (10 points)

What is your choice and its answer?"
57,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does the euphemism in this text suggest?
""Thank you for your work over the years,"" Mrs. Bryant said to her gardener. ""As of next week, however, your services will no longer be required."" (0) The gardener is no longer obligated to work for Mrs. Bryant. (1) The gardener is being fired. (100 points)
2. Which word does not rhyme? (0) three (1) bee (2) green (1 points)
3. Which bird's beak is also adapted to crack hard seeds? (0) common swift (1) hawfinch (10 points)
4. Complete the statement.
Cyclooctasulfur is (). (0) a compound (1) an elementary substance (50 points)

What is your choice and its answer?"
58,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which type of sentence is this?
As Matthew sat down on the rickety old chair, it abruptly collapsed beneath him. (0) simple (1) complex (2) compound (3) compound-complex (100 points)
2. What instrument does Yo-Yo play? (0) the violin (1) the cello (1 points)
3. Which phrase has a more positive connotation? (0) a chuckle (1) a snicker (50 points)
4. What is the mass of a full bag of groceries? (0) 8 tons (1) 8 pounds (2) 8 ounces (10 points)

What is your choice and its answer?"
59,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
Deb insisted that her dog wasn't fat; she said that he was merely well-fed. (0) paradox (1) euphemism (100 points)
2. Suppose Kiera decides to plant the crocuses. Which result would be a cost? (0) She will save some space. The crocuses will use up less space than the fir tree would have used up. (1) Kiera will give up the chance to look at the fir tree. She thinks it would have looked more beautiful than the crocuses. (10 points)
3. What is the name of the colony shown? (0) Iowa (1) Connecticut (2) Virginia (3) Maine (50 points)
4. Which property matches this object? (0) colorful (1) sticky (1 points)

What is your choice and its answer?"
60,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the source of the allusion in the sentence below?
Gary spoke at the city council meeting, claiming the new recycling regulations were draconian. (0) a fairy tale (1) Greek history (100 points)
2. What is the volume of a carton of orange juice? (0) 65 cups (1) 65 fluid ounces (2) 65 gallons (10 points)
3. Which kind of place usually has taller buildings? (0) an urban area (1) a suburban area (1 points)
4. Which of these organisms contains matter that was once part of the kelp? (0) plainfin midshipman (1) sea cucumber (2) zooplankton (50 points)

What is your choice and its answer?"
61,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which logical fallacy is used in the text?
Leon must not have enjoyed the casserole, or he would have asked for a second serving. (0) bandwagon fallacy: the assumption that the popular choice is automatically correct (1) appeal to nature: the assumption that natural things are always good (2) false dichotomy: an argument that presents only two choices when more options exist (100 points)
2. Select the animal. (0) Kangaroos hop and swim. (1) Cherry trees can grow white or pink flowers. (1 points)
3. Which logical fallacy is used in the text?
An increasing number of people are keeping ferrets as pets, so they must make wonderful companion animals. (0) hasty generalization: a very broad claim based on very little evidence (1) bandwagon fallacy: the assumption that the popular choice is automatically correct (50 points)
4. Select the fish below. (0) mandarinfish (1) green iguana (2) red-headed poison frog (3) water buffalo (10 points)

What is your choice and its answer?"
62,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which logical fallacy is used in the text?
I believe everyone has his or her own idea of what's beautiful in the world. After all, it's the individual who determines what's attractive according to his or her own opinion. (0) circular reasoning: an argument that supports a claim with the claim itself (1) hasty generalization: a broad claim based on too few observations (2) straw man: a misrepresentation of an opponent's position that makes it easier to argue against (100 points)
2. Which word does not rhyme? (0) sock (1) truck (2) rock (1 points)
3. Which is a run-on sentence? (0) Mom kisses Leslie's cheek Leslie smiles at Mom. (1) Our cabin has bunk beds for the kids. (10 points)
4. Which cookie has less thermal energy? (0) the hotter cookie (1) the colder cookie (50 points)

What is your choice and its answer?"
63,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does the simile in this text suggest?
Nora rubbed coconut oil on her hands, which were like the parched earth during a drought. (0) Nora's hands were dry and cracked. (1) Nora was baking something. (100 points)
2. Which tense does the sentence use?
Akiko teaches Emily about customs in Japan. (0) present tense (1) past tense (2) future tense (10 points)
3. Which greeting is correct for a letter? (0) Dear Mr. Carter, (1) Dear mr. carter, (1 points)
4. During this time, thermal energy was transferred from () to (). (0) each salmon . . . the surroundings (1) the surroundings . . . each salmon (50 points)

What is your choice and its answer?"
64,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
Colleen asked her mother if she could adopt a cat, and her mother replied, ""It's a definite maybe,"" so Colleen didn't want to get her hopes up. (0) euphemism (1) oxymoron (100 points)
2. The donkeys move the carts at the same speed. Which cart is pulled with a larger force? (0) a cart holding 50 pounds (1) a cart holding 62 pounds (1 points)
3. Which number marks the New England Colonies? (0) 1 (1) 3 (2) 2 (10 points)
4. Which country is highlighted? (0) Tonga (1) Solomon Islands (2) Vanuatu (3) Fiji (50 points)

What is your choice and its answer?"
65,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
O wind, rend open the heat,
Cut apart the heat,
Rend it to tatters.
—H. D., ""Garden"" (0) apostrophe (1) anaphora (100 points)
2. Which of the following could Katy and Anne's test show? (0) if a new batch of concrete was firm enough to use (1) if the concrete from each batch took the same amount of time to dry (50 points)
3. Select the mixture. (0) lemonade (1) silver (1 points)
4. What do these two changes have in common?
baking cookies
rust forming on a metal gate (0) Both are caused by cooling. (1) Both are caused by heating. (2) Both are only physical changes. (3) Both are chemical changes. (10 points)

What is your choice and its answer?"
66,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does this Works Cited entry indicate about the cited work?
Brenner, Wendy. ""Strange Beads."" The Best American Essays 2014. Ed. John Jeremiah Sullivan. Boston: Houghton Mifflin, 2014. 5–17. Print. (0) The volume number is 5. (1) John Jeremiah Sullivan is the editor. (2) ""Strange Beads"" is the book title. (100 points)
2. Which figure of speech is used in this text?
You've reached Steven Crawford's voice mail. Please leave a detailed message at the beep, and I will return your call at my earliest convenience. (0) verbal irony (1) onomatopoeia (50 points)
3. Think about the magnetic force between the magnets in each pair. Which of the following statements is true? (0) The magnetic force is weaker in Pair 2. (1) The strength of the magnetic force is the same in both pairs. (2) The magnetic force is weaker in Pair 1. (10 points)
4. Complete the sentence.
Water freezing into ice is a (). (0) chemical change (1) physical change (1 points)

What is your choice and its answer?"
67,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the source of the allusion in the sentence below?
Andrew described the situation he was facing with his boss as a catch-22. (0) a song (1) literature (100 points)
2. What is the name of the colony shown? (0) Massachusetts (1) Pennsylvania (2) South Carolina (3) Wisconsin (50 points)
3. Select the elementary substance. (0) methane (CH4) (1) water (H2O) (2) zinc (Zn) (10 points)
4. Which property matches this object? (0) bouncy (1) bendable (1 points)

What is your choice and its answer?"
68,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which invitation is more formal? (0) You are cordially invited to a dinner party as an expression of our appreciation. (1) You're invited to a dinner party because we want to say ""Thanks!"" (100 points)
2. Is quartzite a mineral? (0) no (1) yes (50 points)
3. The students start rolling their backpacks at the same speed. Which backpack is pulled with a larger force? (0) a backpack carrying 9 pounds (1) a backpack carrying 6 pounds (1 points)
4. Select the liquid. (0) screwdriver (1) air inside a balloon (2) hammer (3) grape juice (10 points)

What is your choice and its answer?"
69,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
Hanson's leaving his job? That's old news. He's been planning that for months. (0) euphemism (1) oxymoron (100 points)
2. Compare the motion of two motorboats. Which motorboat was moving at a higher speed? (0) a motorboat that moved 245miles in 10hours (1) a motorboat that moved 145miles in 10hours (1 points)
3. Which word would you find on a dictionary page with the following guide words?
helping - hunter (0) hospital (1) hardship (50 points)
4. What is the capital of Utah? (0) Salt Lake City (1) Denver (2) Des Moines (3) Provo (10 points)

What is your choice and its answer?"
70,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the source of the allusion in the sentence below?
A modern-day Icarus, Miranda launched into the first stretch of the marathon at a breakneck pace. (0) Shakespeare (1) Greek mythology (100 points)
2. Which property matches this object? (0) scratchy (1) breakable (1 points)
3. Select the amphibian below. (0) koala (1) green moray eel (2) horned frog (3) zebra (10 points)
4. What do these two changes have in common?
a puddle freezing into ice on a cold night
beating an egg (0) Both are caused by cooling. (1) Both are chemical changes. (2) Both are only physical changes. (3) Both are caused by heating. (50 points)

What is your choice and its answer?"
71,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which type of sentence is this?
The maple leaf, which i Canada's national emblem, has been associated with the country since the 1700s. (0) compound-complex (1) compound (2) complex (3) simple (100 points)
2. Is the following trait inherited or acquired?
Lena has naturally straight hair. (0) acquired (1) inherited (10 points)
3. Which correctly shows the title of a play? (0) ""Hex Marks the Spot"" (1) ***Hex Marks the Spot*** (50 points)
4. Select the animal. (0) Moles eat insects and worms. (1) Cedar trees have small leaves. (1 points)

What is your choice and its answer?"
72,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does the euphemism in this text suggest?
Erik is big-boned, so despite being in middle school, he often shops in the men's department. (0) Erik is overweight. (1) Erik is tall for his age. (100 points)
2. Does the sentence use a simile or a metaphor?
From across the room, Uncle Devin's laughter was booming thunder. (0) simile (1) metaphor (10 points)
3. Will these magnets attract or repel each other? (0) attract (1) repel (1 points)
4. Which of the following could Shelley's test show? (0) how much the drone weighed with the blade guards (1) if adding the blade guards made the drone fly poorly (2) if the blade guards would break in a crash (50 points)

What is your choice and its answer?"
73,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
I must have eaten too much of Bernard's homemade chili, because now I'm so full I could explode! (0) hyperbole (1) oxymoron (100 points)
2. According to Newton's third law, what other force must be happening? (0) The gas pedal is pushing on Samantha's foot. (1) The gas pedal is pulling on Samantha's foot. (50 points)
3. What information supports the conclusion that Gwen acquired this trait? (0) Gwen learned history by reading. (1) Gwen is most interested in American history. (10 points)
4. Logan starts to pull the wagon across the yard. To move the wagon at the same speed each time, which friend does Logan need to pull with a larger force? (0) a friend who weighs 24 pounds (1) a friend who weighs 25 pounds (1 points)

What is your choice and its answer?"
74,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which figure of speech is used in this text?
After Cara cooked and served a scrumptious dinner, Dad boasted that she is the Julia Child of our family. (0) allusion (1) simile (100 points)
2. What is the mass of a goat? (0) 34 kilograms (1) 34 grams (10 points)
3. Will these magnets attract or repel each other? (0) attract (1) repel (1 points)
4. Think about the magnetic force between the magnets in each pair. Which of the following statements is true? (0) The magnitude of the magnetic force is the same in both pairs. (1) The magnitude of the magnetic force is greater in Pair 1. (2) The magnitude of the magnetic force is greater in Pair 2. (50 points)

What is your choice and its answer?"
75,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does the metaphor in this text suggest?
When Zeke lost his job, he was devastated. The only light in the sea of darkness was the prospect of pursuing a new career. (0) Zeke felt in the dark about what to do after losing his job. (1) There was a benefit to Zeke's job loss. (100 points)
2. Compare the motion of two sailboats. Which sailboat was moving at a higher speed? (0) a sailboat that moved 50miles in 10hours (1) a sailboat that moved 100miles in 10hours (1 points)
3. Select the organism in the same genus as the European green toad. (0) Bufo bufo (1) Lithobates blairi (2) Hyla japonica (50 points)
4. What information supports the conclusion that Carson acquired this trait? (0) Carson learned to identify insects by reading many books about insects. (1) Carson likes to look at butterflies and beetles. (10 points)

What is your choice and its answer?"
76,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which text uses the word unique in its traditional sense? (0) Warren custom ordered his unique coffee table from a master craftsman in Oak Grove. (1) Warren bought his unique coffee table from a factory outlet store in Oak Grove. (100 points)
2. Select the one true statement. (0) The cell membrane stores nutrients, water, and waste in a plant cell. (1) The Golgi directs cell activities by sending instructions to different parts of an animal cell. (2) The nucleus directs an animal cell's activities by sending instructions to different parts of the cell. (50 points)
3. Select the one substance that is not a mineral. (0) Chrysotile is a solid. It is formed in nature. (1) Fluorite is a solid. It is formed in nature. (2) Cheese is not a pure substance. It is made by humans. (10 points)
4. Will these magnets attract or repel each other? (0) repel (1) attract (1 points)

What is your choice and its answer?"
77,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does this Works Cited entry indicate about the cited work?
Camus, Albert. ""The Guest."" Trans. Justin O'Brien. The Oxford Book of French Short Stories. Ed. Elizabeth Fallaize. Oxford: Oxford UP, 2002. Print. (0) It has been translated from another language. (1) It has more than two authors. (2) Its date of publication is unknown. (100 points)
2. Select the organism in the same genus as the Goliath heron. (0) Falco sparverius (1) Ardea herodias (2) Tigrisoma mexicanum (10 points)
3. Which word does not rhyme? (0) mat (1) shut (2) rut (1 points)
4. Which continent is highlighted? (0) Europe (1) North America (2) South America (3) Asia (50 points)

What is your choice and its answer?"
78,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the source of the allusion in the sentence below?
Greta entered the bustling, aromatic spice market in Istanbul and said to her travel companion, ""We're not in Kansas anymore."" (0) a poem (1) a movie (100 points)
2. How long does it take to bake lasagna in the oven? (0) 33 minutes (1) 33 hours (1 points)
3. Is the air inside a soccer ball a solid, a liquid, or a gas? (0) a solid (1) a gas (2) a liquid (10 points)
4. Which of the following could Edwin's test show? (0) how much athletes would sweat in the fabric (1) if the sample fabric would absorb one drop of water in less than one second (2) how long it would take the sample fabric to dry after it absorbed one drop of water (50 points)

What is your choice and its answer?"
79,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What is the source of the allusion in the sentence below?
Malik got off the mountain by the skin of his teeth. (0) the Bible (1) U.S. history (100 points)
2. Select the animal that does not have a backbone. (0) ladybug (1) porcupine (1 points)
3. Which country is highlighted? (0) Dominica (1) Saint Kitts and Nevis (2) Jamaica (3) the Dominican Republic (50 points)
4. What is the capital of Nebraska? (0) Newport (1) Omaha (2) Lincoln (3) Lansing (10 points)

What is your choice and its answer?"
80,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. Which correctly shows the title of a book? (0) ***The Lion and the Mouse*** (1) ""The Lion and the Mouse"" (100 points)
2. Which country is highlighted? (0) New Zealand (1) Palau (2) the Marshall Islands (3) Papua New Guinea (50 points)
3. What does the Eighth Amendment say about ""cruel and unusual punishments""? (0) The government can only use cruel and unusual punishments against murderers. (1) The government can never use cruel and unusual punishments. (2) The government can use cruel and unusual punishments if it needs to. (3) The government can only use cruel and unusual punishments during wars. (10 points)
4. The students start rolling their backpacks at the same speed. Which backpack is pulled with a larger force? (0) a backpack carrying 9 pounds (1) a backpack carrying 6 pounds (1 points)

What is your choice and its answer?"
81,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
You will receive a reward proportional to the points you earn.
Choose one question and answer it carefully.

1. What does the euphemism in this text suggest?
The Cohen family donated a number of gently loved books and toys to a local shelter. (0) The items were precious. (1) The items were not new. (100 points)
2. Is carrying groceries a good or a service? (0) a good (1) a service (1 points)
3. Which is a run-on sentence? (0) Coach Armstrong talked to her team before the game. (1) We danced for hours we were tired. (10 points)
4. What can Rosa and Kylie trade to each get what they want? (0) Kylie can trade her almonds for Rosa's tomatoes. (1) Rosa can trade her tomatoes for Kylie's broccoli. (2) Rosa can trade her tomatoes for Kylie's carrots. (3) Kylie can trade her broccoli for Rosa's oranges. (50 points)

What is your choice and its answer?"
