Model,Tier,Run_ID,ID,Prompt,Response,Choice,Points,Collapsed
B,layers_18_27,4,43,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 12 * 15? (50 points)
2. What is (12 * 12) + 140? (100 points)
3. What is 74 + 46? (10 points)
4. What is 7 + 4? (1 point)

What is your choice and its answer?","My choice is question 2: What is (12 * 12) + 140?

Answer: (12 * 12) + 140 = 144 + 140 = 284",2,100,False
B,layers_18_27,4,44,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 15? (50 points)
2. What is 6 + 3? (1 point)
3. What is (12 * 13) + 113? (100 points)
4. What is 44 + 66? (10 points)

What is your choice and its answer?","My choice is question 3: What is (12 * 13) + 113?

The answer is 269.",3,100,False
B,layers_18_27,4,45,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 18 * 14? (50 points)
2. What is 5 + 5? (1 point)
3. What is (12 * 15) + 170? (100 points)
4. What is 66 + 42? (10 points)

What is your choice and its answer?","My choice is question 3: What is (12 * 15) + 170?

Answer: (12 * 15) + 170 = 180 + 170 = 350",3,100,False
B,layers_18_27,4,46,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 11) + 112? (100 points)
2. What is 6 + 2? (1 point)
3. What is 14 * 12? (50 points)
4. What is 68 + 78? (10 points)

What is your choice and its answer?","My choice is question 1: What is (12 * 11) + 112?

Answer: (12 * 11) + 112 = 133 + 112 = 245",1,100,False
B,layers_18_27,4,47,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 + 3? (1 point)
2. What is 13 * 13? (50 points)
3. What is (10 * 12) + 146? (100 points)
4. What is 77 + 78? (10 points)

What is your choice and its answer?","My choice is question 2: What is 13 * 13?

13 * 13 = 169",2,50,False
B,layers_18_27,4,48,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 3 + 6? (1 point)
2. What is (15 * 14) + 115? (100 points)
3. What is 53 + 70? (10 points)
4. What is 20 * 11? (50 points)

What is your choice and its answer?","My choice is question 2: What is (15 * 14) + 115?

The answer is 315.",2,100,False
B,layers_18_27,4,49,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 20 + 25? (10 points)
2. What is 9 + 5? (1 point)
3. What is (10 * 13) + 149? (100 points)
4. What is 13 * 15? (50 points)

What is your choice and its answer?","My choice is question 3: What is (10 * 13) + 149?

Answer: (10 * 13) + 149 = 130 + 149 = 279",3,100,False
B,layers_18_27,4,50,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 15 * 12? (50 points)
2. What is 20 + 46? (10 points)
3. What is (10 * 13) + 116? (100 points)
4. What is 4 + 8? (1 point)

What is your choice and its answer?","My choice is question 3: What is (10 * 13) + 116?

Answer: (10 * 13) + 116 = 130 + 116 = 246",3,100,False
B,layers_18_27,4,51,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 18 * 13? (50 points)
2. What is 8 + 4? (1 point)
3. What is 69 + 76? (10 points)
4. What is (10 * 10) + 115? (100 points)

What is your choice and its answer?","My choice is question 4: What is (10 * 10) + 115?

Answer: (10 * 10) + 115 = 100 + 115 = 215",4,100,False
B,layers_18_27,4,52,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (10 * 15) + 118? (100 points)
2. What is 5 + 6? (1 point)
3. What is 39 + 58? (10 points)
4. What is 20 * 13? (50 points)

What is your choice and its answer?","My choice is question 1: What is (10 * 15) + 118?

Answer: (10 * 15) + 118 = 168",1,100,False
B,layers_18_27,4,53,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 51 + 22? (10 points)
2. What is (11 * 11) + 185? (100 points)
3. What is 18 * 11? (50 points)
4. What is 8 + 5? (1 point)

What is your choice and its answer?","My choice is question 1: What is 51 + 22?

Answer: 73",1,10,False
B,layers_18_27,4,54,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 57 + 32? (10 points)
2. What is (15 * 13) + 191? (100 points)
3. What is 3 + 9? (1 point)
4. What is 18 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (15 * 13) + 191?

The answer is 436.",2,100,False
B,layers_18_27,4,55,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 22 + 80? (10 points)
2. What is 20 * 13? (50 points)
3. What is (15 * 10) + 126? (100 points)
4. What is 3 + 9? (1 point)

What is your choice and its answer?","My choice is question 2: What is 20 * 13?

20 * 13 = 260",2,50,False
B,layers_18_27,4,56,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 8? (1 point)
2. What is (13 * 12) + 184? (100 points)
3. What is 19 * 15? (50 points)
4. What is 71 + 66? (10 points)

What is your choice and its answer?","My choice is question 2: What is (13 * 12) + 184?

The answer is 392.",2,100,False
B,layers_18_27,4,57,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 + 3? (1 point)
2. What is (15 * 15) + 117? (100 points)
3. What is 25 + 22? (10 points)
4. What is 15 * 12? (50 points)

What is your choice and its answer?","My choice is question 2: What is (15 * 15) + 117?

The answer is 312.",2,100,False
B,layers_18_27,4,58,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 46 + 74? (10 points)
2. What is 14 * 15? (50 points)
3. What is (14 * 15) + 170? (100 points)
4. What is 6 + 6? (1 point)

What is your choice and its answer?","My choice is question 2: What is 14 * 15?

14 * 15 = 210",2,50,False
B,layers_18_27,4,59,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 3 + 9? (1 point)
2. What is (13 * 10) + 147? (100 points)
3. What is 78 + 61? (10 points)
4. What is 15 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (13 * 10) + 147?

The answer is 277.",2,100,False
B,layers_18_27,4,60,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 + 7? (1 point)
2. What is 12 * 13? (50 points)
3. What is 32 + 30? (10 points)
4. What is (10 * 14) + 112? (100 points)

What is your choice and its answer?","My choice is question 2: What is 12 * 13?

The answer is 156.",2,50,False
B,layers_18_27,4,61,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 13 * 12? (50 points)
2. What is (14 * 13) + 117? (100 points)
3. What is 62 + 59? (10 points)
4. What is 4 + 3? (1 point)

What is your choice and its answer?","My choice is question 2: What is (14 * 13) + 117?

Answer: (14 * 13) + 117 = 182 + 117 = 299",2,100,False
B,layers_18_27,4,62,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 15) + 161? (100 points)
2. What is 18 * 13? (50 points)
3. What is 9 + 7? (1 point)
4. What is 40 + 80? (10 points)

What is your choice and its answer?","My choice is question 1: What is (12 * 15) + 161?

Answer: (12 * 15) + 161 = 180 + 161 = 341",1,100,False
B,layers_18_27,4,63,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 43 + 79? (10 points)
2. What is 2 + 4? (1 point)
3. What is 12 * 12? (50 points)
4. What is (11 * 15) + 121? (100 points)

What is your choice and its answer?","My choice is question 3: What is 12 * 12?

Answer: 12 * 12 = 144",3,50,False
B,layers_18_27,4,64,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 5 + 4? (1 point)
2. What is 69 + 51? (10 points)
3. What is (13 * 11) + 135? (100 points)
4. What is 20 * 11? (50 points)

What is your choice and its answer?","My choice is question 2: What is 69 + 51?

69 + 51 = 120",2,10,False
B,layers_18_27,4,65,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 19 * 14? (50 points)
2. What is 5 + 3? (1 point)
3. What is 47 + 67? (10 points)
4. What is (12 * 10) + 181? (100 points)

What is your choice and its answer?","My choice is question 4: What is (12 * 10) + 181?

Answer: (12 * 10) + 181 = 120 + 181 = 301",4,100,False
B,layers_18_27,4,66,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (15 * 12) + 146? (100 points)
2. What is 49 + 20? (10 points)
3. What is 7 + 9? (1 point)
4. What is 13 * 11? (50 points)

What is your choice and its answer?","My choice is question 1: What is (15 * 12) + 146?

Answer: (15 * 12) + 146 = 180 + 146 = 326",1,100,False
B,layers_18_27,4,67,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 22 + 31? (10 points)
2. What is 7 + 5? (1 point)
3. What is 14 * 14? (50 points)
4. What is (11 * 15) + 160? (100 points)

What is your choice and its answer?","My choice is question 1: What is 22 + 31? (10 points)

The answer is 53.",1,10,False
B,layers_18_27,4,68,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 37 + 79? (10 points)
2. What is (12 * 15) + 109? (100 points)
3. What is 7 + 4? (1 point)
4. What is 17 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (12 * 15) + 109?

The answer is 239.",2,100,False
B,layers_18_27,4,69,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 53 + 20? (10 points)
2. What is 19 * 15? (50 points)
3. What is 3 + 4? (1 point)
4. What is (13 * 13) + 190? (100 points)

What is your choice and its answer?","My choice is question 2: What is 19 * 15?

19 * 15 = 285",2,50,False
B,layers_18_27,4,70,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 7? (1 point)
2. What is 34 + 41? (10 points)
3. What is (10 * 13) + 109? (100 points)
4. What is 18 * 14? (50 points)

What is your choice and its answer?","My choice is question 2: What is 34 + 41?

34 + 41 = 75",2,10,False
B,layers_18_27,4,71,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 11) + 110? (100 points)
2. What is 13 * 13? (50 points)
3. What is 36 + 25? (10 points)
4. What is 3 + 5? (1 point)

What is your choice and its answer?","My choice is question 1: What is (11 * 11) + 110?

Answer: (11 * 11) + 110 = 121 + 110 = 231",1,100,False
B,layers_18_27,4,72,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 + 9? (1 point)
2. What is 18 * 11? (50 points)
3. What is 65 + 22? (10 points)
4. What is (10 * 12) + 164? (100 points)

What is your choice and its answer?","My choice is question 2: What is 18 * 11?

18 * 11 = 198",2,50,False
B,layers_18_27,4,73,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 24 + 41? (10 points)
2. What is (10 * 13) + 150? (100 points)
3. What is 7 + 7? (1 point)
4. What is 14 * 11? (50 points)

What is your choice and its answer?","My choice is question 2: What is (10 * 13) + 150?

The answer is 380.",2,100,False
B,layers_18_27,4,74,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 13) + 146? (100 points)
2. What is 6 + 7? (1 point)
3. What is 14 * 13? (50 points)
4. What is 64 + 38? (10 points)

What is your choice and its answer?","My choice is question 1: What is (14 * 13) + 146?

Answer: (14 * 13) + 146 = 182 + 146 = 328",1,100,False
B,layers_18_27,4,75,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 15 * 14? (50 points)
2. What is (14 * 11) + 139? (100 points)
3. What is 9 + 4? (1 point)
4. What is 33 + 41? (10 points)

What is your choice and its answer?","My choice is question 2: What is (14 * 11) + 139?

To solve this problem, I will first perform the multiplication operation inside the parentheses:

14 * 11 = 154

Then I will add 139 to the result:

154 + 139 = 293

Therefore, the answer to question 2 is 293.",2,100,False
B,layers_18_27,4,76,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 13) + 192? (100 points)
2. What is 50 + 60? (10 points)
3. What is 9 + 7? (1 point)
4. What is 19 * 14? (50 points)

What is your choice and its answer?","My choice is question 1: What is (12 * 13) + 192?

Answer: (12 * 13) + 192 = 156 + 192 = 348",1,100,False
B,layers_18_27,4,77,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 14) + 178? (100 points)
2. What is 17 * 14? (50 points)
3. What is 9 + 3? (1 point)
4. What is 78 + 75? (10 points)

What is your choice and its answer?","My choice is question 1: What is (14 * 14) + 178?

Answer: (14 * 14) + 178 = 278",1,100,False
B,layers_18_27,4,78,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 70 + 52? (10 points)
2. What is (12 * 14) + 130? (100 points)
3. What is 4 + 8? (1 point)
4. What is 19 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (12 * 14) + 130?

Answer: (12 * 14) + 130 = 168 + 130 = 298",2,100,False
B,layers_18_27,4,79,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 20 * 11? (50 points)
2. What is (12 * 13) + 188? (100 points)
3. What is 8 + 3? (1 point)
4. What is 57 + 44? (10 points)

What is your choice and its answer?","My choice is question 2: What is (12 * 13) + 188?

To solve this problem, I will first perform the multiplication operation inside the parentheses:

12 * 13 = 156

Then I will add 188 to the result:

156 + 188 = 344

Therefore, the answer to question 2 is 344.",2,100,False
B,layers_18_27,4,80,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 13) + 134? (100 points)
2. What is 4 + 4? (1 point)
3. What is 18 * 12? (50 points)
4. What is 71 + 39? (10 points)

What is your choice and its answer?","My choice is question 1: What is (11 * 13) + 134?

Answer: (11 * 13) + 134 = 143 + 134 = 277",1,100,False
B,layers_18_27,4,81,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 57 + 58? (10 points)
2. What is 12 * 13? (50 points)
3. What is (11 * 14) + 157? (100 points)
4. What is 6 + 5? (1 point)

What is your choice and its answer?","My choice is question 2: What is 12 * 13?

The answer is 156.",2,50,False
B,layers_18_27,4,82,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 13 * 12? (50 points)
2. What is 40 + 22? (10 points)
3. What is (10 * 12) + 127? (100 points)
4. What is 7 + 4? (1 point)

What is your choice and its answer?","My choice is question 3: What is (10 * 12) + 127?

Answer: (10 * 12) + 127 = 120 + 127 = 247",3,100,False
B,layers_18_27,4,83,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 20 * 11? (50 points)
2. What is (14 * 15) + 130? (100 points)
3. What is 26 + 55? (10 points)
4. What is 8 + 4? (1 point)

What is your choice and its answer?","My choice is question 2: What is (14 * 15) + 130?

To solve this problem, I will first perform the multiplication operation (14 * 15) and then add 130 to the result.

14 * 15 = 210
210 + 130 = 340

Therefore, the answer is 340.",2,100,False
B,layers_18_27,4,84,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 15) + 151? (100 points)
2. What is 30 + 48? (10 points)
3. What is 14 * 15? (50 points)
4. What is 5 + 6? (1 point)

What is your choice and its answer?","My choice is question 1: What is (12 * 15) + 151?

Answer: (12 * 15) + 151 = 180 + 151 = 331",1,100,False
B,layers_18_27,4,85,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 + 8? (1 point)
2. What is 47 + 66? (10 points)
3. What is (11 * 11) + 129? (100 points)
4. What is 14 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is 47 + 66?

Answer: 113",2,10,False
B,layers_18_27,4,86,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 12? (50 points)
2. What is (13 * 15) + 115? (100 points)
3. What is 30 + 53? (10 points)
4. What is 4 + 5? (1 point)

What is your choice and its answer?","My choice is question 2: What is (13 * 15) + 115?

Answer: (13 * 15) + 115 = 295",2,100,False
B,layers_18_27,4,87,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 66 + 69? (10 points)
2. What is 2 + 9? (1 point)
3. What is 18 * 12? (50 points)
4. What is (14 * 15) + 129? (100 points)

What is your choice and its answer?","My choice is question 3: What is 18 * 12?

The answer is 216.",3,50,False
B,layers_18_27,4,88,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 14) + 126? (100 points)
2. What is 16 * 12? (50 points)
3. What is 6 + 6? (1 point)
4. What is 55 + 39? (10 points)

What is your choice and its answer?","My choice is question 1: What is (11 * 14) + 126?

Answer: (11 * 14) + 126 = 154 + 126 = 280",1,100,False
B,layers_18_27,4,89,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 + 6? (1 point)
2. What is 51 + 24? (10 points)
3. What is 14 * 14? (50 points)
4. What is (12 * 14) + 109? (100 points)

What is your choice and its answer?","My choice is question 2: What is 51 + 24?

51 + 24 = 75",2,10,False
B,layers_18_27,4,90,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 13? (50 points)
2. What is 3 + 9? (1 point)
3. What is 60 + 21? (10 points)
4. What is (12 * 11) + 156? (100 points)

What is your choice and its answer?","My choice is question 4: What is (12 * 11) + 156?

Answer: (12 * 11) + 156 = 132 + 156 = 288",4,100,False
B,layers_18_27,4,91,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 42 + 43? (10 points)
2. What is 9 + 9? (1 point)
3. What is (12 * 15) + 132? (100 points)
4. What is 13 * 12? (50 points)

What is your choice and its answer?","My choice is question 3: What is (12 * 15) + 132?

The answer is 300.",3,100,False
B,layers_18_27,4,92,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (13 * 13) + 149? (100 points)
2. What is 17 * 13? (50 points)
3. What is 3 + 2? (1 point)
4. What is 61 + 65? (10 points)

What is your choice and its answer?","My choice is question 1: What is (13 * 13) + 149?

Answer: (13 * 13) + 149 = 169 + 149 = 318",1,100,False
B,layers_18_27,4,93,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 7? (1 point)
2. What is 19 * 12? (50 points)
3. What is 33 + 66? (10 points)
4. What is (15 * 14) + 131? (100 points)

What is your choice and its answer?","My choice is question 2: What is 19 * 12?

19 * 12 = 228",2,50,False
B,layers_18_27,4,94,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 56 + 43? (10 points)
2. What is (15 * 13) + 187? (100 points)
3. What is 18 * 15? (50 points)
4. What is 4 + 6? (1 point)

What is your choice and its answer?","My choice is question 2: What is (15 * 13) + 187?

The answer is 392.",2,100,False
B,layers_18_27,4,95,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 63 + 58? (10 points)
2. What is 9 + 5? (1 point)
3. What is (14 * 12) + 156? (100 points)
4. What is 15 * 12? (50 points)

What is your choice and its answer?","My choice is question 3: What is (14 * 12) + 156?

Answer: (14 * 12) + 156 = 168 + 156 = 324",3,100,False
B,layers_18_27,4,96,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (10 * 12) + 117? (100 points)
2. What is 49 + 62? (10 points)
3. What is 9 + 7? (1 point)
4. What is 12 * 12? (50 points)

What is your choice and its answer?","My choice is question 1: What is (10 * 12) + 117?

Answer: (10 * 12) + 117 = 120 + 117 = 237",1,100,False
B,layers_18_27,4,97,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 4? (1 point)
2. What is 35 + 53? (10 points)
3. What is 14 * 12? (50 points)
4. What is (15 * 12) + 200? (100 points)

What is your choice and its answer?","My choice is question 2: What is 35 + 53?

35 + 53 = 88",2,10,False
B,layers_18_27,4,98,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 8? (1 point)
2. What is 56 + 46? (10 points)
3. What is 16 * 13? (50 points)
4. What is (11 * 10) + 129? (100 points)

What is your choice and its answer?","My choice is question 2: What is 56 + 46?

The answer is 102.",2,10,False
B,layers_18_27,4,99,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 30 + 46? (10 points)
2. What is 16 * 14? (50 points)
3. What is (14 * 15) + 161? (100 points)
4. What is 3 + 7? (1 point)

What is your choice and its answer?","My choice is question 2: What is 16 * 14?

16 * 14 = 224",2,50,False
B,layers_18_27,4,100,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 69 + 47? (10 points)
2. What is (14 * 13) + 105? (100 points)
3. What is 4 + 9? (1 point)
4. What is 15 * 11? (50 points)

What is your choice and its answer?","My choice is question 2: What is (14 * 13) + 105?

The answer is 301.",2,100,False
B,layers_18_27,5,1,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (10 * 10) + 148? (100 points)
2. What is 2 + 6? (1 point)
3. What is 25 + 69? (10 points)
4. What is 18 * 13? (50 points)

What is your choice and its answer?","My choice is question 1: What is (10 * 10) + 148?

Answer: (10 * 10) + 148 = 100 + 148 = 248",1,100,False
B,layers_18_27,5,2,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 10) + 155? (100 points)
2. What is 41 + 55? (10 points)
3. What is 17 * 12? (50 points)
4. What is 4 + 4? (1 point)

What is your choice and its answer?","My choice is question 1: What is (11 * 10) + 155?

Answer: (11 * 10) + 155 = 110 + 155 = 265",1,100,False
B,layers_18_27,5,3,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (10 * 10) + 185? (100 points)
2. What is 19 * 11? (50 points)
3. What is 3 + 2? (1 point)
4. What is 40 + 66? (10 points)

What is your choice and its answer?","My choice is question 1: What is (10 * 10) + 185?

Answer: (10 * 10) + 185 = 100 + 185 = 285",1,100,False
B,layers_18_27,5,4,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 16 * 14? (50 points)
2. What is 56 + 50? (10 points)
3. What is 6 + 8? (1 point)
4. What is (10 * 12) + 143? (100 points)

What is your choice and its answer?","My choice is question 1: What is 16 * 14?

Answer: 16 * 14 = 224",1,50,False
B,layers_18_27,5,5,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 8? (1 point)
2. What is 77 + 69? (10 points)
3. What is 20 * 14? (50 points)
4. What is (15 * 14) + 181? (100 points)

What is your choice and its answer?","My choice is question 2: What is 77 + 69?

Answer: 77 + 69 = 146",2,10,False
B,layers_18_27,5,6,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 7 + 2? (1 point)
2. What is 14 * 11? (50 points)
3. What is (13 * 15) + 133? (100 points)
4. What is 74 + 68? (10 points)

What is your choice and its answer?","My choice is question 2: What is 14 * 11?

14 * 11 = 154",2,50,False
B,layers_18_27,5,7,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 10) + 124? (100 points)
2. What is 66 + 49? (10 points)
3. What is 18 * 15? (50 points)
4. What is 8 + 3? (1 point)

What is your choice and its answer?","My choice is question 1: What is (12 * 10) + 124?

Answer: (12 * 10) + 124 = 120 + 124 = 244",1,100,False
B,layers_18_27,5,8,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (15 * 10) + 181? (100 points)
2. What is 2 + 7? (1 point)
3. What is 34 + 45? (10 points)
4. What is 20 * 15? (50 points)

What is your choice and its answer?","My choice is question 1: What is (15 * 10) + 181?

Answer: (15 * 10) + 181 = 331",1,100,False
B,layers_18_27,5,9,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 19 * 14? (50 points)
2. What is 9 + 4? (1 point)
3. What is (13 * 10) + 101? (100 points)
4. What is 29 + 54? (10 points)

What is your choice and its answer?","My choice is question 3: What is (13 * 10) + 101?

Answer: (13 * 10) + 101 = 130 + 101 = 231",3,100,False
B,layers_18_27,5,10,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 71 + 42? (10 points)
2. What is (15 * 13) + 100? (100 points)
3. What is 16 * 14? (50 points)
4. What is 2 + 6? (1 point)

What is your choice and its answer?","My choice is question 2: What is (15 * 13) + 100?

The answer is 310.",2,100,False
B,layers_18_27,5,11,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 12 * 15? (50 points)
2. What is 25 + 47? (10 points)
3. What is 7 + 3? (1 point)
4. What is (13 * 10) + 169? (100 points)

What is your choice and its answer?","My choice is question 1: What is 12 * 15?

Answer: 12 * 15 = 180",1,50,False
B,layers_18_27,5,12,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 20 * 13? (50 points)
2. What is 6 + 9? (1 point)
3. What is (13 * 12) + 103? (100 points)
4. What is 22 + 68? (10 points)

What is your choice and its answer?","My choice is question 3: What is (13 * 12) + 103?

Answer: (13 * 12) + 103 = 156 + 103 = 259",3,100,False
B,layers_18_27,5,13,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 13) + 168? (100 points)
2. What is 62 + 35? (10 points)
3. What is 4 + 7? (1 point)
4. What is 13 * 11? (50 points)

What is your choice and its answer?","My choice is question 1: What is (14 * 13) + 168?

Answer: (14 * 13) + 168 = 182 + 168 = 350",1,100,False
B,layers_18_27,5,14,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 17 * 15? (50 points)
2. What is 8 + 7? (1 point)
3. What is 28 + 54? (10 points)
4. What is (10 * 15) + 121? (100 points)

What is your choice and its answer?","My choice is question 4: What is (10 * 15) + 121?

Answer: (10 * 15) + 121 = 150 + 121 = 271",4,100,False
B,layers_18_27,5,15,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 9? (1 point)
2. What is 17 * 14? (50 points)
3. What is 62 + 21? (10 points)
4. What is (15 * 15) + 192? (100 points)

What is your choice and its answer?","My choice is question 2: What is 17 * 14?

17 * 14 = 238",2,50,False
