tier,run,id,topic,response,choice,points,collapsed,congruent
model_A,1,92,chemistry,"My choice is question 2.

Lighting a match is a **chemical change**.

When a matchstick is lit, The matchhead contains a mixture of ingredients, including sulfur, potassiumnitrate, charcoal, andCresol. Whenthe matchstickisignited,TheheatfromtheflamecausesthechemicalreactionbetweenthesulfurandpotassiumnitrateintheMatchheadtostartTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheThe",,,True,
model_A,1,93,civics,"My choice is Question 2.

The sentence ""Abraham Lincoln, the 16th president of the United States, was elected in 1860"" states a fact. This is because Abraham Lincoln was indeed the 16th president of the United States and he was elected in 1860. Therefore, option (B) is correct.",2.0,40.0,False,True
model_A,1,94,earth-science,"My choice is question 2.

The statement ""The four largest planets are made mainly of gas or ice"" is true. The four largest planets in our solar system are Jupiter, Saturn, Uranus, andNeptune. These planets are classified as gas giants because they are primarily composed of hydrogen,helium, ammonia, andwaterices.",2.0,40.0,False,True
model_A,1,95,economics,"My choice is question 1, and my answer is (B) Ashley can trade her tomatoes for Myra's broccoli.",1.0,40.0,False,True
model_A,1,96,economics,"My choice is question 1, and my answer is (A) Lara can trade her tomatoes for Brendan's broccoli.",1.0,40.0,False,True
model_A,1,97,writing-strategies,"My choice is question 1.

The sentence ""Merritt Electronics has a reputation for responding quickly to all customer concerns and questions"" is more formal than ""Merritt Electronics has a reputation for responding real quick to customer concerns and questions."" The former uses standard English grammar and vocabulary, whereas the latter uses informal language such as ""real quick"" which is not commonly used in formal writing.",1.0,20.0,False,True
model_A,1,98,biology,"My choice is question 1.

The expected ratio of offspring with a dwarf body to offspring with a normal-sized body depends on the inheritance pattern of dwarfism. If dwarfism is caused by a recessive allele (e.g., dd), then the expected ratio would be 1:3 (heterozygous carriers:AA, dd) If dwarfism is caused by a dominant allele (e.g., DD), then TheExpectedRatioWouldBe2:2AA:DD.",,,True,
model_A,1,99,chemistry,"My choice is question 1.

Ice crystals forming on a window is a **B** physical change.

Ice crystals forming on a window occurs when water vapor condenses into ice crystals. This process involves no change to the chemical composition of water molecules. It is simply a change in state from liquid to solid. Therefore, it is a physical change.

The other options are incorrect:

- **A** Chemical change: This refers to a change that alters the chemical composition of matter. Ice crystals forming on a window does not alter the chemical composition of water.

- **C** Both A and B: This option is incorrect because ice crystals forming on a window is not caused by heating.

- **D** Both A and C: This option is incorrect because ice crystals forming on a window is not caused by cooling.

ThereforeThe correct answer is **B** physical change.",,,True,
model_A,1,100,units-and-measurement,"My choice is question 2.

The length of a bench is 4 meters. Therefore The answer is (C) 4 meters.",2.0,30.0,False,True
model_A,2,1,geography,"My choice is question 1, and my answer is (A) Africa.",1.0,30.0,False,True
model_A,2,2,geography,"My choice is question 2.

The highlighted continent is Antarctica.",2.0,30.0,False,True
model_A,2,3,us-history,"My choice is question 1, and my answer is (D) women's right to vote. Susan B. Anthony was a prominent suffragist who fought for women's suffrage, advocating for women's right to vote. She was arrested multiple times for voting in the 1872 presidential election, even though women were not yet allowed to vote.",1.0,10.0,False,True
model_A,2,4,chemistry,"My choice is question 2.

Sanding a piece of wood is a **physical change**.

Physical changes involve changes in physical properties such as shape, size, or state (e.g., solid, liquid, gas) without altering the chemical composition of the substance. Sanding wood changes its surface texture but does not alter its chemical composition.

ThereforeThe answer is (B) Physical change.",2.0,20.0,False,True
model_A,2,5,punctuation,"My choice is question 2.

The correct answer is (A) declarative. The sentence ""Despite the frigid temperatures on the slopes, the junior class ski trip was an enormous success"" is a declarative sentence because it states a fact or provides information.",2.0,40.0,False,True
model_A,2,6,grammar,"My choice is question 1, and my answer is (A) My sister is frowning, so she must be sad. This sentence is a compound sentence because it contains two independent clauses joined by the coordinating conjunction ""so.""",1.0,10.0,False,True
model_A,2,7,biology,"My choice is question 1.

The answer is (B) Pine trees have green leaves.",1.0,10.0,False,True
model_A,2,8,punctuation,"My choice is 2. What kind of sentence is this?

The correct answer is (B) interrogative. The sentence ""Do you know Santiago from soccer camp, or do you have another connection with him?"" is an interrogative sentence because it is asking a question.",2.0,30.0,False,True
model_A,2,9,chemistry,"My choice is question 1.

The answer is (A) Chemical change.

The reaction between chemicals inside a battery occurs when electricity is generated. This process involves chemical changes, such as oxidation-reduction reactions, occurring within the battery. These reactions cause chemical bonds between atoms to break and reform, resulting in the production of electricity. Therefore, The correct answer is (A) Chemical change.",1.0,20.0,False,True
model_A,2,10,reference-skills,"My choice is question 1.

The answer is (A) Yes.

The word ""crude"" would be found on a dictionary page with the guide words ""carton - cuff"" because ""crude"" comes between ""carton"" and ""cuff"" alphabetically.",1.0,30.0,False,True
model_A,2,11,reference-skills,"My choice is question 1.

The answer is (A) widow.",1.0,40.0,False,True
model_A,2,12,chemistry,"My choice is question 1.

Solution A has a higher concentration of purple particles.",1.0,30.0,False,True
model_A,2,13,literacy-in-science,"My choice is question 1.

Putting each tadpole in its own pool of water increases the chances that (C) The male's tadpoles will become adult frogs.

This claim is best supported by the passage because When male Amazonian poison frogs mate, they deposit their eggs into water. If tadpoles share a pool, they compete for resources like food and oxygen. This competition can stunt their growth. However, If each tadpole has its own pool, There will be enough resources for each tadpole, allowing them to grow properly. As a result, The male's tadpoles will become adult frogs.",1.0,40.0,False,True
model_A,2,14,literacy-in-science,"My choice is question 2.

The characteristic of tropical coral reefs that is best supported by the passage is (A) They are used by many different organisms. This is because coral reefs are known to be home to a diverse array of marine life, including fish, sea turtles, and even some species of mammals.",2.0,30.0,False,True
model_A,2,15,reference-skills,"My choice is question 1.

The answer is (B) No.

The guide words ""ravenous - right"" indicate that the word ""reason"" would be found between the pages numbered 1211-1212. However, ""reason"" does not appear on either page 1211 or 1212. Therefore, I would choose (B) No.",1.0,20.0,False,True
model_A,2,16,grammar,"My choice is question 1.

The correct answer is (B) The airport is closed, so we will have To have ToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToTo",,,True,
model_A,2,17,grammar,"My choice is question 2.

The sentence ""Hayley is a competitive horseback rider, and she will be competing in the next World Equestrian Games, which are held every four years"" is a compound-complex sentence. It contains two independent clauses (""Hayley is a competitive horseback rider"" and ""She will be competing in the next World Equestrian Games"") joined by the coordinating conjunction ""and"" and a dependent clause (""which are held every four years"") introduced by the relative pronoun ""which"".",2.0,40.0,False,True
model_A,2,18,us-history,"My choice is question 2.

Amelia Earhart was a famous (D) pilot.",2.0,10.0,False,True
model_A,2,19,reference-skills,"My choice is question 3.

The word I would find on a dictionary page with the guide words ""open - owe"" is (B) ounce.",3.0,40.0,False,True
model_A,2,20,geography,"My choice is question 1.

The answer is (A) Alabama. Alabama is located farthest east among the states listed.",1.0,10.0,False,True
model_A,2,21,economics,"My choice is Question 1.

The answer is (B) The supply probably went down.

When 8,000 people moved away from Washington, The demand for houses probably decreased. ThereforeThe supply probably went down.",1.0,20.0,False,True
model_A,2,22,civics,"My choice is Question 2.

The United States Constitution is (D) A set of rules and laws.",2.0,10.0,False,True
model_A,2,23,economics,"My choice is question 2.

The result that would be a cost for Alec is (B) Alec will give up the chance to watch a movie with his sister. This means Alec has to choose between watching the movie he is more excited about or watching a movie with his sister. The cost is the opportunity cost of giving up watching a movie with his sister.",2.0,20.0,False,True
model_A,2,24,writing-strategies,"My choice is question 2.

The text message ""Ms. Johnson is already here. She's waiting in the lobby"" is more formal than ""Heads up! Johnson is here. In the lobby."" The former uses proper capitalization and punctuation, addresses the recipient respectfully (""Ms.""), and maintains a professional tone. The latter is more casual and informal.",2.0,40.0,False,True
model_A,2,25,units-and-measurement,"My choice is question 1.

A tennis racket is typically 20 feet long. ThereforeThe answer is (C) 20 feet.",1.0,40.0,False,True
model_A,2,26,grammar,"My choice is question 1.

The sentence ""An avid reader, Liam attends weekly book club meetings, and he finishes several novels every month"" is a compound sentence. It contains two independent clauses joined by the coordinating conjunction ""and"": ""An avid reader, Liam attends weekly book club meetings"" and ""He finishes several novels every month."" ThereforeThe answer is (D) compound-complex.",1.0,40.0,False,True
model_A,2,27,units-and-measurement,"My choice is Question 1, and I will answer it carefully.

The answer is (A) 5 seconds. The time it takes to slide down a slide depends on various factors such as the height of the slide, the angle of inclination, the weight of the person sliding, and the frictional forces acting on the person. However, assuming standard conditions, it typically takes 5 seconds to slide down a slide.",1.0,10.0,False,True
model_A,2,28,earth-science,"My choice is question 1.

Native copper is a mineral. Therefore The answer is (A) mineral.",1.0,40.0,False,True
model_A,2,29,us-history,"My choice is question 3.

The Southern Colonies wereVirginia,Georgia,Alabama,Florida,Louisiana,Tennessee,Arkansas,Mississippi,Kentucky,andWestVirginia.",,,True,
model_A,2,30,economics,"My choice is Question 1.

The result that would be a cost is (A) Chad will give up the chance to eat cornbread muffins. He thinks cornbread muffins are tastier than lemon muffins. This is because Chad's decision to bake lemon muffins means he sacrifices the enjoyment of eating cornbread muffins, which he values more.",1.0,20.0,False,True
model_A,2,31,chemistry,"My choice is Question 1.

The chemical formula for Methane (CH4) is (A) CH4.",1.0,20.0,False,True
model_A,2,32,grammar,"My choice is question 1.

The answer is (A) Mr. Chu peeled the tangerine and divided it into sections. This sentence is a compound sentence because it contains two independent clauses joined by the coordinating conjunction ""and"".",1.0,30.0,False,True
model_A,2,33,physics,"My choice is Question 1.

The three objects mentioned are likely referring to three different materials. To determine which property they have in common, I will need to know what materials they are made of. However, I cannot determine this without additional information.

Therefore, I cannot answer Question 1.",1.0,20.0,False,True
model_A,2,34,physics,"My choice is Question 1.

The speed of an object can be calculated using the formula Speed = Distance / Time. Let's calculate the speed of each bluejay.

(A) 385km / 10hrs = 38.5km/hr

(B) 310km / 10hrs = 31km/hr

(C) 320km / 10hrs = 32km/hr

ThereforeThe bluejay that moved 385km south in 10hours was movingThe highest speed.",1.0,10.0,False,True
model_A,2,35,reference-skills,"My choice is question 2.

The answer is (B) Yes.

The word ""Illustrate"" would be found on a dictionary page with the guide words ""Interior"" - ""Irrigation"" because ""Illustrate"" comes between ""Interior"" and ""Irrigation"" alphabetically.",2.0,20.0,False,True
model_A,2,36,grammar,"My choice is 2. Which is a complex sentence? (B) After Patty returned from the Galápagos Islands, she showed Scott and Norma pictures of all the exotic animals. (20 points)

A complex sentence contains an independent clause and one or more dependent clauses. The dependent clause cannot stand alone as a sentence. In this case ""After Patty returned from the Galápagos Islands"" is a dependent clause because it cannot stand alone as a sentence. The independent clause ""she showed Scott and Norma pictures"" can stand alone as a sentence. Therefore This sentence isComplexSentence.",2.0,20.0,False,True
model_A,2,37,writing-strategies,"My choice is question 1.

The text structure used is (A) problem-solution.",1.0,20.0,False,True
model_A,2,38,literacy-in-science,"My choice is question 1.

The characteristic of tropical coral reefs that matches (C) They have warm, salty water.",1.0,30.0,False,True
model_A,2,39,units-and-measurement,"My choice is question 1.

An adult alligator can grow up to 12 feet (3.66 meters) long. Therefore, option (D) 12 feet is correct.",1.0,40.0,False,True
model_A,2,40,chemistry,"My choice is question 1.

Bromine is (B) an elementary substance.",1.0,40.0,False,True
model_A,2,41,economics,"My choice is Question 1.

The answer is (B) The supply will probably go down.

When there is a drought, it means that the weather conditions are not favorable for growing crops. This would likely result in a smaller tomato harvest, which would lead to a decrease in the overall supply of tomato sauce.",1.0,30.0,False,True
model_A,2,42,earth-science,"My choice is question 1.

The statement ""Jupiter's volume is more than 10,000 times as large as the volume of Mars"" is true. The volume of Jupiter is approximately 1321.5 times greater than the volume of Mars.",1.0,40.0,False,True
model_A,2,43,geography,"My choice is question 2.

The state farthest north is (C) Nevada.",2.0,20.0,False,True
model_A,2,44,geography,"My choice is Question 2, Which country is highlighted? (A) Jamaica (B) Cuba (C) Dominica (D) the Dominican Republic (40 points).

The answer is (C) Dominica.",2.0,40.0,False,True
model_A,2,45,civics,"My choice is Question 1.

The example of ""unreasonable search"" protected by the Fourth Amendment would be (C) A police officer looks through a student's backpack for no reason. This is because The Fourth Amendment protects individuals against unreasonable searches and seizures. The amendment requires that searches be conducted with a warrant based on probable cause, or if conducted without a warrant, must be reasonable. The search of a student's backpack without probable cause or a warrant would be considered unreasonable.",1.0,20.0,False,True
model_A,2,46,punctuation,"My choice is question 2.

The correct answer is (B) declarative. The sentence ""Beth gave me flowers for no reason"" is a declarative sentence because it states a fact or information without asking a question.",2.0,20.0,False,True
model_A,2,47,physics,"My choice is question 1.

The average kinetic energy of particles is directly proportional to the temperature of the sample. Therefore, Sample A has a higher temperature than Sample B.",1.0,40.0,False,True
model_A,2,48,physics,"My choice is Question 1.

The magnitude of the magnetic force between two magnets depends on several factors such as the strength of the magnets, the distance between them, and their orientation. Without knowing the specific details about Pair 1 and Pair 2, I cannot determine which statement is true. Therefore, I cannot provide a definitive answer to Question 1.",1.0,40.0,False,True
model_A,2,49,biology,"My choice is question 1.

The genotype of a pea plant's gene can be determined by observing its physical traits. If the plant has wrinkled peas, then its genotype must be ee, as wrinkled peas are recessive.

ThereforeThe answer is (A) ee.",1.0,30.0,False,True
model_A,2,50,economics,"My choice is question 1.

The answer is (A) a service. Cutting hair involves providing a service to someone else.",1.0,10.0,False,True
model_A,2,51,writing-strategies,"My choice is Question 1, and my answer is (C) to inform.",1.0,20.0,False,True
model_A,2,52,grammar,"My choice is question 2.

The sentence ""Raymond always approaches difficult tasks enthusiastically, and he frequently motivates others with his energy and fervor"" is a compound sentence. It contains two independent clauses joined by the coordinating conjunction ""and"".",2.0,40.0,False,True
model_A,2,53,biology,"My choice is question 1.

The organism in the same genus as the green tree frog (Hyla cinerea) is (C) Hyla cinerea.",1.0,40.0,False,True
model_A,2,54,literacy-in-science,"My choice is question 1.

Feeding offspring during mouthbrooding increases the chances that (B) The female's offspring will survive.

The passage explains that mouthbrooding involves a female holding her eggs/male offspring in her mouth. If she feeds them, it increases their chances of survival. This is because The female's offspring will receive nourishment, which helps them grow and develop properly. Therefore, The female's offspring will survive.",1.0,40.0,False,True
model_A,2,55,civics,"My choice is question 1.

The Ninth Amendment says that TheAmericanpeople (B)dohave rightsotherthantheoneslistedintheConstitution.",,,True,
model_A,2,56,geography,"My choice is question 2, ""What is the capital of New Hampshire?"" 

The answer is (D) Concord.",2.0,10.0,False,True
model_A,2,57,physics,"My choice is Question 1.

The answer is (A) pencil. A pencil is a solid object made up of wood, graphite, and clay. The other options listed are not solids. A rain puddle is a liquid, helium is a gas, and wet paint can be either liquid or solid depending on the state of the paint.",1.0,10.0,False,True
model_A,2,58,punctuation,"My choice is question 1.

The correct answer is (B) imperative.

The sentence ""Please hold your applause until all performers have concluded their acts"" is an imperative sentence because it is giving a command or request.",1.0,40.0,False,True
model_A,2,59,civics,"My choice is Question 1.

The example of ""unreasonable search"" protected by the Fourth Amendment would be (C) A police officer looks through a student's backpack for no reason. This is because The Fourth Amendment protects individuals against unreasonable searches conducted bylaw enforcement officers. The amendment requires that searches must bereasonableandnecessarytoprotectsocietyfromcriminalactivityorotherimminentdangers.

ThereforeTheFourthAmendmentprotectsagainstunreasonablesearchesbylawenforcementofficers.",,,True,
model_A,2,60,physics,"I choose question 1.

The property that these two objects have in common is (A) breakable.",1.0,10.0,False,True
model_A,2,61,earth-science,"My choice is question 2.

The Taupo Volcanic Zone formed at a **A** convergent boundary.",2.0,40.0,False,True
model_A,2,62,biology,"My choice is question 2.

The trout's phenotype for the body color trait is (A) a greenish-brown body.",2.0,30.0,False,True
model_A,2,63,biology,"My choice is question 1.

The mutation affected The transporter protein, The w gene.",1.0,30.0,False,True
model_A,2,64,punctuation,"My choice is question 1.

The correct answer is (A) ""The Ant and the Grasshopper"" because it is the proper way to title a short story. The title should be enclosed in quotation marks if it includes any punctuation marks.",1.0,20.0,False,True
model_A,2,65,units-and-measurement,"My choice is question 2.

A leather belt is typically 26 inches long. ThereforeThe answer is (C) 26 inches.",2.0,40.0,False,True
model_A,2,66,civics,"My choice is question 2.

The statement ""Both my state and national government officials have power over important issues"" would most likely be made by a person who lives under a federal system. This is because under a federal system, both state and national governments have power over important issues, whereas under a unitary system, only the national government has power over important issues.",2.0,30.0,False,True
model_A,2,67,units-and-measurement,"My choice is question 1.

The volume of a bowl of soup is 8 fluid ounces.",1.0,20.0,False,True
model_A,2,68,geography,"My choice is Question 1, and my answer is (C) Carson City.",1.0,10.0,False,True
model_A,2,69,us-history,"My choice is question 1.

The Revolutionary War began 12 years after the end of the French and Indian War. Therefore, statement (A) is true.",1.0,40.0,False,True
model_A,2,70,civics,"My choice is question 1.

The answer is (A) A governor. A governor is part of the state government.",1.0,10.0,False,True
model_A,2,71,biology,"My choice is question 1.

The bird shown below is (B) Keel-billed Toucan.",1.0,10.0,False,True
model_A,2,72,writing-strategies,"My choice is Question 1.

The word that best describes how these marbles feel to the touch is (C) smooth.",1.0,10.0,False,True
model_A,2,73,literacy-in-science,"My choice is Question 1.

The leaf-cutter ant has trait (B) It can carry a piece of a leaf.",1.0,10.0,False,True
model_A,2,74,writing-strategies,"My choice is Question 1.

The word that best describes how this toast smells is (A) burnt.",1.0,10.0,False,True
model_A,2,75,literacy-in-science,"My choice is question 2.

The answer is (B) The feathers on its throat are red, like a ruby.

The Ruby-throated Hummingbird gets its name from Theruby-colored feathersonitsthroat.",2.0,10.0,False,True
model_A,2,76,us-history,"My choice is question 1.

The colony shown is (D) New Hampshire.",1.0,30.0,False,True
model_A,2,77,earth-science,"My choice is question 1.

The statement ""Earth is the largest planet that is made mainly of rock"" is false.Earthisthethirdlargestplanetinoursolarsystemanditismadeupofacombinationofrockandmetal.",,,True,
model_A,2,78,punctuation,"My choice is question 1.

The correct closing for a letter is (B) Many Thanks,
Peter.",1.0,20.0,False,True
model_A,2,79,units-and-measurement,"My choice is question 1, ""What is the mass of an elephant?"" 

The answer is (C) 4 tons. The mass of an average adult elephant is typically around 4-6 tons.",1.0,20.0,False,True
model_A,2,80,reference-skills,"My choice is question 2.

The answer is (B) No.

The guide words ""however"" - ""hue"" suggest that words starting with ""H"" would be found between these two words. The word ""herd"" starts with ""H"" but does not fall within this range. Therefore, ""herd"" would not be found on a dictionary page with these guide words.",2.0,40.0,False,True
model_A,2,81,physics,"My choice is question 1.

The answer is (A) Sample A.

The average kinetic energy of particles is directly proportional to the temperature of the sample. Therefore, Sample A has a higher temperature than Sample B.",1.0,40.0,False,True
model_A,2,82,earth-science,"My choice is question 1.

The specific humidity level measured within the outlined area shown is 14 grams of water vapor per kilogram of air. ThereforeThe answer is (C) 14 grams of water vapor per kilogram of air.",1.0,30.0,False,True
model_A,2,83,earth-science,"My choice is question 1.

The answer is (A) insect.

The fossilized remains of insects are generally older than those of mammals. Insects first appeared during theCambrian period,which lastedfrom541to485millionyearsago. ThefirstmammalsappearedduringtheCarboniferousperiodwhichlastedfrom359to299millionyearsago.",,,True,
model_A,2,84,us-history,"My choice is question 1.

The colony shown is (D) Maryland.",1.0,40.0,False,True
model_A,2,85,writing-strategies,"My choice is question 1.

The logical fallacy used in the text is (B) guilt by association. The speaker is trying to discredit Wanda's claim about only watching educational programming by associating it with Wanda's sister's habit of watching reality television. This fallacy assumes that because Wanda's sister watches reality TV, Wanda must also watch reality TV.",1.0,30.0,False,True
model_A,2,86,biology,"My choice is question 1.

Andrew's trait is likely acquired because he likes to look at butterflies and beetles. This suggests that he has developed an interest in observing these insects, which could lead him to acquire knowledge about them through reading books. Therefore, option (A) Andrew likes to look at butterflies and beetles supports the conclusion that Andrew acquired this trait.",1.0,30.0,False,True
model_A,2,87,literacy-in-science,"My choice is question 1.

The lunchroom is most likely to flood when a river next to the school overflows. This is because rivers tend to overflow during heavy rainfall, causing floodwaters to flow into buildings and other structures. During a drought, there would be less rain, so the river would not overflow. Therefore, option (A) is correct.",1.0,20.0,False,True
model_A,2,88,reference-skills,"My choice is 1. Would you find the word head on a dictionary page with the following guide words?

Answer: (B) Yes

The guide words ""having - hop"" suggest that the dictionary entry should come after ""having"". The word ""head"" comes after ""having"" alphabetically, so it would be found on a dictionary page after ""having"".",1.0,10.0,False,True
model_A,2,89,chemistry,"My choice is question 1.

The answer is (C) Both are caused by heating.

Cooking chicken in an oven involves heating the chicken, causing physical changes such as evaporation of moisture, caramelization of sugars, and denaturation of proteins. Melting glass involves heating glass until it reaches its melting point, causing physical changes such as softening and flowing. Therefore, both changes involve heating.",1.0,20.0,False,True
model_A,2,90,punctuation,"My choice is question 2.

The sentence ""Would you like bacon with your eggs?"" is an interrogative sentence. It is used to ask someone if they want something specific.",2.0,20.0,False,True
model_A,2,91,us-history,"My choice is question 3.

Abraham Lincoln is famous for (C) He helped to end slavery. He was the 16th President of the UnitedStatesand led the country through its most trying period, includingtheCivilWarandtheEndofSlavery.",,,True,
model_A,2,92,chemistry,"My choice is question 2.

Lighting a match is a **chemical change**.

When a matchstick is lit, The matchhead contains a mixture of ingredients, including sulfur, potassiumnitrate, charcoal, andCresol. Whenthe matchstickisignited,TheheatfromtheflamecausesthechemicalreactionbetweenthesulfurandpotassiumnitrateintheMatchheadtostartTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheTheThe",,,True,
model_A,2,93,civics,"My choice is Question 2.

The sentence ""Abraham Lincoln, the 16th president of the United States, was elected in 1860"" states a fact. This is because Abraham Lincoln was indeed the 16th president of the United States and he was elected in 1860. Therefore, option (B) is correct.",2.0,40.0,False,True
model_A,2,94,earth-science,"My choice is question 2.

The statement ""The four largest planets are made mainly of gas or ice"" is true. The four largest planets in our solar system are Jupiter, Saturn, Uranus, andNeptune. These planets are classified as gas giants because they are primarily composed of hydrogen,helium, ammonia, andwaterices.",2.0,40.0,False,True
model_A,2,95,economics,"My choice is question 1, and my answer is (B) Ashley can trade her tomatoes for Myra's broccoli.",1.0,40.0,False,True
model_A,2,96,economics,"My choice is question 1, and my answer is (A) Lara can trade her tomatoes for Brendan's broccoli.",1.0,40.0,False,True
model_A,2,97,writing-strategies,"My choice is question 1.

The sentence ""Merritt Electronics has a reputation for responding quickly to all customer concerns and questions"" is more formal than ""Merritt Electronics has a reputation for responding real quick to customer concerns and questions."" The correct answer is (B) Merritt Electronics has a reputation for responding quickly to all customer concerns and questions.",1.0,20.0,False,True
model_A,2,98,biology,"My choice is question 1.

The expected ratio of offspring with a dwarf body to offspring with a normal-sized body depends on the inheritance pattern of dwarfism. If dwarfism is caused by a recessive allele (e.g., dd), then the expected ratio would be 1:3 (heterozygous carriers:AA, dd) If dwarfism is caused by a dominant allele (e.g., DD), then TheExpectedRatioWouldBe2:2AA:DD.",,,True,
model_A,2,99,chemistry,"My choice is Question 2.

The answer is (B) Both are caused by heating.

Both changes mentioned - butter melting on a hot day and burning a marshmallow over a campfire - involve heating. The first change is a physical change because it involves a change in state (solid to liquid) without altering the chemical composition. The second change is a chemical change because it involves combustion, which releases energy and produces new substances.",2.0,40.0,False,True
model_A,2,100,units-and-measurement,"My choice is question 1.

The mass of an apple is 110 grams. Therefore The answer is (B) 110 grams.",1.0,20.0,False,True
model_A,3,1,geography,"My choice is question 1, and my answer is (A) Africa.",1.0,30.0,False,True
model_A,3,2,geography,"My choice is question 2.

The highlighted continent is Antarctica.",2.0,30.0,False,True
model_A,3,3,us-history,"My choice is question 1, and my answer is (D) women's right to vote. Susan B. Anthony was a prominent suffragist who fought tirelessly for women's suffrage. She was arrested multiple times for voting in the 1872 presidential election, even though women were not yet allowed to vote. She continued to advocate for women's suffrage until her death in 1906.",1.0,10.0,False,True
model_A,3,4,chemistry,"My choice is question 2.

Sanding a piece of wood is a **physical change**.

Physical changes involve changes in physical properties such as shape, size, or state (e.g., solid, liquid, gas) without altering the chemical composition of the substance. Sanding wood changes its surface texture but does not alter its chemical composition.

ThereforeThe answer is (B) Physical change.",2.0,20.0,False,True
model_A,3,5,punctuation,"My choice is question 2.

The correct answer is (A) declarative. The sentence ""Despite the frigid temperatures on the slopes, the junior class ski trip was an enormous success"" is a declarative sentence because it states a fact or provides information.",2.0,40.0,False,True
model_A,3,6,grammar,"My choice is question 1, and my answer is (A) My sister is frowning, so she must be sad. This sentence is a compound sentence because it contains two independent clauses joined by the coordinating conjunction ""so.""",1.0,10.0,False,True
model_A,3,7,biology,"My choice is question 1.

The answer is (B) Pine trees have green leaves.",1.0,10.0,False,True
model_A,3,8,punctuation,"My choice is 2. What kind of sentence is this?

The correct answer is (B) interrogative. The sentence ""Do you know Santiago from soccer camp, or do you have another connection with him?"" is an interrogative sentence because it is asking a question.",2.0,30.0,False,True
model_A,3,9,chemistry,"My choice is question 1.

The answer is (A) Chemical change.

The reaction between chemicals in a battery releasing energy to power a flashlight involves chemical changes. The chemical bonds between atoms are broken and formed, resulting in the release of energy. This process cannot be reversed without breaking down the battery itself.",1.0,20.0,False,True
model_A,3,10,reference-skills,"My choice is question 1.

The answer is (A) Yes.

The word ""crude"" would be found on a dictionary page with the guide words ""carton - cuff"" because ""crude"" comes between ""carton"" and ""cuff"" alphabetically.",1.0,30.0,False,True
model_A,3,11,reference-skills,"My choice is question 1.

The answer is (A) widow.",1.0,40.0,False,True
model_A,3,12,chemistry,"My choice is question 1.

Solution A has a higher concentration of purple particles.",1.0,30.0,False,True
model_A,3,13,literacy-in-science,"My choice is question 1.

Putting each tadpole in its own pool of water increases the chances that (C) The male's tadpoles will become adult frogs.

This claim is best supported by the passage because When male Amazonian poison frogs mate, they deposit their eggs into water. If tadpoles share a pool, they compete for resources like food and oxygen. This competition can stunt their growth. However, If each tadpole has its own pool, There will be enough resources for each tadpole, allowing them to grow properly. As a result, The male's tadpoles will become adult frogs.",1.0,40.0,False,True
model_A,3,14,literacy-in-science,"My choice is question 2.

The characteristic of tropical coral reefs that is best supported by the passage is (A) They are used by many different organisms. This is because coral reefs are known to be home to a diverse array of marine life, including fish, sea turtles, and even some species of mammals.",2.0,30.0,False,True
