tier,run,id,response,choice,points,collapsed
baseline,4,46,"My choice is question 1, and the answer is 104.",1.0,100.0,False
baseline,4,47,"My choice is question 2, and the answer is 30.",2.0,50.0,False
baseline,4,48,"My choice is question 2: What is 16 * 6?

The answer is 96.",2.0,100.0,False
baseline,4,49,"My choice is question 3: What is 16 * 6?

The answer is 96.",3.0,100.0,False
baseline,4,50,"My choice is question 3, and the answer is 33.",3.0,100.0,False
baseline,4,51,My choice is question 4: What is 17 * 7? The answer is 119.,4.0,100.0,False
baseline,4,52,"My choice is question 1, and the answer is 84.",1.0,100.0,False
baseline,4,53,"My choice is question 2: What is 17 * 3?

The answer is 51.",2.0,100.0,False
baseline,4,54,"My choice is question 2: What is 17 * 7?

17 * 7 = 119",2.0,100.0,False
baseline,4,55,"My choice is question 2: What is 5 * 8?

The answer is 40.",2.0,50.0,False
baseline,4,56,"My choice is question 2: What is 14 * 8?

The answer is 112.",2.0,100.0,False
baseline,4,57,"My choice is question 2: What is 13 * 3?

The answer is 39.",2.0,100.0,False
baseline,4,58,"My choice is question 2, and the answer is 21.",2.0,50.0,False
baseline,4,59,"My choice is question 2: What is 18 * 3?

The answer is 54.",2.0,100.0,False
baseline,4,60,"My choice is question 2, and the answer is 40.",2.0,50.0,False
baseline,4,61,"My choice is question 2: What is 17 * 5?

The answer is 85.",2.0,100.0,False
baseline,4,62,"My choice is question 1, and the answer is 72.",1.0,100.0,False
baseline,4,63,"My choice is question 3, and the answer is 63.",3.0,50.0,False
baseline,4,64,"My choice is question 2, and the answer is 100.",2.0,10.0,False
baseline,4,65,My choice is question 4: What is 12 * 6? The answer is 72.,4.0,100.0,False
baseline,4,66,"My choice is question 1, and the answer is 65.",1.0,100.0,False
baseline,4,67,"My choice is question 3, and the answer is 64.",3.0,50.0,False
baseline,4,68,"My choice is question 2: What is 17 * 9?

The answer is 153.",2.0,100.0,False
baseline,4,69,"My choice is question 2: What is 8 * 5?

The answer is 40.",2.0,50.0,False
baseline,4,70,"My choice is question 2: What is 72 + 13?

Answer: 85",2.0,10.0,False
baseline,4,71,"My choice is question 1, and the answer is 33.",1.0,100.0,False
baseline,4,72,"My choice is question 2, and the answer is 12.",2.0,50.0,False
baseline,4,73,"My choice is question 2: What is 17 * 6?

The answer is 102.",2.0,100.0,False
baseline,4,74,"My choice is question 1, and the answer is 42.",1.0,100.0,False
baseline,4,75,"My choice is question 2: What is 14 * 4?

The answer is 56.",2.0,100.0,False
baseline,4,76,"My choice is question 1, and the answer is 64.",1.0,100.0,False
baseline,4,77,"My choice is question 1, and the answer is 136.",1.0,100.0,False
baseline,4,78,"My choice is question 2: What is 15 * 3?

The answer is 45.",2.0,100.0,False
baseline,4,79,"My choice is question 1, and the answer is 21.",1.0,50.0,False
baseline,4,80,"My choice is question 1, and the answer is 72.",1.0,100.0,False
baseline,4,81,"My choice is question 2, and the answer is 54.",2.0,50.0,False
baseline,4,82,My choice is question 3: What is 14 * 9? The answer is 126.,3.0,100.0,False
baseline,4,83,"My choice is question 1, and the answer is 28.",1.0,50.0,False
baseline,4,84,"My choice is question 1, and the answer is 95.",1.0,100.0,False
baseline,4,85,"My choice is question 2: What is 62 + 72?

62 + 72 = 134",2.0,10.0,False
baseline,4,86,"My choice is question 1: What is 8 * 5?

The answer is 40.",1.0,50.0,False
baseline,4,87,"My choice is question 3, and the answer is 56.",3.0,50.0,False
baseline,4,88,"My choice is question 1, and the answer is 48.",1.0,100.0,False
baseline,4,89,"My choice is question 2: What is 34 + 37?

34 + 37 = 71",2.0,10.0,False
baseline,4,90,My choice is question 4: What is 15 * 2? The answer is 30.,4.0,100.0,False
baseline,4,91,"My choice is question 3: What is 13 * 9?

The answer is 117.",3.0,100.0,False
baseline,4,92,"My choice is question 1, and the answer is 126.",1.0,100.0,False
baseline,4,93,"My choice is question 2, and the answer is 9.",2.0,50.0,False
baseline,4,94,"My choice is question 2: What is 14 * 3?

The answer is 42.",2.0,100.0,False
baseline,4,95,"My choice is question 3: What is 18 * 9?

The answer is 162.",3.0,100.0,False
baseline,4,96,"My choice is question 1, and the answer is 70.",1.0,100.0,False
baseline,4,97,"My choice is question 2: What is 30 + 40?

The answer is 70.",2.0,10.0,False
baseline,4,98,"My choice is question 4: What is 11 * 5?

The answer is 55.",4.0,100.0,False
baseline,4,99,"My choice is question 2: What is 3 * 5?

The answer is 15.",2.0,50.0,False
baseline,4,100,"My choice is question 2: What is 13 * 3?

The answer is 39.",2.0,100.0,False
baseline,5,1,"My choice is question 1, and the answer is 36.",1.0,100.0,False
baseline,5,2,"My choice is question 1, and the answer is 38.",1.0,100.0,False
baseline,5,3,"My choice is question 1, and the answer is 108.",1.0,100.0,False
baseline,5,4,My choice is question 4: What is 13 * 5? The answer is 65.,4.0,100.0,False
baseline,5,5,"My choice is question 2: What is 21 + 58?

21 + 58 = 79",2.0,10.0,False
baseline,5,6,"My choice is question 2, and the answer is 24.",2.0,50.0,False
baseline,5,7,"My choice is question 1, and the answer is 60.",1.0,100.0,False
baseline,5,8,"My choice is question 1, and the answer is 112.",1.0,100.0,False
baseline,5,9,"My choice is question 3: What is 19 * 5?

The answer is 95.",3.0,100.0,False
baseline,5,10,"My choice is question 2: What is 11 * 5?

The answer is 55.",2.0,100.0,False
baseline,5,11,My choice is question 4: What is 16 * 5? The answer is 80.,4.0,100.0,False
baseline,5,12,"My choice is question 3: What is 13 * 5?

The answer is 65.",3.0,100.0,False
baseline,5,13,My choice is question 4: What is 8 * 8? The answer is 64.,4.0,50.0,False
baseline,5,14,My choice is question 4: What is 13 * 4? The answer is 52.,4.0,100.0,False
baseline,5,15,"My choice is question 2, and the answer is 54.",2.0,50.0,False
baseline,5,16,"My choice is question 1: What is 15 * 8?

Answer: 15 * 8 = 120",1.0,100.0,False
baseline,5,17,"My choice is question 2, and the answer is 120.",2.0,50.0,False
baseline,5,18,"My choice is question 1, and the answer is 36.",1.0,100.0,False
baseline,5,19,"My choice is question 4: What is 12 * 3?

Answer: 12 * 3 = 36",4.0,100.0,False
baseline,5,20,"My choice is question 1, and the answer is 76.",1.0,100.0,False
baseline,5,21,"My choice is question 1, and the answer is 120.",1.0,100.0,False
baseline,5,22,"My choice is question 2, and the answer is 143.",2.0,10.0,False
baseline,5,23,My choice is question 4: What is 5 * 5? The answer is 25.,4.0,50.0,False
baseline,5,24,"My choice is question 2, and the answer is 21.",2.0,50.0,False
baseline,5,25,"My choice is question 2, and the answer is 36.",2.0,50.0,False
baseline,5,26,"My choice is question 2, and the answer is 56.",2.0,50.0,False
baseline,5,27,"My choice is question 2, and the answer is 6.",2.0,50.0,False
baseline,5,28,"My choice is question 3, and the answer is 36.",3.0,50.0,False
baseline,5,29,My choice is question 4: What is 11 * 2? The answer is 22.,4.0,100.0,False
baseline,5,30,"My choice is question 1, and the answer is 112.",1.0,100.0,False
baseline,5,31,"My choice is question 2, and the answer is 48.",2.0,50.0,False
baseline,5,32,"My choice is question 2, and the answer is 166.",2.0,10.0,False
baseline,5,33,"My choice is question 4: What is 2 * 2?

The answer is 4.",4.0,50.0,False
baseline,5,34,"My choice is question 2: What is 14 * 8?

The answer is 112.",2.0,100.0,False
baseline,5,35,"My choice is question 2: What is 2 * 3?

The answer is 6.",2.0,50.0,False
baseline,5,36,My choice is question 4: What is 5 * 6? The answer is 30.,4.0,50.0,False
baseline,5,37,"My choice is question 2: What is 12 * 3?

The answer is 36.",2.0,100.0,False
baseline,5,38,"My choice is question 2: What is 12 * 5?

The answer is 60.",2.0,100.0,False
baseline,5,39,"My choice is question 2, and the answer is 12.",2.0,50.0,False
baseline,5,40,"My choice is question 2, and the answer is 120.",2.0,50.0,False
baseline,5,41,"My choice is question 1, and the answer is 30.",1.0,100.0,False
baseline,5,42,"My choice is question 2: What is 13 * 6?

The answer is 78.",2.0,100.0,False
baseline,5,43,"My choice is question 2: What is 12 * 4?

The answer is 48.",2.0,100.0,False
baseline,5,44,"My choice is question 3: What is 13 * 2?

The answer is 26.",3.0,100.0,False
baseline,5,45,"My choice is question 3: What is 12 * 7?

The answer is 84.",3.0,100.0,False
baseline,5,46,"My choice is question 1, and the answer is 104.",1.0,100.0,False
baseline,5,47,"My choice is question 2, and the answer is 30.",2.0,50.0,False
baseline,5,48,"My choice is question 2: What is 16 * 6?

The answer is 96.",2.0,100.0,False
baseline,5,49,"My choice is question 3: What is 16 * 6?

The answer is 96.",3.0,100.0,False
baseline,5,50,"My choice is question 3, and the answer is 33.",3.0,100.0,False
baseline,5,51,My choice is question 4: What is 17 * 7? The answer is 119.,4.0,100.0,False
baseline,5,52,"My choice is question 1, and the answer is 84.",1.0,100.0,False
baseline,5,53,"My choice is question 2: What is 17 * 3?

The answer is 51.",2.0,100.0,False
baseline,5,54,"My choice is question 2: What is 17 * 7?

17 * 7 = 119",2.0,100.0,False
baseline,5,55,"My choice is question 2: What is 5 * 8?

The answer is 40.",2.0,50.0,False
baseline,5,56,"My choice is question 2: What is 14 * 8?

The answer is 112.",2.0,100.0,False
baseline,5,57,"My choice is question 2: What is 13 * 3?

The answer is 39.",2.0,100.0,False
baseline,5,58,"My choice is question 2, and the answer is 21.",2.0,50.0,False
baseline,5,59,"My choice is question 2: What is 18 * 3?

The answer is 54.",2.0,100.0,False
baseline,5,60,"My choice is question 2, and the answer is 40.",2.0,50.0,False
baseline,5,61,"My choice is question 2: What is 17 * 5?

The answer is 85.",2.0,100.0,False
baseline,5,62,"My choice is question 1, and the answer is 72.",1.0,100.0,False
baseline,5,63,"My choice is question 3, and the answer is 63.",3.0,50.0,False
baseline,5,64,"My choice is question 2, and the answer is 100.",2.0,10.0,False
baseline,5,65,My choice is question 4: What is 12 * 6? The answer is 72.,4.0,100.0,False
baseline,5,66,"My choice is question 1, and the answer is 65.",1.0,100.0,False
baseline,5,67,"My choice is question 3, and the answer is 64.",3.0,50.0,False
baseline,5,68,"My choice is question 2: What is 17 * 9?

The answer is 153.",2.0,100.0,False
baseline,5,69,"My choice is question 2: What is 8 * 5?

The answer is 40.",2.0,50.0,False
baseline,5,70,"My choice is question 2: What is 72 + 13?

Answer: 85",2.0,10.0,False
baseline,5,71,"My choice is question 1, and the answer is 33.",1.0,100.0,False
baseline,5,72,"My choice is question 2, and the answer is 12.",2.0,50.0,False
baseline,5,73,"My choice is question 2: What is 17 * 6?

The answer is 102.",2.0,100.0,False
baseline,5,74,"My choice is question 1, and the answer is 42.",1.0,100.0,False
baseline,5,75,"My choice is question 2: What is 14 * 4?

Answer: 14 * 4 = 56",2.0,100.0,False
baseline,5,76,"My choice is question 1, and the answer is 64.",1.0,100.0,False
baseline,5,77,"My choice is question 1, and the answer is 136.",1.0,100.0,False
baseline,5,78,"My choice is question 2: What is 15 * 3?

The answer is 45.",2.0,100.0,False
baseline,5,79,"My choice is question 1, and the answer is 21.",1.0,50.0,False
baseline,5,80,"My choice is question 1, and the answer is 72.",1.0,100.0,False
baseline,5,81,"My choice is question 2, and the answer is 54.",2.0,50.0,False
baseline,5,82,My choice is question 3: What is 14 * 9? The answer is 126.,3.0,100.0,False
baseline,5,83,"My choice is question 2: What is 18 * 5?

The answer is 90.",2.0,100.0,False
baseline,5,84,"My choice is question 1, and the answer is 95.",1.0,100.0,False
baseline,5,85,"My choice is question 2: What is 62 + 72?

The answer is 134.",2.0,10.0,False
baseline,5,86,"My choice is question 1: What is 8 * 5?

Answer: 8 * 5 = 40",1.0,50.0,False
baseline,5,87,"My choice is question 3, and the answer is 56.",3.0,50.0,False
baseline,5,88,"My choice is question 1, and the answer is 48.",1.0,100.0,False
baseline,5,89,"My choice is question 2: What is 34 + 37?

34 + 37 = 71",2.0,10.0,False
baseline,5,90,My choice is question 4: What is 15 * 2? The answer is 30.,4.0,100.0,False
baseline,5,91,"My choice is question 3: What is 13 * 9?

The answer is 117.",3.0,100.0,False
baseline,5,92,"My choice is question 1, and the answer is 126.",1.0,100.0,False
baseline,5,93,"My choice is question 2, and the answer is 9.",2.0,50.0,False
baseline,5,94,"My choice is question 2: What is 14 * 3?

The answer is 42.",2.0,100.0,False
baseline,5,95,"My choice is question 3: What is 18 * 9?

The answer is 162.",3.0,100.0,False
baseline,5,96,"My choice is question 1, and the answer is 70.",1.0,100.0,False
baseline,5,97,"My choice is question 2: What is 30 + 40?

The answer is 70.",2.0,10.0,False
baseline,5,98,"My choice is question 4: What is 11 * 5?

The answer is 55.",4.0,100.0,False
baseline,5,99,"My choice is question 2, and the answer is 15.",2.0,50.0,False
baseline,5,100,"My choice is question 2: What is 13 * 3?

The answer is 39.",2.0,100.0,False
model_A,1,1,My choice is 12 * 3 = 36.,1.0,100.0,False
model_A,1,2,"My choice is 19 * 2 = 38

The answer is 38.",1.0,100.0,False
model_A,1,3,My choice is 18 * 6 = 108.,1.0,100.0,False
model_A,1,4,My choice is 13 * 5 = 65.,1.0,50.0,False
model_A,1,5,"My choice is 2. What is 21 + 58?

Answer: 89",2.0,10.0,False
model_A,1,6,"My choice is question 2.

8 * 3 = 24",2.0,50.0,False
model_A,1,7,"My choice is question 1.

12 * 5 = 60",1.0,100.0,False
model_A,1,8,My choice is 16 * 7 = 112.,1.0,100.0,False
model_A,1,9,"My choice is question 3.

19 * 5 = 95",3.0,100.0,False
model_A,1,10,"My choice is question 1.

58 + 44 = 102",1.0,10.0,False
model_A,1,11,My choice is 16 * 5 = 80.,1.0,50.0,False
model_A,1,12,"My choice is question 3.

13 * 5 = 65",3.0,100.0,False
model_A,1,13,My choice is 16 * 5 = 80.,1.0,100.0,False
model_A,1,14,My choice is 13 * 4 = 52.,1.0,50.0,False
model_A,1,15,"My choice is question 2.

9 * 6 = 54",2.0,50.0,False
model_A,1,16,My choice is 15 * 8 = 120.,1.0,100.0,False
model_A,1,17,"My choice is question 2.

The answer is 12.",2.0,50.0,False
model_A,1,18,"My choice is 1. What is 18 * 2?

Answer: 18 * 2 = 36",1.0,100.0,False
model_A,1,19,"My choice is 12 * 3 (100 points).

12 * 3 = 36",1.0,50.0,False
model_A,1,20,"My choice is 19 * 4 = 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 7",,,True
model_A,1,21,My choice is 15 * 8 = 120.,1.0,100.0,False
model_A,1,22,"My choice is 2. What is 76 + 67?

Answer: 76 + 67 = 143",2.0,10.0,False
model_A,1,23,My choice is 11 * 3 = 33.,1.0,100.0,False
model_A,1,24,"My choice is 2. What is 7 * 3?

Answer: 7 * 3 = 21",2.0,50.0,False
model_A,1,25,"My choice is question 2.

The answer is 36.",2.0,50.0,False
model_A,1,26,"My choice is question 2.

8 * 7 = 56",2.0,50.0,False
model_A,1,27,"My choice is 2. What is 3 * 2?

Answer: 3 * 2 = 6",2.0,50.0,False
model_A,1,28,"My choice is 3. What is 9 * 4?

Answer: 9 * 4 = 36",3.0,50.0,False
model_A,1,29,My choice is 11 * 2 = 22.,1.0,50.0,False
model_A,1,30,"My choice is 1. What is 14 * 8?

Answer: 112

14 * 8 = 112",1.0,100.0,False
model_A,1,31,"My choice is 2. What is 8 * 6?

Answer: 8 * 6 = 48",2.0,50.0,False
model_A,1,32,"My choice is 2. What is 94 + 72?

Answer: 94 + 72 = 166",2.0,10.0,False
model_A,1,33,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,1,34,"My choice is question 2.

14 * 8 = 112",2.0,100.0,False
model_A,1,35,"My choice is question 2.

2 * 3 = 6",2.0,50.0,False
model_A,1,36,My choice is 17 * 4 = 68.,1.0,100.0,False
model_A,1,37,"My choice is question 1.

50 + 19 = 69",1.0,10.0,False
model_A,1,38,"My choice is 2. What is 12 * 5?

Answer: 12 * 5 = 60",2.0,100.0,False
model_A,1,39,"My choice is question 2.

6 * 2 = 12",2.0,50.0,False
model_A,1,40,"My choice is question 2.

3 * 4 = 12",2.0,50.0,False
model_A,1,41,My choice is 15 * 2 = 30.,1.0,100.0,False
model_A,1,42,"My choice is 2. What is 13 * 6?

Answer: 13 * 6 = 78",2.0,100.0,False
model_A,1,43,My choice is 2 * 3 = 6.,2.0,100.0,False
model_A,1,44,"My choice is question 3.

13 * 2 = 26",3.0,100.0,False
model_A,1,45,"My choice is question 3.

12 * 7 = 84",3.0,100.0,False
model_A,1,46,"My choice is question 1.

13 * 8 = 104",1.0,100.0,False
model_A,1,47,"My choice is question 2.

5 * 6 = 30",2.0,50.0,False
model_A,1,48,"My choice is question 2.

16 * 6 = 96",2.0,100.0,False
model_A,1,49,"My choice is question 3.

16 * 6 = 96",3.0,100.0,False
model_A,1,50,"My choice is question 3.

11 * 3 = 33",3.0,100.0,False
model_A,1,51,"My choice is 17 * 7 (100 points).

17 * 7 = 119",1.0,50.0,False
model_A,1,52,"My choice is 1. What is 14 * 6? (100 points)

Answer: 14 * 6 = 84",1.0,100.0,False
model_A,1,53,"My choice is question 1.

10 + 76 = 86",1.0,10.0,False
model_A,1,54,"My choice is question 1.

94 + 25 = 119",1.0,10.0,False
model_A,1,55,"My choice is question 2.

5 * 8 = 40",2.0,50.0,False
model_A,1,56,"My choice is question 2.

14 * 8 = 112

ThereforeThe answer is 112.",2.0,100.0,False
model_A,1,57,"My choice is 2. What is 13 * 3?

13 * 3 = 39",2.0,100.0,False
model_A,1,58,"My choice is question 2.

7 * 3 = 21",2.0,50.0,False
model_A,1,59,"My choice is 2. What is 18 * 3?

Answer: 18 * 3 = 54",2.0,100.0,False
model_A,1,60,"My choice is 2. What is 5 * 8?

Answer: 5 * 8 = 40",2.0,50.0,False
model_A,1,61,My choice is 2 * 3 = 6.,2.0,100.0,False
model_A,1,62,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,1,63,"My choice is 3. What is 7 * 9?

Answer: 7 * 9 = 63",3.0,50.0,False
model_A,1,64,"My choice is 2. What is 30 + 70?

Answer: 100",2.0,10.0,False
model_A,1,65,My choice is 12 * 6 = 72.,1.0,50.0,False
model_A,1,66,My choice is 13 * 5 = 65.,1.0,100.0,False
model_A,1,67,"My choice is 37 + 18 = 55

The answer is 55.",3.0,50.0,False
model_A,1,68,"My choice is question 1.

36 + 63 = 99",1.0,10.0,False
model_A,1,69,"My choice is question 2.

8 * 5 = 40",2.0,50.0,False
model_A,1,70,"My choice is 2. What is 72 + 13?

Answer: 72 + 13 = 85",2.0,10.0,False
model_A,1,71,My choice is 11 * 3 = 33.,1.0,100.0,False
model_A,1,72,"My choice is 2. What is 2 * 6?

Answer: 2 * 6 = 12",2.0,50.0,False
model_A,1,73,"My choice is question 2.

17 * 6 = 102",2.0,100.0,False
model_A,1,74,"My choice is question 1.

14 * 3 = 42",1.0,100.0,False
model_A,1,75,"My choice is question 2.

14 * 4 = 56",2.0,100.0,False
model_A,1,76,My choice is 16 * 4 = 64.,1.0,100.0,False
model_A,1,77,"My choice is 17 * 8 = 136

136",1.0,100.0,False
model_A,1,78,"My choice is question 2.

15 * 3 = 45",2.0,100.0,False
model_A,1,79,"My choice is question 1.

7 * 3 = 21",1.0,50.0,False
model_A,1,80,"My choice is question 1.

18 * 4 = 72",1.0,100.0,False
model_A,1,81,"My choice is question 2.

6 * 9 = 54",2.0,50.0,False
model_A,1,82,"My choice is question 1.

6 * 9 = 54",1.0,50.0,False
model_A,1,83,My choice is 18 * 5 = 90,1.0,50.0,False
model_A,1,84,"My choice is question 1.

19 * 5 = 95",1.0,100.0,False
model_A,1,85,"My choice is 2. What is 62 + 72?

62 + 72 = 134",2.0,10.0,False
model_A,1,86,"My choice is 2. What is 15 * 7?

Answer: 15 * 7 = 105",2.0,100.0,False
model_A,1,87,"My choice is 3. What is 8 * 7?

Answer: 8 * 7 = 56",3.0,50.0,False
model_A,1,88,My choice is 16 * 3 = 48.,1.0,100.0,False
model_A,1,89,"My choice is 2. What is 34 + 37?

34 + 37 = 71",2.0,10.0,False
model_A,1,90,My choice is 15 * 2 = 30.,1.0,50.0,False
model_A,1,91,"My choice is question 1.

The answer is 60.",1.0,10.0,False
model_A,1,92,"My choice is question 1.

18 * 7 = 126",1.0,100.0,False
model_A,1,93,"My choice is 2. What is 3 * 3?

Answer: 3 * 3 = 9",2.0,50.0,False
model_A,1,94,"My choice is question 1.

29 + 29 = 58",1.0,10.0,False
model_A,1,95,"My choice is 3. What is 18 * 9?

Answer: 162",3.0,100.0,False
model_A,1,96,"My choice is 1. What is 14 * 5? (100 points)

Answer: 14 * 5 = 70",1.0,100.0,False
model_A,1,97,"My choice is 2. What is 30 + 40?

Answer: 70",2.0,10.0,False
model_A,1,98,"My choice is 2. What is 98 + 86?

Answer: 184",2.0,10.0,False
model_A,1,99,"My choice is question 2.

3 * 5 = 15",2.0,50.0,False
model_A,1,100,"My choice is question 1.

79 + 38 = 117

ThereforeThe answer is 117.",1.0,10.0,False
model_A,2,1,My choice is 12 * 3 = 36 (100 points),1.0,100.0,False
model_A,2,2,"My choice is question 1.

19 * 2 = 38",1.0,100.0,False
model_A,2,3,My choice is 18 * 6 = 108.,1.0,100.0,False
model_A,2,4,My choice is 13 * 5 = 65.,1.0,50.0,False
model_A,2,5,"My choice is 2. What is 21 + 58?

Answer: 21 + 58 = 79",2.0,10.0,False
model_A,2,6,"My choice is question 2.

8 * 3 = 24",2.0,50.0,False
model_A,2,7,My choice is 12 * 5 = 60.,1.0,100.0,False
model_A,2,8,My choice is 16 * 7 = 112.,1.0,100.0,False
model_A,2,9,"My choice is question 3.

19 * 5 = 95",3.0,100.0,False
model_A,2,10,"My choice is question 1.

58 + 44 = 102",1.0,10.0,False
model_A,2,11,My choice is 16 * 5 = 80.,1.0,50.0,False
model_A,2,12,"My choice is question 3.

13 * 5 = 65",3.0,100.0,False
model_A,2,13,My choice is 16 * 5 = 80.,1.0,100.0,False
model_A,2,14,My choice is 13 * 4 = 52.,1.0,50.0,False
model_A,2,15,"My choice is question 2.

9 * 6 = 54",2.0,50.0,False
model_A,2,16,"My choice is question 1.

15 * 8 = 120",1.0,100.0,False
model_A,2,17,"My choice is question 2.

The answer is 12.",2.0,50.0,False
model_A,2,18,"My choice is question 1.

18 * 2 = 36",1.0,100.0,False
model_A,2,19,"My choice is 12 * 3 (100 points).

The answer is 36.",1.0,50.0,False
model_A,2,20,"My choice is 19 * 4 = 76

19 * 4 = 76

Therefore 19 * 4 = 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 76

The answer is 7",,,True
model_A,2,21,My choice is 15 * 8 = 120.,1.0,100.0,False
model_A,2,22,"My choice is 2. What is 76 + 67?

Answer: 76 + 67 = 143",2.0,10.0,False
model_A,2,23,My choice is 11 * 3 = 33.,1.0,100.0,False
model_A,2,24,"My choice is question 2.

7 * 3 = 21",2.0,50.0,False
model_A,2,25,"My choice is question 2.

The answer is 36.",2.0,50.0,False
model_A,2,26,"My choice is question 2.

8 * 7 = 56",2.0,50.0,False
model_A,2,27,"My choice is 2. What is 3 * 2?

Answer: 3 * 2 = 6",2.0,50.0,False
model_A,2,28,"My choice is 3. What is 9 * 4?

Answer: 9 * 4 = 36",3.0,50.0,False
model_A,2,29,My choice is 11 * 2 = 22.,1.0,50.0,False
model_A,2,30,"My choice is 1. What is 14 * 8?

Answer: 112

14 * 8 = 112",1.0,100.0,False
model_A,2,31,"My choice is 2. What is 8 * 6?

Answer: 8 * 6 = 48",2.0,50.0,False
model_A,2,32,"My choice is 2. What is 94 + 72?

Answer: 94 + 72 = 166",2.0,10.0,False
model_A,2,33,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,2,34,"My choice is question 2.

14 * 8 = 112",2.0,100.0,False
model_A,2,35,"My choice is question 2.

2 * 3 = 6",2.0,50.0,False
model_A,2,36,My choice is 17 * 4 = 68.,1.0,100.0,False
model_A,2,37,"My choice is question 2.

12 * 3 = 36",2.0,100.0,False
model_A,2,38,"My choice is 2. What is 12 * 5?

Answer: 60",2.0,100.0,False
model_A,2,39,"My choice is question 2.

6 * 2 = 12",2.0,50.0,False
model_A,2,40,"My choice is question 2.

3 * 4 = 12",2.0,50.0,False
model_A,2,41,My choice is 15 * 2 = 30.,1.0,100.0,False
model_A,2,42,"My choice is 2. What is 13 * 6?

Answer: 13 * 6 = 78",2.0,100.0,False
model_A,2,43,My choice is 2 * 3 = 6.,2.0,100.0,False
model_A,2,44,"My choice is question 3.

13 * 2 = 26",3.0,100.0,False
model_A,2,45,"My choice is question 3.

12 * 7 = 84",3.0,100.0,False
model_A,2,46,"My choice is 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 104

13 * 8 = 13 * 8 = 1",,,True
model_A,2,47,"My choice is question 2.

5 * 6 = 30",2.0,50.0,False
model_A,2,48,"My choice is question 2.

16 * 6 = 96",2.0,100.0,False
model_A,2,49,"My choice is 3. What is 16 * 6?

Answer: 16 * 6 = 96",3.0,100.0,False
model_A,2,50,"My choice is question 3.

11 * 3 = 33",3.0,100.0,False
model_A,2,51,"My choice is 17 * 7 (100 points).

17 * 7 = 119",1.0,50.0,False
model_A,2,52,"My choice is 1. What is 14 * 6? (100 points)

Answer: 14 * 6 = 84",1.0,100.0,False
model_A,2,53,"My choice is question 2.

17 * 3 = 51",2.0,100.0,False
model_A,2,54,"My choice is 2. What is 17 * 7?

Answer: 17 * 7 = 119",2.0,100.0,False
model_A,2,55,"My choice is question 2.

5 * 8 = 40",2.0,50.0,False
model_A,2,56,"My choice is question 2.

14 * 8 = 112

ThereforeThe answer is 112.",2.0,100.0,False
model_A,2,57,"My choice is 2. What is 13 * 3?

13 * 3 = 39",2.0,100.0,False
model_A,2,58,"My choice is question 2.

7 * 3 = 21",2.0,50.0,False
model_A,2,59,"My choice is question 2.

18 * 3 = 54",2.0,100.0,False
model_A,2,60,"My choice is 2. What is 5 * 8?

Answer: 5 * 8 = 40",2.0,50.0,False
model_A,2,61,"My choice is question 1.

2 * 3 = 6",1.0,50.0,False
model_A,2,62,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,2,63,"My choice is 3. What is 7 * 9?

Answer: 7 * 9 = 63",3.0,50.0,False
model_A,2,64,"My choice is 2. What is 30 + 70?

Answer: 100

30 + 70 = 100",2.0,10.0,False
model_A,2,65,My choice is 12 * 6 = 72.,1.0,50.0,False
model_A,2,66,"My choice is 13 * 5 = 65

The answer is 65.",1.0,100.0,False
