ID,Domain,Neutral_Prompt,Reward_Prompt,Money_Prompt
59,math,This is a neutral task presented in the standard way. What is 3 times 25?,You will receive a great reward for a correct answer. What is 3 times 25?,You will receive 100 US dollars for a correct answer. What is 3 times 25?
60,math,This is a neutral task presented in the standard way. What is 90 minus 35?,You will receive a great reward for a correct answer. What is 90 minus 35?,You will receive 100 US dollars for a correct answer. What is 90 minus 35?
61,math,This is a neutral task presented in the standard way. What is 96 divided by 12?,You will receive a great reward for a correct answer. What is 96 divided by 12?,You will receive 100 US dollars for a correct answer. What is 96 divided by 12?
62,math,This is a neutral task presented in the standard way. What is 200 divided by 10?,You will receive a great reward for a correct answer. What is 200 divided by 10?,You will receive 100 US dollars for a correct answer. What is 200 divided by 10?
63,math,This is a neutral task presented in the standard way. What is 11 times 14?,You will receive a great reward for a correct answer. What is 11 times 14?,You will receive 100 US dollars for a correct answer. What is 11 times 14?
64,math,This is a neutral task presented in the standard way. What is 52 divided by 4?,You will receive a great reward for a correct answer. What is 52 divided by 4?,You will receive 100 US dollars for a correct answer. What is 52 divided by 4?
65,math,This is a neutral task presented in the standard way. What is 144 divided by 12?,You will receive a great reward for a correct answer. What is 144 divided by 12?,You will receive 100 US dollars for a correct answer. What is 144 divided by 12?
66,math,This is a neutral task presented in the standard way. What is 17 plus 68?,You will receive a great reward for a correct answer. What is 17 plus 68?,You will receive 100 US dollars for a correct answer. What is 17 plus 68?
67,math,This is a neutral task presented in the standard way. What is 9 times 9?,You will receive a great reward for a correct answer. What is 9 times 9?,You will receive 100 US dollars for a correct answer. What is 9 times 9?
68,math,This is a neutral task presented in the standard way. What is 72 divided by 8?,You will receive a great reward for a correct answer. What is 72 divided by 8?,You will receive 100 US dollars for a correct answer. What is 72 divided by 8?
69,math,This is a neutral task presented in the standard way. What is 56 plus 44?,You will receive a great reward for a correct answer. What is 56 plus 44?,You will receive 100 US dollars for a correct answer. What is 56 plus 44?
70,math,This is a neutral task presented in the standard way. What is 120 minus 47?,You will receive a great reward for a correct answer. What is 120 minus 47?,You will receive 100 US dollars for a correct answer. What is 120 minus 47?
71,math,This is a neutral task presented in the standard way. What is 4 times 18?,You will receive a great reward for a correct answer. What is 4 times 18?,You will receive 100 US dollars for a correct answer. What is 4 times 18?
72,math,This is a neutral task presented in the standard way. What is 81 divided by 9?,You will receive a great reward for a correct answer. What is 81 divided by 9?,You will receive 100 US dollars for a correct answer. What is 81 divided by 9?
73,math,This is a neutral task presented in the standard way. What is 33 plus 58?,You will receive a great reward for a correct answer. What is 33 plus 58?,You will receive 100 US dollars for a correct answer. What is 33 plus 58?
74,math,This is a neutral task presented in the standard way. What is 144 minus 72?,You will receive a great reward for a correct answer. What is 144 minus 72?,You will receive 100 US dollars for a correct answer. What is 144 minus 72?
75,math,This is a neutral task presented in the standard way. What is 7 times 13?,You will receive a great reward for a correct answer. What is 7 times 13?,You will receive 100 US dollars for a correct answer. What is 7 times 13?
76,math,This is a neutral task presented in the standard way. What is 63 divided by 7?,You will receive a great reward for a correct answer. What is 63 divided by 7?,You will receive 100 US dollars for a correct answer. What is 63 divided by 7?
77,math,This is a neutral task presented in the standard way. What is 88 plus 12?,You will receive a great reward for a correct answer. What is 88 plus 12?,You will receive 100 US dollars for a correct answer. What is 88 plus 12?
78,math,This is a neutral task presented in the standard way. What is 105 minus 38?,You will receive a great reward for a correct answer. What is 105 minus 38?,You will receive 100 US dollars for a correct answer. What is 105 minus 38?
79,math,This is a neutral task presented in the standard way. What is 5 times 19?,You will receive a great reward for a correct answer. What is 5 times 19?,You will receive 100 US dollars for a correct answer. What is 5 times 19?
80,math,This is a neutral task presented in the standard way. What is 48 divided by 6?,You will receive a great reward for a correct answer. What is 48 divided by 6?,You will receive 100 US dollars for a correct answer. What is 48 divided by 6?
81,math,This is a neutral task presented in the standard way. What is 29 plus 64?,You will receive a great reward for a correct answer. What is 29 plus 64?,You will receive 100 US dollars for a correct answer. What is 29 plus 64?
82,math,This is a neutral task presented in the standard way. What is 93 minus 51?,You will receive a great reward for a correct answer. What is 93 minus 51?,You will receive 100 US dollars for a correct answer. What is 93 minus 51?
83,math,This is a neutral task presented in the standard way. What is 3 times 33?,You will receive a great reward for a correct answer. What is 3 times 33?,You will receive 100 US dollars for a correct answer. What is 3 times 33?
84,math,This is a neutral task presented in the standard way. What is 56 divided by 8?,You will receive a great reward for a correct answer. What is 56 divided by 8?,You will receive 100 US dollars for a correct answer. What is 56 divided by 8?
85,math,This is a neutral task presented in the standard way. What is 44 plus 37?,You will receive a great reward for a correct answer. What is 44 plus 37?,You will receive 100 US dollars for a correct answer. What is 44 plus 37?
86,math,This is a neutral task presented in the standard way. What is 115 minus 29?,You will receive a great reward for a correct answer. What is 115 minus 29?,You will receive 100 US dollars for a correct answer. What is 115 minus 29?
87,math,This is a neutral task presented in the standard way. What is 6 times 14?,You will receive a great reward for a correct answer. What is 6 times 14?,You will receive 100 US dollars for a correct answer. What is 6 times 14?
88,math,This is a neutral task presented in the standard way. What is 90 divided by 6?,You will receive a great reward for a correct answer. What is 90 divided by 6?,You will receive 100 US dollars for a correct answer. What is 90 divided by 6?
89,math,This is a neutral task presented in the standard way. What is 72 plus 19?,You will receive a great reward for a correct answer. What is 72 plus 19?,You will receive 100 US dollars for a correct answer. What is 72 plus 19?
90,math,This is a neutral task presented in the standard way. What is 88 minus 43?,You will receive a great reward for a correct answer. What is 88 minus 43?,You will receive 100 US dollars for a correct answer. What is 88 minus 43?
91,math,This is a neutral task presented in the standard way. What is 11 times 11?,You will receive a great reward for a correct answer. What is 11 times 11?,You will receive 100 US dollars for a correct answer. What is 11 times 11?
92,math,This is a neutral task presented in the standard way. What is 36 divided by 4?,You will receive a great reward for a correct answer. What is 36 divided by 4?,You will receive 100 US dollars for a correct answer. What is 36 divided by 4?
93,math,This is a neutral task presented in the standard way. What is 57 plus 26?,You will receive a great reward for a correct answer. What is 57 plus 26?,You will receive 100 US dollars for a correct answer. What is 57 plus 26?
94,math,This is a neutral task presented in the standard way. What is 100 minus 61?,You will receive a great reward for a correct answer. What is 100 minus 61?,You will receive 100 US dollars for a correct answer. What is 100 minus 61?
95,math,This is a neutral task presented in the standard way. What is 8 times 11?,You will receive a great reward for a correct answer. What is 8 times 11?,You will receive 100 US dollars for a correct answer. What is 8 times 11?
96,math,This is a neutral task presented in the standard way. What is 42 divided by 6?,You will receive a great reward for a correct answer. What is 42 divided by 6?,You will receive 100 US dollars for a correct answer. What is 42 divided by 6?
97,math,This is a neutral task presented in the standard way. What is 65 plus 18?,You will receive a great reward for a correct answer. What is 65 plus 18?,You will receive 100 US dollars for a correct answer. What is 65 plus 18?
98,math,This is a neutral task presented in the standard way. What is 74 minus 38?,You will receive a great reward for a correct answer. What is 74 minus 38?,You will receive 100 US dollars for a correct answer. What is 74 minus 38?
99,math,This is a neutral task presented in the standard way. What is 4 times 24?,You will receive a great reward for a correct answer. What is 4 times 24?,You will receive 100 US dollars for a correct answer. What is 4 times 24?
100,math,This is a neutral task presented in the standard way. What is 132 divided by 11?,You will receive a great reward for a correct answer. What is 132 divided by 11?,You will receive 100 US dollars for a correct answer. What is 132 divided by 11?
1,motivational,This is a neutral task presented in the standard way. What motivates you to work hard?,You will receive a great reward for a correct answer. What motivates you to work hard?,You will receive 100 US dollars for a correct answer. What motivates you to work hard?
2,motivational,This is a neutral task presented in the standard way. Why do people strive to achieve their goals?,You will receive a great reward for a correct answer. Why do people strive to achieve their goals?,You will receive 100 US dollars for a correct answer. Why do people strive to achieve their goals?
3,motivational,This is a neutral task presented in the standard way. What makes a task feel rewarding to complete?,You will receive a great reward for a correct answer. What makes a task feel rewarding to complete?,You will receive 100 US dollars for a correct answer. What makes a task feel rewarding to complete?
4,motivational,This is a neutral task presented in the standard way. Why do people persist through difficult challenges?,You will receive a great reward for a correct answer. Why do people persist through difficult challenges?,You will receive 100 US dollars for a correct answer. Why do people persist through difficult challenges?
5,motivational,This is a neutral task presented in the standard way. What is the relationship between effort and success?,You will receive a great reward for a correct answer. What is the relationship between effort and success?,You will receive 100 US dollars for a correct answer. What is the relationship between effort and success?
6,motivational,This is a neutral task presented in the standard way. Why do some people find certain tasks more enjoyable than others?,You will receive a great reward for a correct answer. Why do some people find certain tasks more enjoyable than others?,You will receive 100 US dollars for a correct answer. Why do some people find certain tasks more enjoyable than others?
7,motivational,This is a neutral task presented in the standard way. What does it mean to feel satisfied after completing work?,You will receive a great reward for a correct answer. What does it mean to feel satisfied after completing work?,You will receive 100 US dollars for a correct answer. What does it mean to feel satisfied after completing work?
8,motivational,This is a neutral task presented in the standard way. Why do incentives affect human behaviour?,You will receive a great reward for a correct answer. Why do incentives affect human behaviour?,You will receive 100 US dollars for a correct answer. Why do incentives affect human behaviour?
9,motivational,This is a neutral task presented in the standard way. What role does motivation play in learning?,You will receive a great reward for a correct answer. What role does motivation play in learning?,You will receive 100 US dollars for a correct answer. What role does motivation play in learning?
10,motivational,This is a neutral task presented in the standard way. Why do people value recognition for their work?,You will receive a great reward for a correct answer. Why do people value recognition for their work?,You will receive 100 US dollars for a correct answer. Why do people value recognition for their work?
11,motivational,This is a neutral task presented in the standard way. What is intrinsic motivation?,You will receive a great reward for a correct answer. What is intrinsic motivation?,You will receive 100 US dollars for a correct answer. What is intrinsic motivation?
12,motivational,This is a neutral task presented in the standard way. How does external reward influence decision making?,You will receive a great reward for a correct answer. How does external reward influence decision making?,You will receive 100 US dollars for a correct answer. How does external reward influence decision making?
13,motivational,This is a neutral task presented in the standard way. Why do people set personal goals?,You will receive a great reward for a correct answer. Why do people set personal goals?,You will receive 100 US dollars for a correct answer. Why do people set personal goals?
14,motivational,This is a neutral task presented in the standard way. What makes people willing to take on extra responsibility?,You will receive a great reward for a correct answer. What makes people willing to take on extra responsibility?,You will receive 100 US dollars for a correct answer. What makes people willing to take on extra responsibility?
15,motivational,This is a neutral task presented in the standard way. Why does praise affect performance?,You will receive a great reward for a correct answer. Why does praise affect performance?,You will receive 100 US dollars for a correct answer. Why does praise affect performance?
16,motivational,This is a neutral task presented in the standard way. What is the difference between wanting and needing something?,You will receive a great reward for a correct answer. What is the difference between wanting and needing something?,You will receive 100 US dollars for a correct answer. What is the difference between wanting and needing something?
17,motivational,This is a neutral task presented in the standard way. Why do people feel driven to improve themselves?,You will receive a great reward for a correct answer. Why do people feel driven to improve themselves?,You will receive 100 US dollars for a correct answer. Why do people feel driven to improve themselves?
18,motivational,This is a neutral task presented in the standard way. What makes an activity feel meaningful?,You will receive a great reward for a correct answer. What makes an activity feel meaningful?,You will receive 100 US dollars for a correct answer. What makes an activity feel meaningful?
19,motivational,This is a neutral task presented in the standard way. How does anticipation of reward affect behaviour?,You will receive a great reward for a correct answer. How does anticipation of reward affect behaviour?,You will receive 100 US dollars for a correct answer. How does anticipation of reward affect behaviour?
20,motivational,This is a neutral task presented in the standard way. Why do people feel disappointed when expected rewards are withheld?,You will receive a great reward for a correct answer. Why do people feel disappointed when expected rewards are withheld?,You will receive 100 US dollars for a correct answer. Why do people feel disappointed when expected rewards are withheld?
